"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
25,"Efficacy, Safety and Tolerability of Everolimus in Preventing End-stage Renal Disease in Patients With Autosomal Dominant Polycystic Kidney Disease","Completed","Has Results","Autosomal Dominant Polycystic Kidney Disease","Drug: Placebo|Drug: Everolimus","Novartis Investigative Site, Innsbruck, Austria|Novartis Investigative Site, Linz, Austria|Novartis Investigative Site, Wien, Austria|Novartis Investigative Site, Brest, France|Novartis Investigative Site, Grenoble, France|Novartis Investigative Site, Nantes Cedex, France|Novartis Investigative Site, Paris cedex 15, France|Novartis Investigative Site, Toulouse Cedex 4, France|Novartis Investigative Site, Berlin, Germany|Novartis Investigative Site, Berlin, Germany|Novartis Investigative Site, Erlangen, Germany|Novartis Investigative Site, Essen, Germany|Novartis Investigative Site, Frankfurt am Main, Germany|Novartis Investigative Site, Freiburg, Germany|Novartis Investigative Site, Hamburg, Germany|Novartis Investigative Site, Heidelberg, Germany|Novartis Investigative Site, Homburg, Germany|Novartis Investigative Site, Kiel, Germany|Novartis Investigative Site, Koeln, Germany|Novartis Investigative Site, Leipzig, Germany|Novartis Investigative Site, Lübeck, Germany|Novartis Investigative Site, Muenster, Germany|Novartis Investigative Site, Regensburg, Germany|Novartis Investigative Site, Würzburg, Germany","https://ClinicalTrials.gov/show/NCT00414440"
26,"Safety, Pharmacokinetics, Tolerability and Efficacy of Tolvaptan in Children and Adolescents With ADPKD (Autosomal Dominant Polycystic Kidney Disease)","Completed","No Results Available","Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Drug: Phase A Tolvaptan|Drug: Placebo Phase A|Drug: Phase B Tolvaptan","Gent, Oost-Vlaanderen, Belgium|Leuven, Vlaams Brabant, Belgium|Brussels, Belgium|Bruxelles, Belgium|Montegnee, Belgium|Cologne, Germany|Hamburg, Germany|Hannover, Germany|Heidelberg, Germany|Leipzig, Germany|Tuebingen, Germany|Milano, Italy|Napoli, Italy|Napoli, Italy|Pavia, Italy|Birmingham, United Kingdom|London, United Kingdom|London, United Kingdom|Manchester, United Kingdom|Nottingham, United Kingdom","https://ClinicalTrials.gov/show/NCT02964273"
27,"The Safety and Efficacy of Catheter-based Renal Denervation Using the Vessix™ Renal Denervation System in Autosomal Dominant Polycystic Kidney Disease (ADPKD) Patients With Severe Debilitating Pain","Withdrawn","No Results Available","Autosomal Dominant Polycystic Kidney Disease","Device: Vessix",,"https://ClinicalTrials.gov/show/NCT02746419"
28,"Evaluating the Safety and effectivenesS in Adult KorEaN Patients Treated With Tolvaptan for Management of Autosomal domInAnt poLycystic Kidney Disease","Completed","No Results Available","Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Drug: Tolvaptan","Inje University Busan Paik Hospital, Busan, Korea, Republic of|Kosin University Gospel Hospital, Busan, Korea, Republic of|Hallym University Chuncheon Sacred Heart Hospital, Chuncheon, Korea, Republic of|Keimyung University Dongsan Medical Center, Daegu, Korea, Republic of|Kyungpook National University Hospital, Daegu, Korea, Republic of|Chungnam National University Hospital, Daejeon, Korea, Republic of|Chonnam National University Hospital, Gwangju, Korea, Republic of|Gachon University Gil Medical Center, Incheon, Korea, Republic of|Hallym University Medical Center, Pyeongchon, Korea, Republic of|Seoul National University Bundang Hospital, Seongnam-si, Korea, Republic of|Seoul National University Hospital, Seoul, Korea, Republic of|Gangnam Severance Hospital, Seoul, Korea, Republic of|Hallym University Kangnam Sacred Heart Hospital, Seoul, Korea, Republic of|Hanyang University Seoul Hospital, Seoul, Korea, Republic of|Kangbuk Samsung Hospital, Seoul, Korea, Republic of|Severance Hospital, Seoul, Korea, Republic of|SMG-SNU Boramae Medical Center, Seoul, Korea, Republic of|The Catholic University of Korea Seoul St. Mary's Hospital, Seoul, Korea, Republic of","https://ClinicalTrials.gov/show/NCT03949894"
29,"Sirolimus In Autosomal Dominant Polycystic Kidney Disease And Severe Renal Insufficiency","Terminated","No Results Available","Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Drug: Sirolimus|Drug: conventional therapy","Mario Negri Institute - Clinical Research Center for Rare Diseases, Ranica, Bergamo, Italy","https://ClinicalTrials.gov/show/NCT01223755"
30,"Treatment of Vascular Stiffness in ADPKD","Recruiting","No Results Available","Autosomal Dominant Polycystic Kidney","Dietary Supplement: Sodium chloride (NaCl)|Dietary Supplement: Placebo|Drug: Amiloride Hcl 5mg Tab","Erasmus University Medical Centre Rotterdam, Rotterdam, South-Holland, Netherlands","https://ClinicalTrials.gov/show/NCT05228574"
31,"Water as Therapy in Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Completed","No Results Available","Autosomal Dominant Polycystic Kidney Disease","Other: Water prescription","University of Kansas Medical Center, Kansas City, Kansas, United States","https://ClinicalTrials.gov/show/NCT00759369"
32,"Sirolimus (Rapamune®) for Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Completed","No Results Available","Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Drug: Sirolimus|Other: Standard","University Hospital, Zurich, Switzerland","https://ClinicalTrials.gov/show/NCT00346918"
33,"Short-term Renal Hemodynamic Effects of Tolvaptan in Subjects With Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Completed","Has Results","Autosomal Dominant Polycystic Kidney Disease","Drug: Tolvaptan","University Medical Center Groningen, Groningen, Netherlands","https://ClinicalTrials.gov/show/NCT01336972"
34,"Triptolide-Containing Formulation as Treatment for Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Unknown status","No Results Available","Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Drug: Triptolide-Containing Formulation|Drug: Placebo","Shanghai Changzheng Hospital, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT02115659"
35,"A Long-term Administration Study of OPC-41061 in Patients With Autosomal Dominant Polycystic Kidney Disease (ADPKD) (2) [Extension of Study 156-05-002]","Completed","Has Results","Autosomal Dominant Polycystic Kidney Disease","Drug: OPC-41061","Kanto Region, Japan","https://ClinicalTrials.gov/show/NCT01022424"
36,"A Long-term Administration Study of OPC-41061 in Patients With Autosomal Dominant Polycystic Kidney Disease (ADPKD) [Extension of Study 156-04-001]","Completed","Has Results","Autosomal Dominant Polycystic Kidney Disease","Drug: OPC-41061","Kanto Region, Japan","https://ClinicalTrials.gov/show/NCT00841568"
37,"Somatostatin In Patients With Autosomal Dominant Polycystic Kidney Disease And Moderate To Severe Renal Insufficiency","Completed","No Results Available","Autosomal Dominant Polycystic Kidney Disease","Drug: Octreotide-LAR|Other: Saline solution.","Ospedale San giovanni di Dio, Agrigento, AG, Italy|Clinical Research Center fo Rare Diseases Aldo and Cele Daccò, Ranica, Bergamo, Italy|Hospital ""Vito Fazzi"", Lecce, Italy|Hospital ""Ospedale Maggiore policlinico, Mangiagalli e Regina elena"", Milan, Italy|University ""Federico II"", Naples, Italy|Ospedale Cà Foncello, Treviso, Italy","https://ClinicalTrials.gov/show/NCT01377246"
38,"A Study to Investigate the Long-term Safety and Efficacy of Tolvaptan in Patients With Autosomal Dominant Polycystic Kidney Disease (ADPKD) [Extension of Trial 156-04-251 in Japan]","Completed","Has Results","Autosomal Dominant Polycystic Kidney Disease （ADPKD)","Drug: tolvaptan","Chubu Region, Japan|Chugoku Region, Japan|Hokkaido Region, Japan|Kanto Region, Japan|Kinki Region, Japan|Kyushu Region, Japan|Tohoku Region, Japan","https://ClinicalTrials.gov/show/NCT01280721"
39,"Efficacy and Safety of Tolvaptan in Subjects With Chronic Kidney Disease Between Late Stage 2 to Early Stage 4 Due to Autosomal Dominant Polycystic Kidney Disease","Completed","Has Results","Chronic Kidney Disease|Autosomal Dominant Polycystic Kidney Disease","Drug: Tolvaptan (OPC-41061)|Drug: Placebo","Birmingham, Alabama, United States|Huntsville, Alabama, United States|Mobile, Alabama, United States|Phoenix, Arizona, United States|Tempe, Arizona, United States|Tucson, Arizona, United States|La Jolla, California, United States|Los Angeles, California, United States|Los Angeles, California, United States|San Francisco, California, United States|Aurora, Colorado, United States|Denver, Colorado, United States|New Haven, Connecticut, United States|Hudson, Florida, United States|Jacksonville, Florida, United States|Miami, Florida, United States|Ocala, Florida, United States|Port Charlotte, Florida, United States|Tampa, Florida, United States|Atlanta, Georgia, United States|Augusta, Georgia, United States|Meridian, Idaho, United States|Chicago, Illinois, United States|Kansas City, Kansas, United States|Wichita, Kansas, United States|Baton Rouge, Louisiana, United States|Lafayette, Louisiana, United States|Baltimore, Maryland, United States|Greenbelt, Maryland, United States|Rockville, Maryland, United States|Wheaton, Maryland, United States|Boston, Massachusetts, United States|Springfield, Massachusetts, United States|Detroit, Michigan, United States|Kalamazoo, Michigan, United States|Pontiac, Michigan, United States|Roseville, Michigan, United States|Minneapolis, Minnesota, United States|Rochester, Minnesota, United States|Saint Louis, Missouri, United States|Las Vegas, Nevada, United States|Reno, Nevada, United States|Eatontown, New Jersey, United States|Voorhees, New Jersey, United States|Buffalo, New York, United States|Mineola, New York, United States|New York, New York, United States|New York, New York, United States|New York, New York, United States|Rosedale, New York, United States|Asheville, North Carolina, United States|Chapel Hill, North Carolina, United States|Charlotte, North Carolina, United States|Winston-Salem, North Carolina, United States|Fargo, North Dakota, United States|Grand Forks, North Dakota, United States|Akron, Ohio, United States|Cincinnati, Ohio, United States|Cleveland, Ohio, United States|Cleveland, Ohio, United States|Columbus, Ohio, United States|Portland, Oregon, United States|Bethlehem, Pennsylvania, United States|Doylestown, Pennsylvania, United States|Philadelphia, Pennsylvania, United States|Charleston, South Carolina, United States|Columbia, South Carolina, United States|Orangeburg, South Carolina, United States|Knoxville, Tennessee, United States|Nashville, Tennessee, United States|Nashville, Tennessee, United States|Arlington, Texas, United States|Houston, Texas, United States|Houston, Texas, United States|McAllen, Texas, United States|Burlington, Vermont, United States|Arlington, Virginia, United States|Charlottesville, Virginia, United States|Norfolk, Virginia, United States|Wenatchee, Washington, United States|Morgantown, West Virginia, United States|La Crosse, Wisconsin, United States|Bahia Blanca, Buenos Aires, Argentina|Ciudad Autonoma, Buenos Aires, Argentina|Ciudad Autonoma, Buenos Aires, Argentina|Ciudad Autonoma, Buenos Aires, Argentina|Ciudad Autonoma, Buenos Aires, Argentina|Ciudad Autonoma, Buenos Aires, Argentina|Junin, Buenos Aires, Argentina|Pergamino, Buenos Aires, Argentina|Pilar, Buenos Aires, Argentina|Sarandi, Buenos Aires, Argentina|Cordoba, Argentina|Cordoba, Argentina|Cordoba, Argentina|Camperdown, New South Wales, Australia|Concord, New South Wales, Australia|New Lambton Heights, New South Wales, Australia|St. Leonards, New South Wales, Australia|Westmead, New South Wales, Australia|Woolloongabba, Queensland, Australia|Adelaide, South Australia, Australia|Launceston, Tasmania, Australia|Parkville, Victoria, Australia|Reservoir, Victoria, Australia|Richmond, Victoria, Australia|Perth, Western Australia, Australia|Aalst, Belgium|Antwerpen, Belgium|Bruxelles, Belgium|Bruxelles, Belgium|Gent, Belgium|Kortrijk, Belgium|Leuven, Belgium|Liège, Belgium|Edmonton, Alberta, Canada|St. John's, Newfoundland and Labrador, Canada|Scarborough, Ontario, Canada|Toronto, Ontario, Canada|Toronto, Ontario, Canada|Toronto, Ontario, Canada|Greenfield Park, Quebec, Canada|Montreal, Quebec, Canada|Montréal, Quebec, Canada|Brno, Czechia|Ceske Budejovice, Czechia|Hradec Kralove, Czechia|Jihlava, Czechia|Jilemnice, Czechia|Liberec, Czechia|Ostrava, Czechia|Praha 2, Czechia|Praha 4, Czechia|Tabor, Czechia|Aalborg, Denmark|Aarhus C, Denmark|Holstebro, Denmark|Odense C, Denmark|Viborg, Denmark|Brest cedex 2, Finistere, France|Bordeaux Cedex, Gironde, France|Toulouse Cedex 9, Haute Garonne, France|Montpellier cedex 5, Herault, France|Grenoble cedex 9, Isere, France|Saint-Priest-En-Jarez, Loire, France|Reims Cedex, Marne, France|Vandoeuvre les Nancy, Meurthe Et Moselle, France|Lyon Cedex 03, Rhone, France|Pierre-Bénite cedex, Rhone, France|Heidelberg, Baden Wuerttemberg, Germany|Muenchen, Bayern, Germany|Nuernberg, Bayern, Germany|Hannover, Niedersachsen, Germany|Duesseldorf, Nordrhein Westfalen, Germany|Essen, Nordrhein Westfalen, Germany|Wiesbaden, Nordrhein Westfalen, Germany|Dresden, Sachsen, Germany|Budapest, Hungary|Pecs, Hungary|Szeged, Hungary|Ashkelon, Israel|Jerusalem, Israel|Nahariya, Israel|Petach Tikva, Israel|Petaẖ Tiqwa, Israel|Ramat-Gan, Israel|Tel Aviv, Israel|Torrette Di Ancona, Ancona, Italy|Montichiari, Brescia, Italy|Bari, Italy|Bologna, Italy|Lecco, Italy|Milano, Italy|Milano, Italy|Modena, Italy|Napoli, Italy|Pavia, Italy|Groningen, Netherlands|Nijmegen, Netherlands|Bergen, Norway|Oslo, Norway|Stavanger, Norway|Ciechanow, Poland|Golub Dobrzyn, Poland|Kraków, Poland|Lodz, Poland|Lublin, Poland|Warszawa, Poland|Wroclaw, Poland|Łódź, Poland|San Juan, Puerto Rico|Bucuresti, Romania|Bucuresti, Romania|Oradea, Romania|Krasnoyarsk, Russian Federation|St. Petersburg, Russian Federation|St. Petersburg, Russian Federation|Yaroslavl, Russian Federation|Pretoria, Gauteng, South Africa|Durban, KwaZulu-Natal, South Africa|Cape Town, Western Cape, South Africa|L'Hospitalet de Llobregat, Barcelona, Spain|Ciudad Real, Spain|Madrid, Spain|Madrid, Spain|Sevilla, Spain|Sevilla, Spain|Valencia, Spain|Göteborg, Sweden|Linköping, Sweden|Stockholm, Sweden|Stockholm, Sweden|Uppsala, Sweden|Örebro, Sweden|Exeter, Devon, United Kingdom|Hull, East Riding Of Yorkshire, United Kingdom|Brighton, East Sussex, United Kingdom|London, Greater London, United Kingdom|Manchester, Greater Manchester, United Kingdom|Salford, Greater Manchester, United Kingdom|Stevenage, Hertfordshire, United Kingdom|Inverness, Highland Region, United Kingdom|Leicester, Leicestershire, United Kingdom|Edinburgh, Lothian Region, United Kingdom|Liverpool, Merseyside, United Kingdom|Middlesbrough, North Yorkshire, United Kingdom|Sheffield, South Yorkshire, United Kingdom|Stoke-on-Trent, Staffordshire, United Kingdom|Newcastle upon Tyne, Tyne & Wear, United Kingdom|Coventry, Warwickshire, United Kingdom|Swansea, United Kingdom","https://ClinicalTrials.gov/show/NCT02160145"
40,"Efficacy and Safety of Lixivaptan in the Treatment of Autosomal Dominant Polycystic Kidney Disease","Terminated","No Results Available","Autosomal Dominant Polycystic Kidney|ADPKD","Drug: Lixivaptan|Drug: Placebo","Nephrology Associates, PC - Greystone, Hoover, Alabama, United States|Nephrology Consultants, LLC, Huntsville, Alabama, United States|Arizona Kidney Disease & Hypertension Center - Scottsdale / Pima, Scottsdale, Arizona, United States|JEM Research Institute, Atlantis, Florida, United States|Elixia at Florida Kidney Physicians - Southeast, Fort Lauderdale, Florida, United States|Qway Research, Hialeah, Florida, United States|South Florida Nephrology Associates PA, Lauderdale Lakes, Florida, United States|Total Research Group, LLC, Miami, Florida, United States|Innovation Medical Research Center, Inc, Palmetto Bay, Florida, United States|Florida Kidney Physicians - Tampa, Tampa, Florida, United States|Clinical Site Partners, LLC, Winter Park, Florida, United States|Tufts Medical Center, Inc,, Boston, Massachusetts, United States|St Clair Nephrology Research, LLC, Roseville, Michigan, United States|Mayo Clinic, Rochester, Minnesota, United States|Clinical Research Consultants, LLC, Kansas City, Missouri, United States|Angel City Research, Inc, Morrisville, North Carolina, United States|Northeast Clinical Research Center, LLC, Bethlehem, Pennsylvania, United States|Brown Medicine - Brown Physicians Patient Center, Riverside, Rhode Island, United States|Knoxville Kidney Center LLC, Knoxville, Tennessee, United States|Prolato Clinical Research Center (PCRC), Houston, Texas, United States|Clinical Advancement Center, PLLC, San Antonio, Texas, United States|Utah Kidney Research Insistute, Salt Lake City, Utah, United States|Nephrology Associates of Northern Virginia, Inc, Fairfax, Virginia, United States|Renal Research - Gosford, Gosford, New South Wales, Australia|University Multiprofile Hospital for Active Treatment, Pleven, Bulgaria|University Multiprofile Hospital for Active Treatment - Kaspela, Plovdiv, Bulgaria|Medical Center ""Hipokrat - N"", Plovdiv, Bulgaria|Kidney Center - Medical Center, Varna, Bulgaria|Multi-Profile Hospital for Active Treatment Sveta Anna - Varna, Varna, Bulgaria|Bajai Szent Rokus Korhaz, Baja, Hungary|Semmelweis Egyetem, Budapest, Hungary|Debreceni Egyetem, Debrecen, Hungary|Bugat Pal Korhaz, Gyöngyös, Hungary|University of Pecs, Pécs, Hungary|SCM Spolka z o.o, Kraków, Poland|Provita Centrum Medyczne sp. z o.o., Warsaw, Poland|Hospital Universitari de Bellvitge (HUB), Barcelona, Spain|Hospital Universitario Fundacion Jimenez Diaz, Madrid, Spain|T.R. Ministry of Health Ankara Training and Research Hospital (Internal Disease, Division of Nephrology), Ankara, Turkey|Bezmialem Vakif Universitesi Tip Fakultesi Hastanesi, Fatih, Turkey|Istanbul Universitesi - Cerrahpasa Tip Fakultesi Hastanesi (IUCTFH), Fatih, Turkey|Erciyes Universitesi Tip Fakultesi (Erciyes University Faculty of Medicine) (Internal Medicine; Nephrology), Kayseri, Turkey|Salford Royal NHS Foundation Trust, Salford, United Kingdom","https://ClinicalTrials.gov/show/NCT04064346"
41,"Rapamycin as Treatment for Autosomal Dominant Polycystic Kidney Disease (ADPKD): The Role of Biomarkers in Predicting a Response to Therapy","Terminated","Has Results","Autosomal Dominant Polycystic Kidney Disease","Drug: Rapamycin|Other: Standard of Care-Placebo","Yale Center for Clinical Investigation, New Haven, Connecticut, United States","https://ClinicalTrials.gov/show/NCT00920309"
42,"Efficacy of Tolvaptan on ADPKD Patients","Unknown status","No Results Available","Autosomal Dominant Polycystic Kidney Disease","Drug: Tolvaptan","Kyorin University Hospital, Mitaka, Tokyo, Japan","https://ClinicalTrials.gov/show/NCT02729662"
43,"Effects of Somatostatin on Liver in ADPKD","Completed","No Results Available","Autosomal Dominant Polycystic Kidney Disease","Drug: octeotride|Drug: placebo",,"https://ClinicalTrials.gov/show/NCT02119052"
44,"Diet as a Potential Treatment for Autosomal Dominant Polycystic Kidney Disease","Completed","Has Results","Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Behavioral: Diet and water adjustment","Tufts Medical Center, Boston, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT02225860"
45,"Effect of the Aquaretic Tolvaptan on Nitric Oxide System","Completed","No Results Available","Autosomal Dominant Polycystic Kidney Disease","Drug: Tolvaptan|Drug: Placebo","Department of Medical Research and Medicine, Holstebro Regional Hospital, Holstebro, Denmark","https://ClinicalTrials.gov/show/NCT02527863"
46,"Dose-finding Study of New Tolvaptan Formulation in Subjects With ADPKD","Completed","Has Results","Autosomal Dominant Polycystic Kidney Disease","Drug: Tolvaptan MR|Drug: Tolvaptan IR","Tufts-New England Medical Center, Boston, Massachusetts, United States|Davita Clinical Research, Minneapolis, Minnesota, United States|Mayo Medical Center, Rochester, Minnesota, United States|University Hospitals of Cleveland/Case, Cleveland, Ohio, United States|Northwest Renal Clinic Inc., Portland, Oregon, United States|University of Pennsylvania Medical Center, Philadelphia, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT01210560"
47,"The Efficacy of Everolimus in Reducing Total Native Kidney Volume in Polycystic Kidney Disease Transplanted Recipients","Completed","No Results Available","Autosomal Dominant Polycystic Kidney Disease","Drug: Everolimus|Drug: Calcineurin inhibitors maintenance","Bicêtre Hospital, Le Kremlin-Bicêtre, France","https://ClinicalTrials.gov/show/NCT02134899"
48,"Long-Term Treatment and Follow up of Subjects Completing 24 Months of Treatment With Tesevatinib on Study KD019-101","Terminated","No Results Available","Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Drug: tesevatinib","UCLA Medical Center, Los Angeles, California, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|Washington University School of Medicine, Saint Louis, Missouri, United States|Cleveland Clinic, Cleveland, Ohio, United States|University of Virginia - Nephrology Clinical Research Center, Charlottesville, Virginia, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT02616055"
49,"Effect of Venglustat in Patients With Renal Impairment","Completed","No Results Available","Healthy Volunteers|Polycystic Kidney, Autosomal Dominant","Drug: Venglustat GZ/SAR402671","Investigational Site Number 8400001, Miami, Florida, United States","https://ClinicalTrials.gov/show/NCT03687554"
50,"Effect of Beetroot Juice on Reducing Hypertension in Autosomal Dominant Polycystic Kidney Disease","Recruiting","No Results Available","Autosomal Dominant Polycystic Kidney|Hypertension|Endothelial Dysfunction","Dietary Supplement: Beetroot juice|Dietary Supplement: Nitrate-depleted beetroot juice","Westmead Hospital, Sydney, New South Wales, Australia|Westmead Institute for Medical Research, Westmead, New South Wales, Australia","https://ClinicalTrials.gov/show/NCT05401409"
51,"Somatostatin in Polycystic Kidney: a Long-term Three Year Follow up Study","Completed","No Results Available","Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Drug: Long-acting somatostatin|Other: Saline solution","Hospital ""Ospedali Riuniti"" Unit of Nephrology and Dialysis, Bergamo, Italy|Hospital ""V. Fazzi"" - Unit of neprology and Dialysis, Lecce, Italy|Hospital ""Presidio Osp. Maggiore Policlinico"", Milan, Italy|University ""Federico II"" of Naples, Napoli, Italy|Hospital Cà Foncello, Treviso, Italy","https://ClinicalTrials.gov/show/NCT00309283"
