"","ID","ApplNo.x","ProductNo.x","Form","Strength","ReferenceDrug","DrugName","ActiveIngredient","ReferenceStandard","MarketingStatusID","ApplNo.y","ProductNo.y","MarketingStatusDescription"
"629","201291_1",201291,1,"CAPSULE, EXTENDED RELEASE;ORAL","60MG",0,"TROSPIUM CHLORIDE","TROSPIUM CHLORIDE","0",1,201291,1,"Prescription"
"630","201292_1",201292,1,"TABLET;ORAL","EQ 20MG BASE",1,"GILOTRIF","AFATINIB DIMALEATE","0",1,201292,1,"Prescription"
"631","20131_1",20131,1,"INJECTABLE;INJECTION","279.3MG/ML",1,"PROHANCE","GADOTERIDOL","1",1,20131,1,"Prescription"
"632","20134_1",20134,1,"INJECTABLE;INJECTION","1mCi/ML",1,"METASTRON","STRONTIUM CHLORIDE SR-89","1",1,20134,1,"Prescription"
"633","201355_1",201355,1,"SUSPENSION;ORAL","25MG/5ML",0,"NITROFURANTOIN","NITROFURANTOIN","0",1,201355,1,"Prescription"
"634","201361_1",201361,1,"CAPSULE;ORAL","20MG;1.1GM",0,"OMEPRAZOLE AND SODIUM BICARBONATE","OMEPRAZOLE; SODIUM BICARBONATE","0",2,201361,1,"Over-the-counter"
"635","201365_1",201365,1,"INJECTABLE;INJECTION","EQ 150MG BASE/VIAL",0,"COLISTIMETHATE SODIUM","COLISTIMETHATE SODIUM","0",1,201365,1,"Prescription"
"636","201367_1",201367,1,"SUSPENSION;ORAL","40MG/ML",1,"BANZEL","RUFINAMIDE","1",1,201367,1,"Prescription"
"637","201373_1",201373,1,"SUSPENSION;ORAL","30MG/5ML",1,"CHILDREN'S ALLEGRA ALLERGY","FEXOFENADINE HYDROCHLORIDE","1",2,201373,1,"Over-the-counter"
"638","201379_1",201379,1,"INJECTABLE;INJECTION","EQ 50MG BASE/VIAL",0,"MELPHALAN HYDROCHLORIDE","MELPHALAN HYDROCHLORIDE","0",1,201379,1,"Prescription"
"639","20140_1",20140,1,"POWDER;INTRAVENOUS","EQ 50MG BASE/VIAL",1,"FUSILEV","LEVOLEUCOVORIN CALCIUM","1",1,20140,1,"Prescription"
"640","201422_1",201422,1,"SOLUTION;INHALATION","300MG/5ML",0,"TOBRAMYCIN","TOBRAMYCIN","0",1,201422,1,"Prescription"
"641","201442_1",201442,1,"CAPSULE;ORAL","8MCG",0,"LUBIPROSTONE","LUBIPROSTONE","0",1,201442,1,"Prescription"
"642","201444_1",201444,1,"SOLUTION, SOLUTION;INTRAVENOUS, INTRAVENOUS","300MG/10ML(30MG/ML),N/A;N/A,12.5GM/50ML(250MG/ML)",1,"NITHIODOTE","SODIUM NITRITE; SODIUM THIOSULFATE","1",1,201444,1,"Prescription"
"643","201446_1",201446,1,"TABLET;ORAL","1.5MG",0,"FALLBACK SOLO","LEVONORGESTREL","0",2,201446,1,"Over-the-counter"
"644","201450_1",201450,1,"SOLUTION;ORAL","EQ 10MG BASE/5ML",0,"CITALOPRAM HYDROBROMIDE","CITALOPRAM HYDROBROMIDE","0",1,201450,1,"Prescription"
"645","201452_1",201452,1,"CAPSULE;ORAL","5MG",0,"LENALIDOMIDE","LENALIDOMIDE","0",1,201452,1,"Prescription"
"646","20148_1",20148,1,"SPRAY, METERED;NASAL","0.5MG/SPRAY",1,"MIGRANAL","DIHYDROERGOTAMINE MESYLATE","1",1,20148,1,"Prescription"
"647","201505_3",201505,3,"TABLET; ORAL","25MG;300MG",0,"IRBESARTAN HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE; IRBESARTAN","",4,201505,3,"None (Tentative Approval)"
"648","201506_1",201506,1,"TABLET;ORAL","EQ 500MG BASE",0,"VALACYCLOVIR HYDROCHLORIDE","VALACYCLOVIR HYDROCHLORIDE","0",1,201506,1,"Prescription"
"649","201519_1",201519,1,"TABLET;ORAL","2MG",0,"ARIPIPRAZOLE","ARIPIPRAZOLE","0",1,201519,1,"Prescription"
"650","201524_3",201524,3,"TABLET; ORAL","300MG; 25MG",0,"IRBESARTAN; HYDROCHLOROTHIAZIDE","IRBESARTAN; HYDROCHLOROTHIAZIDE","",4,201524,3,"None (Tentative Approval)"
"651","201528_1",201528,1,"CAPSULE;ORAL","5MG",0,"TEMOZOLOMIDE","TEMOZOLOMIDE","0",1,201528,1,"Prescription"
"652","201531_1",201531,1,"TABLET;ORAL","75MG",0,"IRBESARTAN","IRBESARTAN","0",1,201531,1,"Prescription"
"653","201532_1",201532,1,"SOLUTION;INTRAVENOUS","1MG/2ML (0.5MG/ML)",1,"HALAVEN","ERIBULIN MESYLATE","1",1,201532,1,"Prescription"
"654","201533_2",201533,2,"INJECTABLE;INTRAVENOUS","EQ 0.25MG BASE/5ML (EQ 0.05MG BASE/ML)",0,"PALONOSETRON HYDROCHLORIDE","PALONOSETRON HYDROCHLORIDE","1",1,201533,2,"Prescription"
"655","201536_1",201536,1,"TABLET; ORAL","20MG",0,"ELETRIPTAN HYDROBROMIDE","ELETRIPTAN HYDROBROMIDE","",4,201536,1,"None (Tentative Approval)"
"656","201537_1",201537,1,"POWDER;INTRAVENOUS, SUBCUTANEOUS","100MG/VIAL",0,"AZACITIDINE","AZACITIDINE","0",1,201537,1,"Prescription"
"657","201538_1",201538,1,"INJECTABLE;INJECTION","EQ 10GM BASE/VIAL",0,"OXACILLIN SODIUM","OXACILLIN SODIUM","0",1,201538,1,"Prescription"
"658","201577_1",201577,1,"INJECTABLE;INTRAVENOUS","250MG/VIAL",0,"BIVALIRUDIN","BIVALIRUDIN","0",1,201577,1,"Prescription"
"659","201578_1",201578,1,"TABLET;ORAL","1MG",0,"SIROLIMUS","SIROLIMUS","0",1,201578,1,"Prescription"
"660","201584_1",201584,1,"TABLET;ORAL-28","0.02MG;1MG",0,"BLISOVI FE 1/20","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","0",1,201584,1,"Prescription"
"661","201586_1",201586,1,"TABLET;ORAL","EQ 5MG BASE;40MG",0,"TELMISARTAN AND AMLODIPINE","AMLODIPINE BESYLATE; TELMISARTAN","0",1,201586,1,"Prescription"
"662","201587_1",201587,1,"CREAM;TOPICAL","EQ 2% BASE",0,"MUPIROCIN","MUPIROCIN CALCIUM","1",1,201587,1,"Prescription"
"663","201618_1",201618,1,"TABLET;ORAL","40MG",0,"VALSARTAN","VALSARTAN","0",1,201618,1,"Prescription"
"664","201619_1",201619,1,"TABLET;ORAL","EQ 5MG BASE",0,"ROSUVASTATIN CALCIUM","ROSUVASTATIN CALCIUM","0",1,201619,1,"Prescription"
"665","20162_1",20162,1,"INJECTABLE;INJECTION","EQ 0.1MG BASE/VIAL",0,"ACTHREL","CORTICORELIN OVINE TRIFLUTATE","0",1,20162,1,"Prescription"
"666","201633_1",201633,1,"TABLET;SUBLINGUAL","EQ 2MG BASE;EQ 0.5MG BASE",0,"BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE ","BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE","0",1,201633,1,"Prescription"
"667","201635_1",201635,1,"CAPSULE, EXTENDED RELEASE;ORAL","25MG",1,"TROKENDI XR","TOPIRAMATE","0",1,201635,1,"Prescription"
"668","20164_1",20164,1,"INJECTABLE;SUBCUTANEOUS","30MG/0.3ML (100MG/ML)",1,"LOVENOX (PRESERVATIVE FREE)","ENOXAPARIN SODIUM","0",1,20164,1,"Prescription"
"669","201657_1",201657,1,"SOLUTION;INTRAVENOUS","0.002MG/ML (0.002MG/ML)",0,"PARICALCITOL","PARICALCITOL","0",1,201657,1,"Prescription"
"670","201661_1",201661,1,"TABLET;ORAL","3MG;0.02MG",0,"NIKKI","DROSPIRENONE; ETHINYL ESTRADIOL","0",1,201661,1,"Prescription"
"671","201662_1",201662,1,"TABLET;ORAL","12.5MG;80MG",0,"VALSARTAN AND HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE; VALSARTAN","0",1,201662,1,"Prescription"
"672","20167_1",20167,1,"SYSTEM; TRANSDERMAL","0.025MG/DAY",2,"ESTRADIOL","ESTRADIOL","0",1,20167,1,"Prescription"
"673","201674_1",201674,1,"SYRUP;ORAL","10MG/5ML",0,"HYDROXYZINE HYDROCHLORIDE","HYDROXYZINE HYDROCHLORIDE","0",1,201674,1,"Prescription"
"674","201678_1",201678,1,"FOR SUSPENSION;ORAL","EQ 25MG BASE/5ML",0,"DOXYCYCLINE","DOXYCYCLINE","0",1,201678,1,"Prescription"
"675","201680_1",201680,1,"TABLET;ORAL","400MG",0,"FELBAMATE","FELBAMATE","0",1,201680,1,"Prescription"
"676","201682_1",201682,1,"TABLET;ORAL","12.5MG;50MG",0,"LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM","0",1,201682,1,"Prescription"
"677","20169_2",20169,2,"TABLET;ORAL","150MG",1,"NILANDRON","NILUTAMIDE","1",1,20169,2,"Prescription"
"678","201691_1",201691,1,"TABLET;ORAL","200MG",0,"HYDROXYCHLOROQUINE SULFATE","HYDROXYCHLOROQUINE SULFATE","0",1,201691,1,"Prescription"
"679","201692_1",201692,1,"INJECTABLE;INJECTION","EQ 6MG BASE/ML",0,"CLINDAMYCIN PHOSPHATE IN 5% DEXTROSE IN PLASTIC CONTAINER","CLINDAMYCIN PHOSPHATE","1",1,201692,1,"Prescription"
"680","201695_1",201695,1,"FOR SUSPENSION;ORAL","40MG/5ML",0,"FAMOTIDINE","FAMOTIDINE","0",1,201695,1,"Prescription"
"681","201699_1",201699,1,"TABLET;ORAL","200MG",1,"DIFICID","FIDAXOMICIN","1",1,201699,1,"Prescription"
"682","201720_1",201720,1,"INJECTABLE;INJECTION","100MG/ML",0,"TESTOSTERONE CYPIONATE","TESTOSTERONE CYPIONATE","0",1,201720,1,"Prescription"
"683","201746_1",201746,1,"INJECTABLE;INJECTION","EQ 300MG BASE/ML",0,"LINCOMYCIN","LINCOMYCIN HYDROCHLORIDE","0",1,201746,1,"Prescription"
"684","201779_1",201779,1,"TABLET;ORAL","2.5MG",0,"ZOLMITRIPTAN","ZOLMITRIPTAN","0",1,201779,1,"Prescription"
"685","201785_1",201785,1,"TABLET;ORAL","EQ 0.5MG BASE",0,"VARENICLINE TARTRATE","VARENICLINE TARTRATE","0",1,201785,1,"Prescription"
"686","20180_1",20180,1,"TABLET;ORAL","5MG",1,"PROSCAR","FINASTERIDE","1",1,20180,1,"Prescription"
"687","201803_1",201803,1,"TABLET;ORAL","EQ 200MG BASE",1,"ADVIL","IBUPROFEN SODIUM","1",2,201803,1,"Over-the-counter"
"688","201806_1",201806,1,"TABLET;ORAL","200MG;300MG",0,"EMTRICITABINE AND  TENOFOVIR DISOPROXIL FUMARATE","EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE","0",1,201806,1,"Prescription"
"689","201811_1",201811,1,"INJECTABLE;INJECTION","250MG/2.5ML (100MG/ML)",0,"ARGATROBAN","ARGATROBAN","0",1,201811,1,"Prescription"
"690","201821_1",201821,1,"FOR SOLUTION;ORAL","EQ 75MG BASE/5ML",0,"CLINDAMYCIN PALMITATE HYDROCHLORIDE","CLINDAMYCIN PALMITATE HYDROCHLORIDE","0",1,201821,1,"Prescription"
"691","201849_1",201849,1,"POWDER;INTRAMUSCULAR, INTRAVENOUS","EQ 1MG BASE/VIAL",1,"GLUCAGON","GLUCAGON HYDROCHLORIDE","1",1,201849,1,"Prescription"
"692","20186_1",20186,1,"TABLET;ORAL","5MG;6.25MG",1,"ZIAC","BISOPROLOL FUMARATE; HYDROCHLOROTHIAZIDE","0",1,20186,1,"Prescription"
"693","201887_1",201887,1,"TABLET;ORAL-28","0.15MG;0.03MG",0,"ENSKYCE","DESOGESTREL; ETHINYL ESTRADIOL","0",1,201887,1,"Prescription"
"694","201889_1",201889,1,"TABLET;ORAL","EQ 0.5MG BASE",0,"RASAGILINE MESYLATE","RASAGILINE MESYLATE","0",1,201889,1,"Prescription"
"695","20191_1",20191,1,"SOLUTION/DROPS;OPHTHALMIC","EQ 0.1% BASE",1,"ALOMIDE","LODOXAMIDE TROMETHAMINE","1",1,20191,1,"Prescription"
"696","201920_1",201920,1,"TABLET; ORAL","0.5MG",0,"VARENICLINE","VARENICLINE","",4,201920,1,"None (Tentative Approval)"
"697","201922_1",201922,1,"CAPSULE, EXTENDED RELEASE;ORAL","EQ 45MG BASE",0,"XIMINO","MINOCYCLINE HYDROCHLORIDE","0",1,201922,1,"Prescription"
"698","20193_1",20193,1,"CAPSULE;ORAL","100MG",1,"ELMIRON","PENTOSAN POLYSULFATE SODIUM","1",1,20193,1,"Prescription"
"699","201952_1",201952,1,"TABLET;ORAL","325MG;37.5MG",0,"TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN","ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE","0",1,201952,1,"Prescription"
"700","201963_1",201963,1,"TABLET, EXTENDED RELEASE;ORAL","0.375MG",0,"PRAMIPEXOLE DIHYDROCHLORIDE","PRAMIPEXOLE DIHYDROCHLORIDE","0",1,201963,1,"Prescription"
"701","201966_1",201966,1,"SUSPENSION;INHALATION","1MG/2ML",0,"BUDESONIDE","BUDESONIDE","0",1,201966,1,"Prescription"
"702","201989_1",201989,1,"SOLUTION; ORAL","20MG/ML",0,"PREGABALIN","PREGABALIN","",4,201989,1,"None (Tentative Approval)"
"703","202007_1",202007,1,"TABLET, FOR SUSPENSION; ORAL","60MG; 30MG",0,"ABACAVIR SULFATE; LAMIVUDINE","ABACAVIR SULFATE; LAMIVUDINE","",4,202007,1,"None (Tentative Approval)"
"704","202008_2",202008,2,"SOLUTION;INTRAVENOUS","10-30ML (13.5-51mCi/ML)",1,"AMYVID","FLORBETAPIR F-18","1",1,202008,2,"Prescription"
"705","20201_1",20201,1,"INJECTABLE;INJECTION","EQ 200MG BASE/100ML",1,"DOBUTAMINE HYDROCHLORIDE IN DEXTROSE 5% IN PLASTIC CONTAINER","DOBUTAMINE HYDROCHLORIDE","1",1,20201,1,"Prescription"
"706","202017_1",202017,1,"INJECTABLE;INJECTION","EQ 10MG BASE/ML",0,"VINORELBINE TARTRATE","VINORELBINE TARTRATE","0",1,202017,1,"Prescription"
"707","202020_1",202020,1,"TABLET, DELAYED RELEASE;ORAL","1MG",1,"RAYOS","PREDNISONE","0",1,202020,1,"Prescription"
"708","202022_1",202022,1,"TABLET;ORAL","EQ 25MG BASE",1,"EDURANT","RILPIVIRINE HYDROCHLORIDE","1",1,202022,1,"Prescription"
"709","202038_1",202038,1,"TABLET, DELAYED RELEASE;ORAL","EQ 20MG BASE",0,"PANTOPRAZOLE SODIUM","PANTOPRAZOLE SODIUM","0",1,202038,1,"Prescription"
"710","202042_1",202042,1,"CAPSULE; ORAL","50MG",0,"EFAVIRENZ","EFAVIRENZ","",4,202042,1,"None (Tentative Approval)"
"711","202045_1",202045,1,"CAPSULE, DELAYED REL PELLETS;ORAL","EQ 20MG BASE",0,"DULOXETINE HYDROCHLORIDE","DULOXETINE HYDROCHLORIDE","0",1,202045,1,"Prescription"
"712","202046_1",202046,1,"TABLET;ORAL","5MG",0,"LEVOCETIRIZINE DIHYDROCHLORIDE","LEVOCETIRIZINE DIHYDROCHLORIDE","0",1,202046,1,"Prescription"
"713","202051_1",202051,1,"TABLET;ORAL","10MG",0,"ADEFOVIR DIPIVOXIL","ADEFOVIR DIPIVOXIL","0",1,202051,1,"Prescription"
"714","202053_1",202053,1,"SOLUTION/DROPS;OPHTHALMIC","EQ 2% BASE",0,"DORZOLAMIDE HYDROCHLORIDE","DORZOLAMIDE HYDROCHLORIDE","0",1,202053,1,"Prescription"
"715","202054_1",202054,1,"SOLUTION/DROPS;OPHTHALMIC","EQ 2% BASE;EQ 0.5% BASE",0,"DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATE","DORZOLAMIDE HYDROCHLORIDE; TIMOLOL MALEATE","0",1,202054,1,"Prescription"
"716","202057_1",202057,1,"CAPSULE;ORAL","1GM",1,"VASCEPA","ICOSAPENT ETHYL","1",1,202057,1,"Prescription"
"717","202067_2",202067,2,"TABLET;ORAL","10MG",1,"ONFI","CLOBAZAM","0",1,202067,2,"Prescription"
"718","202068_1",202068,1,"TABLET;ORAL","5MG",0,"METHIMAZOLE","METHIMAZOLE","0",1,202068,1,"Prescription"
"719","202071_1",202071,1,"FOR SOLUTION;ORAL","17GM/SCOOPFUL",0,"POLYETHYLENE GLYCOL 3350","POLYETHYLENE GLYCOL 3350","0",2,202071,1,"Over-the-counter"
"720","202073_1",202073,1,"TABLET;ORAL","75MG",0,"DARUNAVIR","DARUNAVIR","",4,202073,1,"None (Tentative Approval)"
"721","202074_1",202074,1,"CAPSULE;ORAL","EQ 25MG BASE;EQ 3MG BASE",0,"OLANZAPINE AND FLUOXETINE HYDROCHLORIDE","FLUOXETINE HYDROCHLORIDE; OLANZAPINE","0",1,202074,1,"Prescription"
"722","202087_1",202087,1,"TABLET;ORAL","5MG",0,"BUSPIRONE HYDROCHLORIDE","BUSPIRONE HYDROCHLORIDE","0",1,202087,1,"Prescription"
"723","202091_1",202091,1,"FOR SUSPENSION;ORAL","500MG/5ML",1,"SUPRAX","CEFIXIME","1",1,202091,1,"Prescription"
"724","202097_1",202097,1,"FILM, EXTENDED RELEASE;TRANSDERMAL","12.5MCG/HR",0,"FENTANYL-12","FENTANYL","0",1,202097,1,"Prescription"
"725","202099_1",202099,1,"CAPSULE;ORAL","10MG",0,"ZENATANE","ISOTRETINOIN","0",1,202099,1,"Prescription"
"726","202106_1",202106,1,"POWDER;INTRAVENOUS","500MG/VIAL",0,"MEROPENEM AND SODIUM CHLORIDE IN DUPLEX CONTAINER","MEROPENEM","0",1,202106,1,"Prescription"
"727","202107_1",202107,1,"TABLET;ORAL","300MG",1,"KORLYM","MIFEPRISTONE","1",1,202107,1,"Prescription"
"728","202111_1",202111,1,"POWDER;INTRAVENOUS","EQ 100MG BASE/VIAL",0,"PEMETREXED DISODIUM","PEMETREXED DISODIUM","0",1,202111,1,"Prescription"
"729","202112_1",202112,1,"TABLET;ORAL","1MG",0,"GLIMEPIRIDE","GLIMEPIRIDE","0",1,202112,1,"Prescription"
"730","202123_1",202123,1,"TABLET;ORAL","200MG;EQ 25MG BASE;300MG",1,"COMPLERA","EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR DISOPROXIL FUMARATE","1",1,202123,1,"Prescription"
"731","202127_1",202127,1,"CAPSULE;ORAL","667MG",0,"CALCIUM ACETATE","CALCIUM ACETATE","0",1,202127,1,"Prescription"
"732","202129_1",202129,1,"AEROSOL, METERED;NASAL","0.037MG/INH",1,"ZETONNA","CICLESONIDE","1",1,202129,1,"Prescription"
"733","20213_1",20213,1,"FOR SOLUTION;OPHTHALMIC","20MG/VIAL",1,"MIOCHOL-E","ACETYLCHOLINE CHLORIDE","1",1,20213,1,"Prescription"
"734","202130_1",202130,1,"TABLET;ORAL","20MG",0,"TELMISARTAN","TELMISARTAN","0",1,202130,1,"Prescription"
"735","202148_1",202148,1,"CAPSULE;ORAL","10MG",0,"ACITRETIN","ACITRETIN","0",1,202148,1,"Prescription"
"736","202155_1",202155,1,"TABLET;ORAL","2.5MG",1,"ELIQUIS","APIXABAN","0",1,202155,1,"Prescription"
"737","202157_1",202157,1,"TABLET; ORAL","150MG; 200MG; 300MG",0,"LAMIVUDINE; NEVIRAPINE; ZIDOVUDINE","LAMIVUDINE; NEVIRAPINE; ZIDOVUDINE","",4,202157,1,"None (Tentative Approval)"
"738","202171_1",202171,1,"TABLET; ORAL","300MG; 300MG; 200MG",0,"LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE; NEVIRAPINE","LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE; NEVIRAPINE","",4,202171,1,"None (Tentative Approval)"
"739","202172_1",202172,1,"TABLET; ORAL","5MG",0,"ROSUVASTATIN ZINC","ROSUVASTATIN ZINC","",4,202172,1,"None (Tentative Approval)"
"740","202180_1",202180,1,"TABLET;ORAL","50MG",0,"TRAZODONE HYDROCHLORIDE","TRAZODONE HYDROCHLORIDE","0",1,202180,1,"Prescription"
"741","202190_1",202190,1,"FOR SUSPENSION;ORAL","1.875GM/PACKET",0,"COLESEVELAM HYDROCHLORIDE","COLESEVELAM HYDROCHLORIDE","0",1,202190,1,"Prescription"
"742","202192_1",202192,1,"TABLET;ORAL","EQ 5MG BASE",1,"JAKAFI","RUXOLITINIB PHOSPHATE","0",1,202192,1,"Prescription"
"743","20220_1",20220,1,"INJECTABLE;INJECTION","76.9%",1,"ULTRAVIST 370","IOPROMIDE","1",1,20220,1,"Prescription"
"744","202207_1",202207,1,"INJECTABLE;INJECTION","N/A",1,"LYMPHOSEEK KIT","TECHNETIUM TC-99M TILMANOCEPT","1",1,202207,1,"Prescription"
"745","20221_1",20221,1,"INJECTABLE;INJECTION","500MG/VIAL",1,"ETHYOL","AMIFOSTINE","1",1,20221,1,"Prescription"
"746","202211_1",202211,1,"FILM, EXTENDED RELEASE;TRANSDERMAL","3.9MG/24HR",1,"OXYTROL FOR WOMEN","OXYBUTYNIN","1",2,202211,1,"Over-the-counter"
"747","202220_1",202220,1,"TABLET;ORAL","5MG",0,"PROTRIPTYLINE HYDROCHLORIDE","PROTRIPTYLINE HYDROCHLORIDE","0",1,202220,1,"Prescription"
"748","202221_1",202221,1,"SOLUTION;ORAL","EQ 5MG BASE/5ML",0,"ESCITALOPRAM OXALATE","ESCITALOPRAM OXALATE","1",1,202221,1,"Prescription"
"749","202231_1",202231,1,"POWDER;INTRAVENOUS","100MCG/VIAL",1,"LEVOTHYROXINE SODIUM","LEVOTHYROXINE SODIUM","1",1,202231,1,"Prescription"
"750","202235_1",202235,1,"INJECTABLE;INTRAVENOUS","EQ 3MG BASE/3ML",0,"IBANDRONATE SODIUM","IBANDRONATE SODIUM","0",1,202235,1,"Prescription"
"751","202236_1",202236,1,"SPRAY, METERED;NASAL","0.137MG/SPRAY;0.05MG/SPRAY",1,"DYMISTA","AZELASTINE HYDROCHLORIDE; FLUTICASONE PROPIONATE","1",1,202236,1,"Prescription"
"752","202239_1",202239,1,"CAPSULE;ORAL","EQ 2.5MG BASE;10MG",0,"AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE","AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE","0",1,202239,1,"Prescription"
"753","202253_1",202253,1,"INJECTABLE;INJECTION","EQ 2MG BASE/ML",0,"ONDANSETRON HYDROCHLORIDE PRESERVATIVE FREE","ONDANSETRON HYDROCHLORIDE","0",1,202253,1,"Prescription"
"754","202259_1",202259,1,"INJECTABLE;INJECTION","6MG/ML",0,"BUSULFAN","BUSULFAN","0",1,202259,1,"Prescription"
"755","202270_1",202270,1,"TABLET, EXTENDED RELEASE;ORAL","500MG;EQ 50MG BASE",1,"JANUMET XR","METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE","0",1,202270,1,"Prescription"
"756","202271_1",202271,1,"TABLET;ORAL","25MG",0,"ACARBOSE","ACARBOSE","0",1,202271,1,"Prescription"
"757","202276_1",202276,1,"TABLET;ORAL","50MG",1,"STENDRA","AVANAFIL","0",1,202276,1,"Prescription"
"758","202292_1",202292,1,"TABLET, DELAYED RELEASE;ORAL","125MG",1,"MYTESI","CROFELEMER","1",1,202292,1,"Prescription"
"759","202293_1",202293,1,"TABLET;ORAL","5MG",1,"FARXIGA","DAPAGLIFLOZIN","0",1,202293,1,"Prescription"
"760","202294_1",202294,1,"CAPSULE, DELAYED RELEASE;ORAL","60MG",0,"DEXLANSOPRAZOLE","DEXLANSOPRAZOLE","0",1,202294,1,"Prescription"
"761","202305_1",202305,1,"SOLUTION/DROPS;OPHTHALMIC","0.05%",0,"AZELASTINE HYDROCHLORIDE","AZELASTINE HYDROCHLORIDE","1",1,202305,1,"Prescription"
"762","202308_1",202308,1,"SOLUTION; OPHTHALMIC","1%",0,"AZITHROMYCIN","AZITHROMYCIN","",4,202308,1,"None (Tentative Approval)"
"763","202313_1",202313,1,"SOLUTION;INTRAVENOUS","60MG/20ML (3MG/ML)",0,"ADENOSINE","ADENOSINE","0",1,202313,1,"Prescription"
"764","202317_1",202317,1,"GEL;TOPICAL","EQ 0.016% BASE",1,"VALCHLOR","MECHLORETHAMINE HYDROCHLORIDE","1",1,202317,1,"Prescription"
"765","20232_1",20232,1,"CAPSULE;ORAL","325MG;50MG;40MG;30MG",1,"FIORICET W/ CODEINE","ACETAMINOPHEN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE","1",1,20232,1,"Prescription"
"766","202324_1",202324,1,"TABLET;ORAL","1MG",1,"INLYTA","AXITINIB","0",1,202324,1,"Prescription"
"767","202327_1",202327,1,"TABLET;ORAL","25MG",0,"SITAGLIPTIN PHOSPHATE","SITAGLIPTIN PHOSPHATE","",4,202327,1,"None (Tentative Approval)"
"768","202331_1",202331,1,"TABLET;ORAL","EQ 40MG MEDOXOMIL;12.5MG",1,"EDARBYCLOR","AZILSARTAN KAMEDOXOMIL; CHLORTHALIDONE","0",1,202331,1,"Prescription"
"769","202332_1",202332,1,"TABLET, EXTENDED RELEASE;ORAL","5MG",0,"OXYBUTYNIN CHLORIDE","OXYBUTYNIN CHLORIDE","0",1,202332,1,"Prescription"
"770","202333_1",202333,1,"POWDER;ORAL, RECTAL","453.6GM/BOT",0,"SODIUM POLYSTYRENE SULFONATE","SODIUM POLYSTYRENE SULFONATE","0",1,202333,1,"Prescription"
"771","202344_1",202344,1,"TABLET, EFFERVESCENT;ORAL","EQ 70MG BASE",1,"BINOSTO","ALENDRONATE SODIUM","1",1,202344,1,"Prescription"
"772","202349_1",202349,1,"TABLET;ORAL","N/A,2MG,3MG,N/A,N/A;3MG,2MG,2MG,1MG,N/A",0,"ESTRADIOL VALERATE AND DIENOGEST","DIENOGEST; ESTRADIOL VALERATE","0",1,202349,1,"Prescription"
"773","202357_1",202357,1,"TABLET;ORAL","EQ 80MG BASE",0,"ATORVASTATIN CALCIUM","ATORVASTATIN CALCIUM","0",1,202357,1,"Prescription"
"774","202362_1",202362,1,"TABLET;ORAL","62.5MG;25MG",0,"ATOVAQUONE AND PROGUANIL HYDROCHLORIDE","ATOVAQUONE; PROGUANIL HYDROCHLORIDE","0",1,202362,1,"Prescription"
"775","202365_1",202365,1,"TABLET;ORAL","50MG;500MG",0,"SITAGLIPTIN PHOSPHATE; METFORMIN HYDROCHLORIDE","SITAGLIPTIN PHOSPHATE; METFORMIN HYDROCHLORIDE","",4,202365,1,"None (Tentative Approval)"
"776","202375_1",202375,1,"TABLET;ORAL","5MG",0,"OLMESARTAN MEDOXOMIL","OLMESARTAN MEDOXOMIL","0",1,202375,1,"Prescription"
"777","202376_1",202376,1,"TABLET, DELAYED RELEASE;ORAL","20MG",0,"RABEPRAZOLE SODIUM","RABEPRAZOLE SODIUM","0",1,202376,1,"Prescription"
"778","202379_1",202379,1,"TABLET;ORAL","250MG",1,"ZYTIGA","ABIRATERONE ACETATE","0",1,202379,1,"Prescription"
"779","20238_2",20238,2,"TABLET;ORAL","200MG",1,"TAGAMET HB","CIMETIDINE","1",2,20238,2,"Over-the-counter"
"780","202388_1",202388,1,"TABLET; ORAL","50MG; 500MG",0,"SITAGLIPTIN; METFORMIN HYDROCHLORIDE","SITAGLIPTIN; METFORMIN HYDROCHLORIDE","",4,202388,1,"None (Tentative Approval)"
"781","202402_1",202402,1,"INJECTABLE;INTRAVENOUS","EQ 20MG BASE/2ML (EQ 10MG BASE/ML)",0,"IBUPROFEN LYSINE","IBUPROFEN LYSINE","0",1,202402,1,"Prescription"
