"ingredients","concept_codes","concept_ids","latest_xml_id","latest_zip_id",
"basiliximab","196102","19038440","70731af4-c877-48ef-97fb-1593402927cd","20210213_1af01887-b69d-444b-91ed-ebfe12784440"
"bazedoxifene, estrogens, conjugated (USP)","1441386, 4099","44506794, 1549080","77ef7883-5f2c-4225-abda-de23036370a7","20210806_e16705d8-4472-4f83-96ac-69fa2be066cb"
"BCG, live, Tice strain","221050","19086176","15b47e92-12ad-4829-a163-21e527009a77","20210518_c9b74876-e665-442b-87ad-b7333bc9a67a"
"becaplermin","115238","912476","be6974e1-70b7-4664-9c8a-b043c2ad2604","20190910_fd2c7d21-7b07-4ab3-8983-816ab3223771"
"beclomethasone","1347","1115572","26e3064c-0f19-477e-8b0a-0030854edbfd","20210701_a44782cf-4ab5-4c8a-79b7-221f21e40a34"
"bedaquiline","1364504","43012518","b8bfbe03-0918-4510-a80e-0ec60d4c654d","20211006_1534c9ae-4948-4cf4-9f66-222a99db6d0e"
"belantamab mafodotin","2387834","37002419","0952ef08-388d-45c1-aa91-3e5a47bc9acd","20220304_16a160a4-3ec0-4ddf-99ce-05912dd3382d"
"belatacept","1112973","40239665","a448dfd6-3182-483d-a472-b7e594d41415","20220218_c16ac648-d5d2-9f7d-8637-e2328572754e"
"belimumab","1092437","40236987","1eeccc80-5676-4f7f-822c-2384b32296ed","20220218_2fa3c528-1777-4628-8a55-a69dae2381a3"
"belinostat","1543543","45776670","6908dec7-afa7-49c1-8fb3-0ce790a08e2c","20220331_2e8ef36b-71fa-4492-a16f-577d5f7d111d"
"belladonna alkaloids, opium","1359, 7676","1116109, 923829","71626e47-63f2-415c-8ba3-83b88b08ee25","20211209_8301e76b-134a-43d2-a7dc-c600ccf2695c"
"bempedoic acid","2282403","37499009","ce1afe9c-9a64-4a2a-8d1b-d27125128758","20211002_88d06d89-a3da-40b4-b273-8f4f7d56c4c9"
"bempedoic acid, ezetimibe","2282403, 341248","37499009, 1526475","ab677d07-184e-4820-9937-8f1f5a7bd0bb","20211002_3fa2108c-0300-47b8-9d34-f762af7c93c6"
"benazepril","18867","1335471","1cdb0a88-075b-4d5e-ae7b-4376732beddc","20220329_6d24bcc1-e5f4-4d65-9858-5fc583efe572"
"benazepril, hydrochlorothiazide","18867, 5487","1335471, 974166","2484ec1f-5bcc-476a-8bfd-548e37deb4b1","20220125_3e2d3974-38b0-49d0-8020-f74107584724"
"bendamustine","134547","19015523","0b56cc1d-966f-46b8-9c4a-033f2bdcc6f8","20211029_ace9a43b-f9bd-4896-abfe-0ef4fec67ddf"
"bendroflumethiazide, nadolol","1369, 7226","1316354, 1313200","2669933a-33f4-478a-bd9d-9fe48429bcc9","20160416_d2d226ea-1624-47ee-82bf-e9660b75029f"
"benoxinate, fluorescein","18889, 25138","935529, 996625","580c7f94-7013-4b7a-9010-4d37186f5758","20210325_580c7f94-7013-4b7a-9010-4d37186f5758"
"benralizumab","1989100","792993","7ce8a566-62ca-4b42-9ba7-d338522cca8f","20210225_da6aca1a-19ed-44a4-abb7-696c7d58b784"
"benzalkonium, furosemide","1378, 4603","916460, 956874","29531d06-4e7f-4e26-93d0-1d98e58966d2","20220302_a78407a8-3d3e-4eb5-9e3f-b32a1b8015e4"
"benzalkonium, glycerin, lidocaine","1378, 4910, 6387","916460, 961145, 989878","91a023a5-5a4e-45d3-9c74-8da2f4354bf1","20220302_f51bb899-9186-4654-afe6-e6f89ad8370d"
"benznidazole","18994","19018545","cec44f35-cf0c-5039-e053-2a95a90a77ac","20211021_8983d6a0-f63f-4f8e-bba4-38223f39e29b"
"benzoate, phenylacetate","70589, 70619","711452, 1511856","ef8d5eca-adbf-4a9d-8ef7-9d9c0154c0ed","20211227_23900799-5137-4084-99e3-98d13389e5fb"
"benzocaine","1399","917006","6eb40d34-4b06-4278-b6b6-0a9f6d69fe70","20220121_87083cc6-fedc-4676-84e1-3134f690dfa9"
"benzocaine, salicylic acid","1399, 9525","917006, 964407","b981fd16-1e61-8dbc-e053-2995a90a7be8","20210124_49d9f83d-3055-f80e-e58a-b6fca192ac8d"
"benzonatate","18993","1136601","db738461-0cb6-ffdc-e053-2a95a90a6f0a","20220331_ed756746-4cbb-4196-a972-5a8c23702b2a"
"benzoyl peroxide","1418","918172","46325f30-874f-4a29-8c44-091293ff518a","20220121_8e13d1bb-a124-4ffd-8aed-aaab080b7535"
"benzoyl peroxide, adapalene","1418, 60223","918172, 981774","c2b4c7a4-05e5-4e94-9f09-7f8f68f99eab","20220223_c2b4c7a4-05e5-4e94-9f09-7f8f68f99eab"
"benzoyl peroxide, clindamycin","1418, 2582","918172, 997881","d3d5bdaf-be95-096a-e053-2a95a90aaa48","20211224_85876eb9-ac0c-4f84-8407-d194b2022a99"
"benzoyl peroxide, doxycycline","1418, 3640","918172, 1738521","4db3b47f-ab70-4701-aa42-06c35640820e","20151030_ddd9a47e-7d7c-4d0c-aaa6-32702570f696"
"benzoyl peroxide, erythromycin","1418, 4053","918172, 1746940","4e79c358-715c-4406-8260-cb83efbc55ec","20210107_c8c05e98-ec28-4636-8e5c-9a2557483e3c"
"benzoyl peroxide, hydrocortisone","1418, 5492","918172, 975125","c71d17b5-a54a-4d98-e053-2995a90abc2a","20210715_1f0edbd9-103e-4a49-b7a8-6552ef172c13"
"benzphetamine","1422","719128","db7449f3-07e2-3702-e053-2a95a90a1bf2","20220331_2b7014af-0cc9-4199-90f2-ec07ac02f8cf"
"benztropine","1424","719174","da6b98db-8e68-17a4-e053-2a95a90a94ab","20220318_cd396e28-bbf8-420b-a25e-04d65543e83f"
"benzyl alcohol, acyclovir","1426, 281","919681, 1703687","b001f962-f918-a0c3-e053-2995a90a179f","20200930_b001f962-f916-a0c3-e053-2995a90a179f"
"bepotastine","863035","40166571","ad8471c3-2e60-517c-fe29-f1901e5dfc60","20211109_25561e17-baa0-e99a-ffeb-32f5392217fe"
"beractant","46967","19057932","3dfb1278-01c7-4e57-a3c2-28a25d091bac","20210211_7ef9e3a5-fc39-4ae1-0dad-6b47a1684635"
"Bermuda grass pollen extract, Timothy grass pollen extract","851906, 851994","40161082, 40161488","52150fa7-4a21-4e92-8659-4277b21eff92","20100427_d32eec3b-6976-474c-a5a2-af67b6965284"
"berotralstat","2467540","37003361","d516947e-2798-445b-bbb6-12184192a9b8","20201205_3527ece1-e7e0-40b1-b0c5-6baeb0deabeb"
"besifloxacin","819911","40161662","354afd39-0900-4c16-be1a-e47978ab280c","20210223_b111b1ab-10b0-4378-8aef-e51d5274306c"
"betaine","1512","1520218","30e4146a-b2bd-4dd3-9495-ff03c84b0c94","20220212_ef44452a-5707-0d39-cbba-2fa285fb994c"
"betamethasone","1514","920458","87f3236a-3bcc-4f8b-81f1-34af35deaf8d","20220401_f816ecef-66e2-4028-8a4e-1bc224e92597"
"betamethasone, bupivacaine, isopropyl alcohol, povidone-iodine","1514, 1815, 797541, 8611","920458, 732893, 19028106, 1750087","af424530-6a6d-52c9-e053-2995a90af092","20200922_1c157964-1977-4617-9f01-76ca01fb0f8f"
"betamethasone, bupivacaine, lidocaine","1514, 1815, 6387","920458, 732893, 989878","432c2026-99ed-49e0-e054-00144ff8d46c","20161212_432c2026-99ec-49e0-e054-00144ff8d46c"
"betamethasone, bupivacaine, lidocaine, isopropyl alcohol","1514, 1815, 6387, 797541","920458, 732893, 989878, 19028106","9d957644-3fae-4eef-a986-e78ef06b8e67","20220302_10977293-48df-4bd6-bf38-e4496d8b6443"
"betamethasone, bupivacaine, lidocaine, isopropyl alcohol, povidone-iodine","1514, 1815, 6387, 797541, 8611","920458, 732893, 989878, 19028106, 1750087","af43717d-2e27-383e-e053-2a95a90a8a8f","20200922_9a6a3871-4e02-47f9-a20e-a256b3f3c498"
"betamethasone, calcipotriene","1514, 29365","920458, 908921","d4b301c5-704a-406d-9d9c-74f006334f8a","20220121_d4b301c5-704a-406d-9d9c-74f006334f8a"
"betamethasone, clotrimazole","1514, 2623","920458, 1000632","52696968-aac3-4946-befe-6258642f410f","20220222_e380d852-265a-4682-aeca-8b77f8ec8504"
"betamethasone, lidocaine, isopropyl alcohol, povidone-iodine","1514, 6387, 797541, 8611","920458, 989878, 19028106, 1750087","af084941-87c8-34a6-e053-2995a90af785","20200912_9664b7c3-1bbe-436d-a65f-e48647d120aa"
"betaxolol","1520","1322081","68767c3b-6a83-4f6d-ab5b-af9cab31a08d","20220217_a73519d5-546c-4377-92ed-0d4be2685d60"
"betaxolol, pilocarpine","1520, 8328","1322081, 945286","4dd69142-d320-40d9-ad27-680b2fe7fd42","20080313_4dd69142-d320-40d9-ad27-680b2fe7fd42"
"bethanechol","19257","937439","76a04f69-f035-441e-b62c-3fd3c1a40c61","20220202_76a04f69-f035-441e-b62c-3fd3c1a40c61"
"bevacizumab","253337","1397141","a2d27fdb-7f7e-44a5-9f0f-1070fbdd53d6","20211124_0a562b4e-67ce-4bab-852c-d9ee71e55fb8"
"bexarotene","233272","1389888","6d98e974-d9c8-48c8-ac47-93ce2ae68b63","20211221_e713c60d-f623-4260-b0ca-db07e1365fd2"
"bezlotoxumab","1855048","1718211","5f051bae-aedc-4725-9390-296bbc3f29ad","20201106_8f479bfe-2bfa-4cc5-9aee-1357364480b0"
"bicalutamide","83008","1344381","c5c04006-0078-4fd7-9ecd-c50d8d9fa5d6","20210613_c5c04006-0078-4fd7-9ecd-c50d8d9fa5d6"
"bimatoprost","283810","904525","db6b4b3b-aced-169a-e053-2995a90a30ef","20220331_8c021e8a-2938-42a7-a17e-2f7f97256344"
"binimetinib","2049122","1559930","9ff098bc-5668-4b64-9676-6763e876b6ab","20210710_6c3408ac-d401-4925-8a03-26591afbc240"
"bisacodyl, polyethylene glycol 3350, sodium bicarbonate, potassium chloride, sodium chloride","1596, 221147, 36676, 8591, 9863","924939, 986417, 939506, 19049105, 967823","98bd30c9-6c0a-3b78-e053-2a95a90ab268","20200129_78fe1c29-e22a-4615-a2f9-a61cd4eb38a3"
"bisoprolol","19484","1338005","91d114ce-5551-455e-82df-d058eb222ac1","20220205_91d114ce-5551-455e-82df-d058eb222ac1"
"bisoprolol, hydrochlorothiazide","19484, 5487","1338005, 974166","da6e2241-dd6d-c404-e053-2a95a90abeb5","20220318_00f8dd4a-624a-48a1-b3f2-b411b8670ba8"
"bivalirudin","60819","19084670","d81efceb-d1b8-7d72-e053-2a95a90ad5e0","20220217_c20969cb-72d4-469b-9bd8-332250d896c3"
"bleomycin","1622","1329241","91fe5d53-2b8f-44e9-b8c4-31ee92dd1a6e","20220317_e629ba5a-4e08-4249-9551-af6dbd98a7e4"
"blinatumomab","1597258","45892531","124f3fb9-99d5-4366-a4d0-e21dcd5846af","20220305_38b482a8-960b-4591-9857-5031ecb830aa"
"bluefish allergenic extract","892181","40170341","3565cc6a-3d3e-4561-9faa-61899993b0b3","20100106_f13ca47d-2346-4ff0-98d2-dc82179ca2ac"
"bortezomib","358258","1336825","ad366884-ef97-4e04-833d-65078252e130","20211203_1521d321-e724-4ffc-adad-34bf4f44fac7"
"bosentan","75207","1321636","0a41ac89-9363-4711-474d-2eef59296631","20220402_167f6a5e-7dd6-b45a-3fe5-c1f28e81ce0a"
"bosutinib","1307619","42900401","317dac15-1ce8-4f63-8080-161794bea5b9","20211016_adc84ad5-a04d-4fee-9ba8-91f7abd928e3"
"botulinum toxin type A","1712","729855","5bd2d066-6f5f-42f4-a9c2-cee21fa23bb0","20220318_71313a04-1349-4c26-b840-a39e4a3ddaed"
"botulinum toxin type B","2167673","789837","be261eaa-ce22-c6bc-e053-2a95a90ad470","20210324_675cb354-9d13-482e-8ac2-22f709c58b4f"
"botulism immune globulin IV human","544488","19072699","a07b1223-ea6c-43d6-9c57-2fcd604e982f","20210708_9ec59262-35c1-4d8e-8451-a7cfbacb0675"
"bremelanotide","2176312","1361030","3dca0cf9-a278-4c25-af93-d65f1f523504","20210219_8c9607a2-5b57-4a59-b159-cf196deebdd9"
"brentuximab vedotin","1147320","40241969","b9cc31a2-1538-45b1-a489-c00c551724e6","20220225_3904f8dd-1aef-3490-e48f-bd55f32ed67f"
"brexanolone","2121777","1510996","b1f25008-a9d4-43c0-922f-4888ce6a7d55","20201215_b40f3b2a-1859-4ed6-8551-444300806d13"
"brexpiprazole","1658314","46275300","31903d3f-5e72-4215-aeeb-71f10e424cf1","20220106_2d301358-6291-4ec1-bd87-37b4ad9bd850"
"brigatinib","1921217","1594187","016a4a8c-c47c-49a2-b38f-439eebc4c466","20220312_0fe9ff20-d402-41f3-bc1e-7002ea7007db"
"brimonidine","134615","915542","566ae0f8-fdea-33ec-d315-2d2376805ab1","20220316_64b21e68-610c-5194-ccb2-9d9f6ff8cda9"
"brimonidine, brinzolamide","134615, 194881","915542, 938044","f2e545eb-a252-4fc2-a125-2fbf61066751","20211016_9524ff62-7850-405a-9b93-311e8dde17ea"
"brinzolamide","194881","938044","02f829f4-fb18-423d-9918-4c5b35fa2762","20220105_ec29d07f-99ac-45ed-af0a-d9b7d1a8c032"
"brivaracetam","1739745","35604901","d6bd3c01-a628-4817-abb6-7ac3b509d4ef","20210909_3cf2f439-0e97-443e-8e33-25ecef616f6c"
"brodalumab","1872251","1592513","9a919ed1-ba06-4c8b-a02f-3560ab44dd0b","20200702_1a550c33-456a-4833-814e-8591aea7c688"
"brolucizumab","2204915","37497314","5e4b1944-0e57-48eb-8ebe-dc3186f037b7","20220312_5d1dc1fa-a2d3-46ed-9e9a-c1a036590d3d"
"bromfenac","19737","1139179","fa40fc6b-1bd0-4496-b53a-8b3e1c122a50","20220329_fa40fc6b-1bd0-4496-b53a-8b3e1c122a50"
"bromocriptine","1760","730548","caaa8c54-ee5c-47a9-8455-1f49fab45143","20211117_72d8eefe-c066-41b6-8922-9586f1cf47a1"
"brompheniramine, dextromethorphan, pseudoephedrine","1767, 3289, 8896","1130863, 1119510, 1154332","d9a13eff-8557-1ffc-e053-2a95a90a5950","20220308_01ea6357-24dc-4056-9fd2-9e643650b91f"
"budesonide","19831","939259","4943ef5b-f48b-49d6-b419-467f71ef64e0","20220122_4943ef5b-f48b-49d6-b419-467f71ef64e0"
"budesonide, formoterol","19831, 25255","939259, 1196677","dc529fc4-bddb-4673-8202-dc401f86166f","20220402_dc529fc4-bddb-4673-8202-dc401f86166f"
"bumetanide","1808","932745","9bd4fcd3-3020-41f2-b112-023b5db4487d","20220325_9bd4fcd3-3020-41f2-b112-023b5db4487d"
"bupivacaine","1815","732893","760847e3-21f7-4fec-9857-8c7713e0f9de","20220302_ed820739-b9f4-454b-b8b7-a9df81f24c4e"
"bupivacaine, dexamethasone","1815, 3264","732893, 1518254","5bd933f0-2d73-4fda-8dff-f1e248b7cf02","20220302_d19bf48e-b64e-4fe4-82ab-12cb444e92c4"
"bupivacaine, dexamethasone, isopropyl alcohol","1815, 3264, 797541","732893, 1518254, 19028106","5f11e50d-1e47-43bb-a8d7-c97c8a7c7a9e","20220302_bb133ea1-0fae-4f15-a1d2-a5b5c8e2c6c1"
"bupivacaine, dexamethasone, isopropyl alcohol, povidone-iodine","1815, 3264, 797541, 8611","732893, 1518254, 19028106, 1750087","af4512d8-3b60-344d-e053-2a95a90afbc1","20200922_94472ddb-ae1d-4a11-a673-81254d562e6b"
"bupivacaine, dexamethasone, lidocaine","1815, 3264, 6387","732893, 1518254, 989878","60a4e591-ef99-a33c-e053-2a91aa0adf26","20171220_433c1e4f-b7b7-4eda-e054-00144ff88e88"
"bupivacaine, dexamethasone, lidocaine, isopropyl alcohol, povidone-iodine","1815, 3264, 6387, 797541, 8611","732893, 1518254, 989878, 19028106, 1750087","af1c460a-d6f9-c1e9-e053-2995a90a63c0","20200922_d3fd1d51-7749-4e1e-a8b5-8a151392f66d"
"bupivacaine, epinephrine","1815, 3992","732893, 1343916","2bc0767c-c6ba-42d6-8a30-2084200d187c","20220208_02a845c3-4521-4926-e397-25ab536e7cf6"
"bupivacaine, isopropyl alcohol, povidone-iodine","1815, 797541, 8611","732893, 19028106, 1750087","c1c38392-00d0-6846-e053-2a95a90a9d04","20210508_75360854-36c1-2bc2-e053-2991aa0ad3d3"
"bupivacaine, ketorolac, lidocaine","1815, 35827, 6387","732893, 1136980, 989878","60a4e591-ef5d-a33c-e053-2a91aa0adf26","20171220_43402281-92b1-61aa-e054-00144ff88e88"
"bupivacaine, ketorolac, lidocaine, isopropyl alcohol, povidone-iodine","1815, 35827, 6387, 797541, 8611","732893, 1136980, 989878, 19028106, 1750087","ccbb01f0-bcc9-bc9f-e053-2a95a90aa39b","20210927_35ffe071-8bc1-4c88-8c85-645847acf169"
"bupivacaine, lidocaine","1815, 6387","732893, 989878","60b83384-30ba-0a5d-e053-2a91aa0ab89a","20171220_28115cb6-118b-612a-e054-00144ff88e88"
"bupivacaine, lidocaine, isopropyl alcohol","1815, 6387, 797541","732893, 989878, 19028106","9b1587e0-7ddd-4c19-a5b2-77a3981f55ad","20220302_5c32df04-cf50-45d5-9260-308ba585c407"
"bupivacaine, lidocaine, isopropyl alcohol, povidone-iodine","1815, 6387, 797541, 8611","732893, 989878, 19028106, 1750087","af43821b-ccaa-e851-e053-2995a90ac676","20200922_1fe460e7-208d-410e-84c5-cd63005cff47"
"bupivacaine, lidocaine, methylprednisolone","1815, 6387, 6902","732893, 989878, 1506270","438c6d58-7b5d-7149-e054-00144ff8d46c","20161213_28247e4a-0a18-0365-e054-00144ff88e88"
"bupivacaine, lidocaine, methylprednisolone, isopropyl alcohol, povidone-iodine","1815, 6387, 6902, 797541, 8611","732893, 989878, 1506270, 19028106, 1750087","da67cab9-93b0-156e-e053-2a95a90a79f0","20220318_c4071146-7d89-4c3a-9278-389d801cf66d"
"bupivacaine, lidocaine, methylprednisolone, isopropyl alcohol, povidone-iodine, sodium chloride","1815, 6387, 6902, 797541, 8611, 9863","732893, 989878, 1506270, 19028106, 1750087, 967823","d97563f5-ce08-371c-e053-2a95a90a57a9","20220306_151ae26c-bd4e-4582-b67a-7b5baf466953"
"bupivacaine, lidocaine, povidone-iodine","1815, 6387, 8611","732893, 989878, 1750087","af555fc1-19e0-2f06-e053-2995a90af8f7","20200922_e942a88a-7cb1-4c99-b70f-4c48994bb84e"
"bupivacaine, lidocaine, povidone-iodine, sodium chloride","1815, 6387, 8611, 9863","732893, 989878, 1750087, 967823","2b5e3cf2-89b7-071d-e054-00144ff88e88","20160210_267e96fc-1d4c-2d8c-e054-00144ff88e88"
"bupivacaine, methylprednisolone, povidone-iodine","1815, 6902, 8611","732893, 1506270, 1750087","c8e71330-8128-73d7-e053-2995a90aea8b","20210808_dec92845-e713-42a3-83a7-3a48920b7eed"
"buprenorphine","1819","1133201","38a0baed-379d-41e4-98d3-b85343f55d61","20220330_9fd1f18f-0b0f-4059-b603-19ecbf0ed63a"
"buprenorphine, naloxone","1819, 7242","1133201, 1114220","db5d89ee-fc14-1f7a-e053-2995a90a7365","20220330_e69bcd0d-a394-4bba-90d3-2ad40f3fb55e"
"bupropion","42347","750982","db723c94-27de-4e7d-e053-2a95a90ab659","20220331_f0a4cdfd-0aa3-4dd9-ac5e-2d758d528b1f"
"bupropion, naltrexone","42347, 7243","750982, 1714319","b6ebca52-e610-46c6-80c8-c4f458525f2b","20211106_485ff360-32c8-11df-928b-0002a5d5c51b"
"burosumab","2043855","1510235","a2f8858e-72d3-4788-b020-ca9d130b6752","20200626_6f5f3556-3197-477a-993c-96b2c29a91ac"
"buspirone","1827","733301","e6d336e8-f391-4ad3-a42d-8c095035b819","20220331_2496ccca-57da-4bce-8c22-1dcdd790a131"
"busulfan","1828","1333357","e294b448-0a17-4fbd-b000-95d2c429bf8e","20220201_bf456fc7-3a79-47f7-8acc-600b5e2f0dc2"
"butenafine","47461","958396","302b23fa-a0c9-405f-9e9f-1d59284c8862","20181011_167ecefd-4553-41b8-8160-81a48dbca076"
"butoconazole","19884","939784","10d7e03c-eff0-4383-98fd-a7bf88ab95a1","20211212_125d8ede-db38-4eb9-a6be-19208687f36a"
"butorphanol","1841","1133732","a52e1515-bc74-4fe4-ac54-1736aee0f4a5","20210221_5a50d22e-acbe-4b15-9ed6-70713378408a"
"C1 esterase inhibitor","1599832","45892906","a742815a-7705-9153-e053-2995a90a562d","20200605_66d3fecb-32a4-7781-e053-2a91aa0a83ca"
"cabazitaxel","996051","40222431","3435cdcd-58f1-4c27-98f6-a2509d2a7fd7","20210227_de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa"
"cabergoline","47579","1558471","98313eca-ab65-4a40-b7d1-a05ab33a2b33","20211104_89ec147b-a6fe-49bb-9af5-52fc2ce5db7f"
"cabozantinib","1363268","43012292","19f3b78a-bdff-44d4-8924-23db5d09040f","20220211_1a0c3bea-c87b-4d25-bb44-5f0174da6b34"
"caffeine","1886","1134439","b54b0a04-d555-4fd1-b685-07ade3bf6c3b","20220203_c1129235-f7f6-43eb-8d6e-786c14c16f2f"
"caffeine, ergotamine","1886, 4025","1134439, 1145379","d7acf745-e17f-009d-e053-2a95a90ab32e","20220211_d7acf745-e17e-009d-e053-2a95a90ab32e"
"calaspargase pegol","2121416","1510939","25fc7d15-4a8f-4c12-a603-aeeac73e4998","20220106_6585bd0d-bd78-4341-9e87-0f7664821f05"
"calcifediol","1889","19035569","168e1482-e6a5-416d-9711-2c8d9c0dfebe","20210630_6a95effd-32a5-46b6-a30e-7f4f9bf8cc77"
"calcipotriene","29365","908921","e2844787-f986-4554-bae1-9e4050695edc","20220305_53c9942a-e861-493f-95c2-53446bc5f06d"
"calcipotriene, dimethicone","29365, 324072","908921, 916662","89f6689b-ef94-613b-e053-2a95a90ac161","20190529_89f6689b-ef95-613b-e053-2a95a90ac161"
"calcitriol","1894","19035631","1619b821-bfbe-4d50-b333-5e71caa25693","20220329_bebefb2a-7365-48e2-9681-83ed4b41e26e"
"calcium acetate","214342","951469","db85ae4d-5b98-00a4-e053-2a95a90a3d0b","20220401_ea9d9195-8192-4fef-8687-d65ef00377d5"
"calcium carbonate, magnesium carbonate, folic acid","1897, 29155, 4511","19035704, 908464, 19111620","94a27e1f-b271-4b0a-985e-6ec525416e3c","20140815_e74e25aa-2f4c-4026-bc2b-7bb21aaf6fc5"
"calcium chloride","1901","19036781","83febe88-e036-47e2-9e42-5a628427dcec","20220312_be915eeb-d020-48cd-8fa1-a055813b9035"
"calcium chloride, potassium chloride, sodium chloride","1901, 8591, 9863","19036781, 19049105, 967823","f6453a40-5696-4ce1-a606-a8343c5204be","20220301_b53c598c-dc7d-4a15-9319-8edf265e7b42"
"calcium chloride, sodium acetate, magnesium chloride, potassium chloride, sodium chloride","1901, 56443, 6579, 8591, 9863","19036781, 19077884, 19092849, 19049105, 967823","d081f002-71f3-4a37-9558-d0f7257a432f","20201030_c00817bc-7b62-4abe-0280-e7930eda3f94"
"calcium chloride, sodium acetate, sodium citrate, magnesium chloride, potassium chloride, sodium chloride","1901, 56443, 56466, 6579, 8591, 9863","19036781, 19077884, 977968, 19092849, 19049105, 967823","445be296-044a-4175-b52b-b98335ca5855","20220223_f47d4c31-8871-74dd-2e13-52af971a69e0"
"calcium gluconate","1908","19037038","6a30702b-abaf-497d-a460-4cac1710890b","20211114_22a5b168-acc0-43ea-a2b2-f3a1d220ac06"
"calfactant","232539","19089891","2b1fdc35-c991-47ac-bac5-c91a521648d7","20200618_315c128a-272d-4c57-bfbe-1a8b3402af08"
"California mugwort pollen extract","892734","40169509","afd9ee5b-b6ea-4bde-af79-31cf9b90dabb","20100107_e1a0f4d9-3bd9-4cf9-a09e-359015738c38"
"camphor, diclofenac, menthol","1952, 3355, 6750","938205, 1124300, 901656","d5f76bfc-6600-815a-e053-2995a90ac124","20220303_d5f76bfc-6601-815a-e053-2995a90ac124"
"camphor, methyl salicylate, diclofenac, lidocaine","1952, 29787, 3355, 6387","938205, 909440, 1124300, 989878","84b45252-fdf5-0ab0-e053-2991aa0ac428","20190425_84b45252-fdf6-0ab0-e053-2991aa0ac428"
"camphor, sumatriptan, menthol","1952, 37418, 6750","938205, 1140643, 901656","b81c75c7-7d7f-8e2c-e053-2995a90a1106","20210105_b82d7d65-9ef4-4f05-9a7d-10440683332e"
"canagliflozin","1373458","43526465","ff590ab1-572e-4190-8409-362f44d9923a","20211113_b9057d3b-b104-4f09-8a61-c61ef9d4a3f3"
"canagliflozin, metformin","1373458, 6809","43526465, 1503297","9cc85ffa-49f4-4612-9d7a-c3d3449179a6","20220225_9cc85ffa-49f4-4612-9d7a-c3d3449179a6"
"canakinumab","853491","40161669","e9d1ee24-e4b1-400b-b979-1daf88d73cc8","20210910_7d271f3b-e4f9-4d80-8dcf-28d49123f80e"
"candesartan","214354","1351557","d7849032-efab-12cc-e053-2995a90ae4cd","20220209_0546ebf7-7d96-4a72-a73d-bf6b263fc1fe"
"candesartan, hydrochlorothiazide","214354, 5487","1351557, 974166","d6e70b03-c455-1fb3-e053-2995a90a62dd","20220201_aec632cc-4c73-4821-8611-2242ccf1fe7b"
"Candida albicans allergenic extract, Aspergillus terreus allergenic extract, Mucor plumbeus allergenic extract, Rhizopus arrhizus allergenic extract, corn smut allergenic extract, saccharomyces cerevisiae allergenic extract, Aspergillus fumigatus allergenic extract, Botrytis cinerea allergenic extract, Chaetomium globosum allergenic extract, Aureobasidium pullulans var. pullutans allergenic extract, Cochliobolus sativus allergenic extract, Epicoccum nigrum allergenic extract, wheat smut allergenic extract, Aspergillus niger var. niger extract, Penicillium chrysogenum var. chrysogenum allergenic extract, Cladosporium cladosporioides extract, neurospora intermedia allergenic extract, Trichophyton mentagrophytes allergenic extract, Alternaria alternata allergenic extract, Acremonium strictum allergenic extract, Rhodotorula mucilaginosa allergenic extract, Stemphylium sarciniforme allergenic extract, Trichoderma harzianum allergenic extract, Trichothecium roseum allergenic extract, loose wheat smut allergenic extract, loose oat smut allergenic extract, Phoma glomerata allergenic extract, Aspergillus flavus allergenic extract, Curvularia inequalis allergenic extract, Eurotium herbariorum allergenic extract, Fusarium compactum allergenic extract, Geotrichum candidum allergenic extract, Puccinia graminis allergenic extract","214355, 314324, 314415, 314443, 314488, 350141, 466192, 466195, 466197, 852102, 852398, 852466, 852797, 854082, 854130, 867198, 867274, 867357, 901845, 905070, 967529, 968130, 968197, 968426, 968437, 968475, 975996, 999384, 999438, 999450, 999457, 999463, 999487","40161115, 19080274, 19080338, 19013225, 19013721, 19097209, 40161048, 40161103, 40161167, 40161386, 40161182, 40162020, 40162112, 40166881, 40161349, 40167025, 40167231, 40167348, 40173567, 40173511, 40175625, 40175971, 40175734, 40175764, 40175939, 40175872, 40176157, 40223294, 40223116, 40223750, 40223846, 40223799, 40224069","42de87a6-4ad2-4dd1-ae19-915aec27f42c","20100719_182f7346-1f19-44b1-bc8f-d7c543a1c4dc"
"cangrelor","1656052","46275677","e2d135d8-6ffd-4a32-bd7e-f1761a22305f","20200924_88b434fa-8891-4fd5-9d86-7ea64667c08f"
"cannabidiol","2045371","1510417","30f5e139-52de-4652-a239-c76a7ee02e94","20220312_8bf27097-4870-43fb-94f0-f3d0871d1eec"
"capecitabine","194000","1337620","d6937464-feb2-ada0-e053-2a95a90a3aef","20220128_7b260da3-dee2-4bbb-9235-39b16720d578"
"caplacizumab","2110605","1366428","46d44b39-b7c8-41d0-9af5-4869b7601d8e","20220304_2348f06e-8004-4040-832e-e9e86a39f905"
"capmatinib","2362165","1145637","09072608-375f-4c64-b09a-8fc453868473","20220203_455892c3-d144-4ba8-9ab4-79cabff9876d"
"capreomycin","78903","19026710","396342d5-044b-4259-bcb0-9bd31fa33319","20220125_808e4421-2b9c-41e1-a82c-39256b112ae8"
"capsaicin","1992","939881","ff4e8470-b896-4cc9-a98f-ba295241f13c","20220209_3ffbbcb0-ad93-4f15-bb38-5da76a71c735"
