"","pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss","MOA","Target","Disease.Area","Indication","Phase","fda_approval"
"194","nortriptyline","HA1E","trt_cp","down",-0.393552816858585,2.63721928465296e-05,0.000124761495428982,-1.11814228612995,-69.9687639446676,2241,-1.13910081125112,100,31,"CHRM4","Tricyclic antidepressant",441358,"tricyclic antidepressant","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, HTR6, KCNJ10, PGRMC1, SIGMAR1, SLC6A2, SLC6A4","neurology/psychiatry","depression","Launched",TRUE
"195","nortriptyline","HA1E","trt_cp","down",-0.393552816858585,2.63721928465296e-05,0.000124761495428982,-1.11814228612995,-69.9687639446676,2241,-1.13910081125112,100,31,"CHRM5","Tricyclic antidepressant",441358,"tricyclic antidepressant","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, HTR6, KCNJ10, PGRMC1, SIGMAR1, SLC6A2, SLC6A4","neurology/psychiatry","depression","Launched",TRUE
"196","nortriptyline","HA1E","trt_cp","down",-0.393552816858585,2.63721928465296e-05,0.000124761495428982,-1.11814228612995,-69.9687639446676,2241,-1.13910081125112,100,31,"HRH1","Tricyclic antidepressant",441358,"tricyclic antidepressant","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, HTR6, KCNJ10, PGRMC1, SIGMAR1, SLC6A2, SLC6A4","neurology/psychiatry","depression","Launched",TRUE
"197","nortriptyline","HA1E","trt_cp","down",-0.393552816858585,2.63721928465296e-05,0.000124761495428982,-1.11814228612995,-69.9687639446676,2241,-1.13910081125112,100,31,"HTR6","Tricyclic antidepressant",441358,"tricyclic antidepressant","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, HTR6, KCNJ10, PGRMC1, SIGMAR1, SLC6A2, SLC6A4","neurology/psychiatry","depression","Launched",TRUE
"198","nortriptyline","HA1E","trt_cp","down",-0.393552816858585,2.63721928465296e-05,0.000124761495428982,-1.11814228612995,-69.9687639446676,2241,-1.13910081125112,100,31,"KCNJ10","Tricyclic antidepressant",441358,"tricyclic antidepressant","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, HTR6, KCNJ10, PGRMC1, SIGMAR1, SLC6A2, SLC6A4","neurology/psychiatry","depression","Launched",TRUE
"199","nortriptyline","HA1E","trt_cp","down",-0.393552816858585,2.63721928465296e-05,0.000124761495428982,-1.11814228612995,-69.9687639446676,2241,-1.13910081125112,100,31,"PGRMC1","Tricyclic antidepressant",441358,"tricyclic antidepressant","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, HTR6, KCNJ10, PGRMC1, SIGMAR1, SLC6A2, SLC6A4","neurology/psychiatry","depression","Launched",TRUE
"200","nortriptyline","HA1E","trt_cp","down",-0.393552816858585,2.63721928465296e-05,0.000124761495428982,-1.11814228612995,-69.9687639446676,2241,-1.13910081125112,100,31,"PIK3CD","Tricyclic antidepressant",441358,"tricyclic antidepressant","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, HTR6, KCNJ10, PGRMC1, SIGMAR1, SLC6A2, SLC6A4","neurology/psychiatry","depression","Launched",TRUE
"201","nortriptyline","HA1E","trt_cp","down",-0.393552816858585,2.63721928465296e-05,0.000124761495428982,-1.11814228612995,-69.9687639446676,2241,-1.13910081125112,100,31,"SIGMAR1","Tricyclic antidepressant",441358,"tricyclic antidepressant","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, HTR6, KCNJ10, PGRMC1, SIGMAR1, SLC6A2, SLC6A4","neurology/psychiatry","depression","Launched",TRUE
"202","nortriptyline","HA1E","trt_cp","down",-0.393552816858585,2.63721928465296e-05,0.000124761495428982,-1.11814228612995,-69.9687639446676,2241,-1.13910081125112,100,31,"SLC6A2","Tricyclic antidepressant",441358,"tricyclic antidepressant","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, HTR6, KCNJ10, PGRMC1, SIGMAR1, SLC6A2, SLC6A4","neurology/psychiatry","depression","Launched",TRUE
"203","nortriptyline","HA1E","trt_cp","down",-0.393552816858585,2.63721928465296e-05,0.000124761495428982,-1.11814228612995,-69.9687639446676,2241,-1.13910081125112,100,31,"SLC6A4","Tricyclic antidepressant",441358,"tricyclic antidepressant","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, HTR6, KCNJ10, PGRMC1, SIGMAR1, SLC6A2, SLC6A4","neurology/psychiatry","depression","Launched",TRUE
"204","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"ABL1","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"205","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"ABL2","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"206","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"BCR","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"207","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"CYP2B6","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"208","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"CYP2C8","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"209","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"DDR1","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"210","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"DDR2","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"211","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"EPHA2","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"212","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"EPHA4","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"213","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"EPHA5","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"214","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"EPHA8","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"215","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"EPHB1","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"216","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"EPHB2","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"217","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"EPHB3","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"218","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"EPHB4","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"219","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"KIT","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"220","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"MAPK11","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"221","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"MLTK","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"222","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"PDGFRA","ABL inhibitor; BCR-ABL kinase inhibitor",644241,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched",TRUE
"223","amisulpride","HA1E","trt_cp","down",-0.38501915847014,2.67638590769236e-05,0.000124761495428982,-1.09389688909361,-86.5238732708612,2241,-0.0205406126610204,100,31,"DRD3","Dopamine receptor antagonist",2159,"dopamine receptor antagonist","DRD2","neurology/psychiatry","psychosis, bipolar disorder, schizophrenia","Launched",TRUE
"224","amisulpride","HA1E","trt_cp","down",-0.38501915847014,2.67638590769236e-05,0.000124761495428982,-1.09389688909361,-86.5238732708612,2241,-0.0205406126610204,100,31,"HTR7","Dopamine receptor antagonist",2159,"dopamine receptor antagonist","DRD2","neurology/psychiatry","psychosis, bipolar disorder, schizophrenia","Launched",TRUE
"225","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"ABCB1","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"226","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"ABCG2","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"227","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"CYP3A5","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"228","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"CYP3A7","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"229","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"FKBP1A","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"230","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"FKBP2","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"231","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"FKBP4","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"232","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"IFNG","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"233","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"IL10","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"234","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"IL2","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"235","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"IL2RA","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"236","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"IL4","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"237","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"NFATC1","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"238","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"NFATC2","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"239","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"NFATC3","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"240","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"PPP3CA","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"241","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"PPP3CB","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"242","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"PPP3CC","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"243","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"PPP3R1","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"244","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"PPP3R2","Calcineurin inhibitor",24140138,"calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched",TRUE
"245","simvastatin","HA1E","trt_cp","down",-0.380418269829139,2.69814514271425e-05,0.000124761495428982,-1.08082507783243,-53.9491298527443,2241,-1.31224303476999,100,31,"APOA1","HMGCR inhibitor",54454,"HMGCR inhibitor","HMGCR, ITGB2","endocrinology, cardiology, neurology/psychiatry","hypercholesterolemia, coronary heart disease, myocardial infarction, stroke, hyperlipidemia","Launched",TRUE
"246","simvastatin","HA1E","trt_cp","down",-0.380418269829139,2.69814514271425e-05,0.000124761495428982,-1.08082507783243,-53.9491298527443,2241,-1.31224303476999,100,31,"APOE","HMGCR inhibitor",54454,"HMGCR inhibitor","HMGCR, ITGB2","endocrinology, cardiology, neurology/psychiatry","hypercholesterolemia, coronary heart disease, myocardial infarction, stroke, hyperlipidemia","Launched",TRUE
"247","simvastatin","HA1E","trt_cp","down",-0.380418269829139,2.69814514271425e-05,0.000124761495428982,-1.08082507783243,-53.9491298527443,2241,-1.31224303476999,100,31,"COG2","HMGCR inhibitor",54454,"HMGCR inhibitor","HMGCR, ITGB2","endocrinology, cardiology, neurology/psychiatry","hypercholesterolemia, coronary heart disease, myocardial infarction, stroke, hyperlipidemia","Launched",TRUE
"248","simvastatin","HA1E","trt_cp","down",-0.380418269829139,2.69814514271425e-05,0.000124761495428982,-1.08082507783243,-53.9491298527443,2241,-1.31224303476999,100,31,"CYP2C8","HMGCR inhibitor",54454,"HMGCR inhibitor","HMGCR, ITGB2","endocrinology, cardiology, neurology/psychiatry","hypercholesterolemia, coronary heart disease, myocardial infarction, stroke, hyperlipidemia","Launched",TRUE
"249","simvastatin","HA1E","trt_cp","down",-0.380418269829139,2.69814514271425e-05,0.000124761495428982,-1.08082507783243,-53.9491298527443,2241,-1.31224303476999,100,31,"CYP3A4","HMGCR inhibitor",54454,"HMGCR inhibitor","HMGCR, ITGB2","endocrinology, cardiology, neurology/psychiatry","hypercholesterolemia, coronary heart disease, myocardial infarction, stroke, hyperlipidemia","Launched",TRUE
"250","simvastatin","HA1E","trt_cp","down",-0.380418269829139,2.69814514271425e-05,0.000124761495428982,-1.08082507783243,-53.9491298527443,2241,-1.31224303476999,100,31,"CYP3A5","HMGCR inhibitor",54454,"HMGCR inhibitor","HMGCR, ITGB2","endocrinology, cardiology, neurology/psychiatry","hypercholesterolemia, coronary heart disease, myocardial infarction, stroke, hyperlipidemia","Launched",TRUE
"251","simvastatin","HA1E","trt_cp","down",-0.380418269829139,2.69814514271425e-05,0.000124761495428982,-1.08082507783243,-53.9491298527443,2241,-1.31224303476999,100,31,"HMGCR","HMGCR inhibitor",54454,"HMGCR inhibitor","HMGCR, ITGB2","endocrinology, cardiology, neurology/psychiatry","hypercholesterolemia, coronary heart disease, myocardial infarction, stroke, hyperlipidemia","Launched",TRUE
"252","simvastatin","HA1E","trt_cp","down",-0.380418269829139,2.69814514271425e-05,0.000124761495428982,-1.08082507783243,-53.9491298527443,2241,-1.31224303476999,100,31,"ITGAL","HMGCR inhibitor",54454,"HMGCR inhibitor","HMGCR, ITGB2","endocrinology, cardiology, neurology/psychiatry","hypercholesterolemia, coronary heart disease, myocardial infarction, stroke, hyperlipidemia","Launched",TRUE
"253","simvastatin","HA1E","trt_cp","down",-0.380418269829139,2.69814514271425e-05,0.000124761495428982,-1.08082507783243,-53.9491298527443,2241,-1.31224303476999,100,31,"ITGB2","HMGCR inhibitor",54454,"HMGCR inhibitor","HMGCR, ITGB2","endocrinology, cardiology, neurology/psychiatry","hypercholesterolemia, coronary heart disease, myocardial infarction, stroke, hyperlipidemia","Launched",TRUE
"254","simvastatin","HA1E","trt_cp","down",-0.380418269829139,2.69814514271425e-05,0.000124761495428982,-1.08082507783243,-53.9491298527443,2241,-1.31224303476999,100,31,"LDLR","HMGCR inhibitor",54454,"HMGCR inhibitor","HMGCR, ITGB2","endocrinology, cardiology, neurology/psychiatry","hypercholesterolemia, coronary heart disease, myocardial infarction, stroke, hyperlipidemia","Launched",TRUE
"255","simvastatin","HA1E","trt_cp","down",-0.380418269829139,2.69814514271425e-05,0.000124761495428982,-1.08082507783243,-53.9491298527443,2241,-1.31224303476999,100,31,"PON1","HMGCR inhibitor",54454,"HMGCR inhibitor","HMGCR, ITGB2","endocrinology, cardiology, neurology/psychiatry","hypercholesterolemia, coronary heart disease, myocardial infarction, stroke, hyperlipidemia","Launched",TRUE
"256","clemastine","HA1E","trt_cp","down",-0.379852248001893,2.69814514271425e-05,0.000124761495428982,-1.07921692534869,-74.8326639892905,2241,-0.0254241708260004,100,31,"HRH1","Histamine receptor antagonist",26987,"histamine receptor antagonist","HRH1","allergy","allergic rhinitis, urticaria","Launched",TRUE
"257","imipramine","HA1E","trt_cp","down",-0.373420782777219,2.7286080717449e-05,0.000124761495428982,-1.06094417281985,-79.8750557786702,2241,-0.930152393384665,100,31,"ADRA1A","Norepinephrine reuptake inhibitor; Serotonin reuptake inhibitor",3696,"norepinephrine reputake inhibitor, serotonin reuptake inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched",TRUE
"258","imipramine","HA1E","trt_cp","down",-0.373420782777219,2.7286080717449e-05,0.000124761495428982,-1.06094417281985,-79.8750557786702,2241,-0.930152393384665,100,31,"ADRA1B","Norepinephrine reuptake inhibitor; Serotonin reuptake inhibitor",3696,"norepinephrine reputake inhibitor, serotonin reuptake inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched",TRUE
"259","imipramine","HA1E","trt_cp","down",-0.373420782777219,2.7286080717449e-05,0.000124761495428982,-1.06094417281985,-79.8750557786702,2241,-0.930152393384665,100,31,"ADRA1D","Norepinephrine reuptake inhibitor; Serotonin reuptake inhibitor",3696,"norepinephrine reputake inhibitor, serotonin reuptake inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched",TRUE
"260","imipramine","HA1E","trt_cp","down",-0.373420782777219,2.7286080717449e-05,0.000124761495428982,-1.06094417281985,-79.8750557786702,2241,-0.930152393384665,100,31,"CHRM1","Norepinephrine reuptake inhibitor; Serotonin reuptake inhibitor",3696,"norepinephrine reputake inhibitor, serotonin reuptake inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched",TRUE
