"","pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss","MOA","Target","Disease.Area","Indication","Phase"
"81","pifithrin-mu","HA1E","trt_cp","down",-0.236794931349909,0.0532625383566355,0.314451408995329,-0.932746395012472,-48.549754573851,2241,0,100,100,"HSPA1A; TP53","HSP inhibitor","327653","HSP inhibitor","HSPA1A, TP53","","","Preclinical"
"82","AMN-082","HA1E","trt_cp","down",-0.236115941667386,0.0560728741151226,0.314451408995329,-0.930071822651425,-43.6412315930388,2241,0,100,100,"GRM7","Glutamate receptor modulator; Glutamate receptor positive allosteric modulator","1894361","glutamate receptor modulator","GRM7","","","Preclinical"
"83","mefexamide","HA1E","trt_cp","down",-0.234291482164673,0.0620255045215908,0.314451408995329,-0.922885190681307,-48.6836233824186,2241,-0.0268486680023823,100,100,NA,"Psychoactive drug","4045","psychoactive drug","","","","Preclinical"
"84","IBC-293","HA1E","trt_cp","down",-0.233614477438966,0.0620255045215908,0.314451408995329,-0.920218437158712,-58.9468987059348,2241,0,100,100,"HCAR3","Hydroxycarboxylic acid receptor agonist","2736690","hydroxycarboxylic acid receptor agonist","HCAR3","","","Preclinical"
"85","fipronil","HA1E","trt_cp","down",-0.233464232382626,0.0651635561187426,0.314451408995329,-0.91962661480056,-67.0236501561803,2241,0,100,100,"GABRB3","Chloride channel blocker; GABA gated chloride channel blocker","3352","chloride channel blocker, GABA gated chloride channel blocker","","infectious disease","flea control","Launched"
"86","digoxigenin","HA1E","trt_cp","down",-0.23337298867086,0.0651635561187426,0.314451408995329,-0.919267201519491,-53.0566711289603,2241,-0.0275780160455845,100,100,"ATP1A1","Steroid","15478","steroid","","","","Preclinical"
"87","serdemetan","HA1E","trt_cp","down",-0.233243372822375,0.0651635561187426,0.314451408995329,-0.91875663858336,-50.2008032128514,2241,0,100,100,"MDM2","MDM inhibitor","60167550","MDM inhibitor","MDM2","","","Phase 1"
"88","clomipramine","HA1E","trt_cp","down",-0.232742912253855,0.0651635561187426,0.314451408995329,-0.91678530081666,-54.3507362784471,2241,0,100,100,"HTR2B; SLC6A2; SLC6A3; SLC6A4","Serotonin transporter inhibitor (SERT)","2801","serotonin transporter (SERT) inhibitor","GSTP1, HTR2A, HTR2B, HTR2C, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry","obsessive compulsive disorder (OCD)","Launched"
"89","temefos","HA1E","trt_cp","down",-0.230299999859582,0.0751865778245804,0.314451408995329,-0.907162553758269,-50.6024096385542,2241,0,100,100,NA,"Cholinesterase inhibitor","5392","cholinesterase inhibitor","","","","Launched"
"90","methoxsalen","HA1E","trt_cp","down",-0.230200762037199,0.0751865778245804,0.314451408995329,-0.906771651298706,-66.9790272199911,2241,-0.0129298321487285,100,100,"ACHE; CYP1A2","DNA synthesis inhibitor","4114","DNA synthesis inhibitor","CYP1A1, CYP1A2, CYP2A13, CYP2A6, CYP3A4","dermatology","psoriasis","Launched"
"91","luzindole","HA1E","trt_cp","down",-0.229898243318137,0.0751865778245804,0.314451408995329,-0.905580015806256,-60.2409638554217,2241,0,100,100,"MTNR1A; MTNR1B","Melatonin receptor antagonist","122162","melatonin receptor antagonist","MTNR1A, MTNR1B","","","Preclinical"
"92","PCO-400","HA1E","trt_cp","down",-0.229711251600775,0.0751865778245804,0.314451408995329,-0.904843446618429,-57.0281124497992,2241,0,100,100,"ABCC9; KCNJ8","Potassium channel activator","129348","potassium channel activator","KCNJ8","","","Phase 1"
"93","KN-93","HA1E","trt_cp","down",-0.228253357844517,0.0823824874017293,0.314451408995329,-0.899100734400272,-49.9330655957162,2241,0,100,100,"CAMK2A","Calcium-calmodulin dependent protein kinase inhibitor","5312122","calcium/calmodulin dependent protein kinase inhibitor","CAMK2A","","","Preclinical"
"94","alfadolone-acetate","HA1E","trt_cp","down",-0.225924191244674,0.0899925622582848,0.314451408995329,-0.889926037387111,-60.3302097278001,2241,0,100,100,NA,NA,"24733","benzodiazepine receptor agonist","","","","Phase 2"
"95","SKF-86002","HA1E","trt_cp","down",-0.224312051349394,0.0979692802249592,0.314451408995329,-0.883575742357543,-44.2213297634984,2241,0,100,100,"ALOX5; MAPK14","p38 MAPK inhibitor","5228","p38 MAPK inhibitor","ALOX5, MAPK14","","","Preclinical"
"96","SIB-1893","HA1E","trt_cp","down",-0.223150834663345,0.102095114055165,0.314451408995329,-0.879001655101681,-57.2512271307452,2241,0.324429402217573,100,100,"GRM4; GRM5","Glutamate receptor antagonist","5311432","glutamate receptor antagonist","GRM4, GRM5","","","Preclinical"
"97","rimcazole","HA1E","trt_cp","down",-0.221254682352398,0.110622188353248,0.314451408995329,-0.871532621780958,-49.2637215528782,2241,0,100,100,"SIGMAR1","Sigma receptor antagonist","5072","sigma receptor antagonist","SIGMAR1","","","Phase 1"
"98","fludroxycortide","HA1E","trt_cp","down",-0.217864819979697,0.124057253943633,0.314451408995329,-0.858179794126667,-49.7991967871486,2241,-0.832391362152511,100,100,"NR3C1; SERPINA6","Glucocorticoid receptor agonist","5702172","glucocorticoid receptor agonist","NR3C1, SERPINA6","infectious disease, dermatology","skin infections, psoriasis","Launched"
"99","SC-560","HA1E","trt_cp","down",-0.216052688957767,0.133358826453085,0.314451408995329,-0.851041724623408,-42.9718875502008,2241,0,100,100,NA,"Cyclooxygenase inhibitor","4306515","cyclooxygenase inhibitor","PTGS1","","","Preclinical"
"100","tropicamide","HA1E","trt_cp","down",-0.214525711919156,0.138118354484833,0.314451408995329,-0.845026890100084,-48.1927710843373,2241,0,100,100,"CHRM1; CHRM4","Acetylcholine receptor antagonist","5593","acetylcholine receptor antagonist","CHRM3, CHRM4","ophthalmology","mydriasis diagnostic, cycloplegia diagnostic","Launched"
"101","PK-11195","HA1E","trt_cp","down",-0.213345972607203,0.147753561344876,0.314451408995329,-0.840379841347791,-32.9317269076305,2241,0,100,100,"NR1I2; NR1I3; TSPO","Benzodiazepine receptor antagonist","1345","benzodiazepine receptor antagonist","TSPO","","","Phase 1"
"102","ditolylguanidine","HA1E","trt_cp","down",-0.213076972152801,0.147753561344876,0.314451408995329,-0.839320235879593,-38.9112003569835,2241,0,100,100,"GRIN1; GRIN2A; GRIN2B; SIGMAR1","Sigma receptor agonist","7333","sigma receptor agonist","GRIN1, GRIN2A, GRIN2B, SIGMAR1","","","Preclinical"
"103","altanserin","HA1E","trt_cp","down",-0.212125810572383,0.152643166083584,0.314451408995329,-0.835573565584957,-43.9982150825524,2241,0,100,100,NA,"Serotonin receptor antagonist","3033677","serotonin receptor antagonist","HTR2A","","","Phase 2"
"104","AM-92016","HA1E","trt_cp","down",-0.209335834285993,0.167478438447628,0.314451408995329,-0.824583717497983,-35.252119589469,2241,0,100,100,"GRIN1; GRIN2B","Potassium channel blocker","133104","potassium channel blocker","GRIN1","","","Preclinical"
"105","benzamil","HA1E","trt_cp","down",-0.208723168723907,0.167478438447628,0.314451408995329,-0.822170398973275,-33.9134315037929,2241,0,100,100,"ASIC1; PKD2L1; SCNN1A; SCNN1B; SCNN1D; SCNN1G; SLC8A1","Sodium channel blocker","108107","sodium channel blocker","ASIC1, PKD2L1, SCNN1A, SCNN1B, SCNN1D, SCNN1G, SLC8A1","","","Phase 2"
"106","GW-6471","HA1E","trt_cp","down",-0.208469118148628,0.172464501875189,0.314451408995329,-0.821169681783548,-45.8723784024989,2241,0,100,100,"PPARA","PPAR receptor antagonist","44634742","PPAR receptor antagonist","PPARA","","","Preclinical"
"107","diclofenamide","HA1E","trt_cp","down",-0.207598949346338,0.172464501875189,0.314451408995329,-0.817742045859244,-39.5805443998215,2241,-0.0245322613757772,100,100,"CA1; CA12; CA3; CA4; CA7","Carbonic anhydrase inhibitor","3038","carbonic anhydrase inhibitor","CA1, CA12, CA2, CA4, CA7","ophthalmology, neurology/psychiatry","glaucoma, epilepsy","Launched"
"108","strychnine","HA1E","trt_cp","down",-0.206970378088066,0.177460030569984,0.314451408995329,-0.815266074047601,-46.3632307005801,2241,0,100,100,"CHRM1; CHRM4; CHRM5; CHRNA10; CHRNA9; GLRA1; GLRA2; GLRA3; GLRB","Acetylcholine receptor antagonist","441071","acetylcholine receptor antagonist","CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA10, CHRNA9, GLRA1, GLRA2, GLRA3, GLRB","","","Preclinical"
"109","vanoxerine","HA1E","trt_cp","down",-0.202440602532183,0.202205938190978,0.314451408995329,-0.797423074639299,-38.6434627398483,2241,0,100,100,"MAOA; MAOB; SLC6A3","Dopamine uptake inhibitor","10238982","dopamine reuptake inhibitor","SLC6A3","","","Phase 3"
"110","diphenidol","HA1E","trt_cp","down",-0.201660252305991,0.202205938190978,0.314451408995329,-0.794349238319501,-37.3047746541722,2241,0,100,100,"CHRM1; CHRM4","Acetylcholine receptor agonist","3055","acetylcholine receptor agonist","CHRM1, CHRM2, CHRM3, CHRM4","neurology/psychiatry","vertigo","Launched"
"111","CFM-1571","HA1E","trt_cp","down",-0.201039232411284,0.207062555929394,0.314451408995329,-0.791903011684845,-40.8746095493083,2241,0,100,100,NA,"Guanylate cyclase activator","9844347","guanylate cyclase activator","","","","Preclinical"
"112","PI-828","HA1E","trt_cp","down",-0.197875600120328,0.221300384977442,0.314451408995329,-0.779441314985039,-33.8688085676037,2241,0,100,100,NA,"PI3K inhibitor","25181195","PI3K inhibitor","","","","Preclinical"
"113","zacopride","HA1E","trt_cp","down",-0.197208103981284,0.225907946511797,0.314451408995329,-0.776812016233462,-38.9558232931727,2241,-0.760113607016473,100,100,"HTR3A; HTR3B; HTR3C; HTR3D; HTR3E; HTR4; HTR5A","Serotonin receptor antagonist","108182","serotonin receptor antagonist","HTR3A, HTR3B, HTR4, HTR5A","","","Phase 2"
"114","O-1918","HA1E","trt_cp","down",-0.196534832540496,0.225907946511797,0.314451408995329,-0.774159968296118,-32.3516287371709,2241,0.0244771649632096,100,100,NA,"Cannabinoid receptor antagonist","40469923","cannabinoid receptor antagonist","","","","Preclinical"
"115","nitrendipine","HA1E","trt_cp","down",-0.195317436156068,0.234854473583397,0.314451408995329,-0.769364586560528,-40.2052655064703,2241,0,100,100,"CACNA1C; CACNA1D; CACNA1H; CACNA1S; CACNA2D1; CACNA2D2; CACNB2; CACNG1; KCNN4","Calcium channel blocker","4507","calcium channel blocker","CACNA1D, CACNA2D1, KCNN4","cardiology","hypertension","Launched"
"116","BRL-50481","HA1E","trt_cp","down",-0.193869118478472,0.239193591435287,0.314451408995329,-0.763659594967549,-35.7875948237394,2241,0,100,100,"PDE7A; PDE7B","Phosphodiesterase inhibitor","2921148","phosphodiesterase inhibitor","PDE7A, PDE7B","","","Preclinical"
"117","rizatriptan","HA1E","trt_cp","down",-0.191148550834268,0.25156297673124,0.314451408995329,-0.75294315079346,-30.8790718429273,2241,-0.0225882945238036,100,100,"HTR1B; HTR1D; HTR1E; HTR1F","Serotonin receptor agonist","5078","serotonin receptor agonist","HTR1A, HTR1B, HTR1D, HTR1E, HTR1F","neurology/psychiatry","migraine headache","Launched"
"118","PQ-401","HA1E","trt_cp","down",-0.190135655047955,0.255458510817974,0.314451408995329,-0.748953306552197,-27.710843373494,2241,0,100,100,"IGF1R","IGF-1 inhibitor; IGF-1R inhibitor","9549305","IGF-1 inhibitor","IGF1R","","","Preclinical"
"119","GR-144053","HA1E","trt_cp","down",-0.188791981619602,0.259216548298604,0.314451408995329,-0.743660513588996,-48.9067380633646,2241,0,100,100,"ITGA2B; ITGB3","Integrin antagonist","173614","integrin antagonist","ITGA2B, ITGB3","","","Preclinical"
"120","HA-1004","HA1E","trt_cp","down",-0.188243627989297,0.262838438245703,0.314451408995329,-0.74150052279467,-28.9602855867916,2241,0,100,100,NA,"Calcium channel blocker","3546","calcium channel blocker","","","","Phase 2"
"121","RS-102895","HA1E","trt_cp","down",-0.187388821167398,0.266346135727406,0.314451408995329,-0.738133398435154,-36.7692994199018,2241,-0.742476516811879,100,100,"CCR2","CCR antagonist","10000456","CCR antagonist","CCR2","","","Preclinical"
"122","citalopram","HA1E","trt_cp","down",-0.186479967562948,0.269716053732951,0.314451408995329,-0.73455338125188,-38.3757251227131,2241,-0.0146910676250376,100,100,"SLC6A2; SLC6A4","Serotonin reuptake inhibitor","2771","selective serotonin reuptake inhibitor (SSRI)","ADRA1A, CHRM1, HRH1, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry","depression","Launched"
"123","FR-122047","HA1E","trt_cp","down",-0.182304098502794,0.281727760723615,0.314451408995329,-0.718104436210285,-30.3435966086568,2241,0,100,100,NA,"Cyclooxygenase inhibitor","196841","cyclooxygenase inhibitor","","","","Preclinical"
"124","olvanil","HA1E","trt_cp","down",-0.169820840672285,0.304398250748986,0.314451408995329,-0.668932295265204,-22.3560910307898,2241,0,100,100,"CNR1; GPR119; TRPV1","TRPV agonist","5808649","TRPV agonist","CNR1, GPR119, TRPV1","","","Preclinical"
"125","asiatic-acid","HA1E","trt_cp","down",-0.166380338740421,0.308245348778561,0.314451408995329,-0.655379996000667,-30.0312360553324,2241,0,100,100,"PYGM","Apoptosis stimulant","119034","apoptosis stimulant","PYGM","","","Preclinical"
