"","pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss","MOA","Target","Disease.Area","Indication","Phase"
"67","felodipine","HA1E","trt_cp","down",-0.204339093750621,0.192382339874116,0.314451408995329,-0.791325561440268,-33.5564480142793,2241,0,106,100,"CACNA1C; CACNA1D; CACNA1H; CACNA1S; CACNA2D1; CACNA2D2; CACNB2; CALM1; CALM2; CALM3; CFTR; NR3C2; PDE1A; PDE1B; TNNC1; TNNC2","Calcium channel blocker","3333","calcium channel blocker","CFTR","cardiology","hypertension","Launched"
"68","alimemazine","HA1E","trt_cp","down",-0.20376123241719,0.192382339874116,0.314451408995329,-0.789087730021332,-39.6697902721999,2241,-0.793188436452727,106,100,"HRH1","Histamine receptor agonist","5574","histamine receptor agonist, histamine receptor antagonist","HRH1","neurology/psychiatry, allergy, pulmonary","sedative, urticaria, itching, cough suppressant","Launched"
"69","parachlorophenol","HA1E","trt_cp","down",-0.201354043700566,0.207062555929394,0.314451408995329,-0.779765627589971,-37.5725122713075,2241,0,106,100,"SCN4A","Anti-infective","4684","antiinfective drug","","infectious disease","first-aid antiseptic","Launched"
"70","megestrol","HA1E","trt_cp","down",-0.199992290072294,0.211857943180458,0.314451408995329,-0.774492087247508,-42.0348058902276,2241,0,106,100,"PGR","progesterone receptor agonist; Progesterone receptor agonist","73707408","progesterone receptor agonist","","oncology","breast cancer","Launched"
"71","fludroxycortide","HA1E","trt_cp","down",-0.198773036801866,0.216603675857202,0.314451408995329,-0.769770395176502,-37.037037037037,2241,0,106,100,"NR3C1; SERPINA6","Glucocorticoid receptor agonist","5702172","glucocorticoid receptor agonist","NR3C1, SERPINA6","infectious disease, dermatology","skin infections, psoriasis","Launched"
"72","loperamide","HA1E","trt_cp","down",-0.194897500033568,0.234854473583397,0.314451408995329,-0.754761953802094,-32.2623828647925,2241,0,106,100,"CACNA1A; CALM1; CALM2; CALM3; CYP2B6; CYP2C8; NPR2; NR1I3; OPRD1; OPRK1; OPRM1; POMC","Opioid receptor agonist","71420","opioid receptor agonist","CACNA1A, CALM1, OPRD1, OPRK1, OPRM1, POMC","gastroenterology","diarrhea","Launched"
"73","pizotifen","HA1E","trt_cp","down",-0.193644048592521,0.239193591435287,0.314451408995329,-0.749907825563007,-32.8424810352521,2241,0,106,100,"ADRA1B; ADRA1D; ADRA2B; ADRA2C; HTR1B; HTR1D; HTR2B","Serotonin receptor antagonist","27400","serotonin receptor antagonist","HTR1A, HTR2A, HTR2C","neurology/psychiatry","migraine headache","Launched"
"74","fluoxetine","HA1E","trt_cp","down",-0.192677804484062,0.243428264959072,0.314451408995329,-0.746165939232885,-37.7063810798751,2241,0,106,100,"ANO1; CHRNA2; CHRNA3; CHRNB4; CKS1B; CYP2C9; HTR2B; KCNH2; SLC6A4","Selective serotonin reuptake inhibitor (SSRI)","3386","selective serotonin reuptake inhibitor (SSRI)","ANO1, HTR2B, SLC6A4","neurology/psychiatry","depression, obsessive compulsive disorder (OCD), bulimia nervosa, panic disorders, bipolar disorder","Launched"
"75","pinacidil","HA1E","trt_cp","down",-0.190152640484443,0.255458510817974,0.314451408995329,-0.736386964573409,-46.0508701472557,2241,0,106,100,"ABCC8; ABCC9; KCNJ11; KCNJ8","ATP channel activator; Potassium channel activator","4826","ATP channel activator, potassium channel activator","ABCC8, ABCC9","cardiology","hypertension","Launched"
"76","hydrocortisone-phosphate","HA1E","trt_cp","down",-0.187143042549796,0.266346135727406,0.314451408995329,-0.724731966346538,-28.7817938420348,2241,-0.0144946393269308,106,100,NA,NA,"441407","","","pulmonary, gastroenterology, hematologic malignancy, ophthalmology","asthma, nausea, vomiting, multiple myeloma, contact dermatitis, enteritis, colitis","Launched"
"77","quinethazone","HA1E","trt_cp","down",-0.18618541316954,0.269716053732951,0.314451408995329,-0.721023441496626,-38.2864792503347,2241,0,106,100,"CA1; SLC12A1; SLC12A2; SLC12A3","Thiazide diuretic","6307","thiazide diuretic","","cardiology","hypertension","Launched"
"78","pirlindole","HA1E","trt_cp","down",-0.18490631356831,0.272951869573056,0.314451408995329,-0.716069987943012,-39.1343150379295,2241,0,106,100,"MAOA; SLC6A2; SLC6A4","Monoamine oxidase inhibitor","68802","monoamine oxidase inhibitor","MAOA","neurology/psychiatry","depression","Launched"
"79","tetramisole","HA1E","trt_cp","down",-0.184653113978333,0.272951869573056,0.314451408995329,-0.715089444748767,-36.813922356091,2241,0,106,100,NA,"Immunostimulant","3913","immunostimulant","ALPPL2, CHRNA3","infectious disease","gastrointestinal parasites","Launched"
"80","profenamine","HA1E","trt_cp","down",-0.179003612283599,0.289220836173458,0.314451408995329,-0.693211129550313,-31.3253012048193,2241,0,106,100,"BCHE; CHRM1; GRIN3A","Butyrylcholinesterase inhibitor; Cholinergic receptor antagonist","3290","butyrylcholinesterase inhibitor, cholinergic receptor antagonist","CHRM1","neurology/psychiatry","Parkinson's Disease","Launched"
"81","zolmitriptan","HA1E","trt_cp","down",-0.17806096547183,0.29140998929054,0.314451408995329,-0.689560626340813,-26.9968763944668,2241,0.0250499031716003,106,100,"HTR1B; HTR1D; HTR1E; HTR1F","Serotonin receptor agonist","60857","serotonin receptor agonist","HTR1A, HTR1B, HTR1D, HTR1E, HTR1F","neurology/psychiatry","migraine headache","Launched"
"82","tubocurarine","HA1E","trt_cp","down",-0.157546519016281,0.312407063587317,0.314451408995329,-0.610116181515753,-25.2119589468987,2241,0,106,100,"ACHE; CHRNA2; CHRNA7; HTR3A; HTR3B; KCNN1; KCNN2; KCNN3; ZACN","Acetylcholine receptor antagonist","6713947","acetylcholine receptor antagonist","ACHE, CHRNA2, HTR3A, HTR3B, KCNN1, KCNN2, KCNN3, ZACN","neurology/psychiatry","anesthetic","Launched"
