"","ont","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"154","MF","GO:0102798","heptaldehyde:oxygen oxidoreductase activity","2/16","99/22568",0.00219616081203068,0.00763006206058982,0.00296596779865677,"nicotine/perphenazine",2
"155","MF","GO:0033612","receptor serine/threonine kinase binding","2/16","100/22568",0.00224005525396347,0.00775653469209648,0.00301513040696603,"amitriptyline/mirtazapine",2
"156","MF","GO:0005004","GPI-linked ephrin receptor activity","2/16","101/22568",0.00228436544682851,0.00783138971065048,0.00304422814861426,"amitriptyline/crizotinib",2
"157","MF","GO:0031210","phosphatidylcholine binding","2/16","101/22568",0.00228436544682851,0.00783138971065048,0.00304422814861426,"fenofibrate/pravastatin",2
"158","MF","GO:0042379","chemokine receptor binding","2/16","101/22568",0.00228436544682851,0.00783138971065048,0.00304422814861426,"fenofibrate/pravastatin",2
"159","MF","GO:0050997","quaternary ammonium group binding","2/16","101/22568",0.00228436544682851,0.00783138971065048,0.00304422814861426,"fenofibrate/pravastatin",2
"160","MF","GO:0003924","GTPase activity","3/16","387/22568",0.00237339201644682,0.00808592247845054,0.00314317046218957,"crizotinib/fluvastatin/paclitaxel",3
"161","MF","GO:0097718","disordered domain specific binding","3/16","388/22568",0.00239085026407281,0.00813360451282602,0.00316170548554968,"amitriptyline/fluphenazine/perphenazine",3
"162","MF","GO:0030295","protein kinase activator activity","3/16","395/22568",0.00251531023164176,0.00844600386970737,0.00328314177603767,"fluoxetine/fluphenazine/perphenazine",3
"163","MF","GO:0030695","GTPase regulator activity","3/16","397/22568",0.00255159811363531,0.00854936757384171,0.00332332145158655,"bromocriptine/fluoxetine/mirtazapine",3
"164","MF","GO:0004939","beta-adrenergic receptor activity","2/16","109/22568",0.00265374975414835,0.00881555800682865,0.00342679534816568,"amitriptyline/mirtazapine",2
"165","MF","GO:0034191","apolipoprotein A-I receptor binding","2/16","112/22568",0.00279906405580721,0.00918045718831806,0.00356863943979422,"fenofibrate/fluvastatin",2
"166","MF","GO:0035256","G protein-coupled glutamate receptor binding","2/16","114/22568",0.00289798786878716,0.00947489507416096,0.00368309372354445,"fluphenazine/perphenazine",2
"167","MF","GO:0030165","PDZ domain binding","3/16","416/22568",0.00291270924923011,0.00950301988246714,0.00369402643616423,"amiloride/amitriptyline/mirtazapine",3
"168","MF","GO:0015278","calcium-release channel activity","2/16","115/22568",0.00294806246652454,0.00958814871311541,0.00372711782761493,"amiloride/nicotine",2
"169","MF","GO:0034190","apolipoprotein receptor binding","2/16","116/22568",0.00299854481848717,0.00971165819209713,0.00377512859536226,"fenofibrate/fluvastatin",2
"170","MF","GO:0005125","cytokine activity","3/16","421/22568",0.00301272970240325,0.00972717095183421,0.00378115873580975,"diltiazem/fenofibrate/pravastatin",3
"171","MF","GO:0005242","inward rectifier potassium channel activity","2/16","119/22568",0.00315243310833569,0.0100838900458194,0.00391982305302297,"fluoxetine/imipramine",2
"172","MF","GO:0016775","phosphotransferase activity, nitrogenous group as acceptor","2/16","119/22568",0.00315243310833569,0.0100838900458194,0.00391982305302297,"fluoxetine/imipramine",2
"173","MF","GO:0043546","molybdopterin cofactor binding","2/16","119/22568",0.00315243310833569,0.0100838900458194,0.00391982305302297,"nicotine/perphenazine",2
"174","MF","GO:0019209","kinase activator activity","3/16","428/22568",0.00315630613955531,0.010085891841007,0.00392060119349138,"fluoxetine/fluphenazine/perphenazine",3
"175","MF","GO:0099579","G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential","2/16","121/22568",0.00325705437995714,0.0103334125680765,0.00401681777733546,"amitriptyline/mirtazapine",2
"176","MF","GO:0060589","nucleoside-triphosphatase regulator activity","3/16","439/22568",0.00339038078402004,0.0106908860052449,0.00415577532382687,"bromocriptine/fluoxetine/mirtazapine",3
"177","MF","GO:0051117","ATPase binding","3/16","441/22568",0.00343406032000787,0.0107522090261537,0.00417961288948327,"amiloride/bromocriptine/fluphenazine",3
"178","MF","GO:1904315","transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential","3/16","442/22568",0.00345603019965272,0.0107992251510275,0.00419788905962266,"fluoxetine/fluphenazine/nicotine",3
"179","MF","GO:0004031","aldehyde oxidase activity","2/16","129/22568",0.00369168079910706,0.0113979727256725,0.00443063500740379,"nicotine/perphenazine",2
"180","MF","GO:0017081","chloride channel regulator activity","2/16","131/22568",0.0038043517386252,0.0116646757158636,0.00453430814589609,"fluphenazine/nicotine",2
"181","MF","GO:0046625","sphingolipid binding","2/16","131/22568",0.0038043517386252,0.0116646757158636,0.00453430814589609,"fluvastatin/pravastatin",2
"182","MF","GO:0008131","primary amine oxidase activity","2/16","133/22568",0.00391862003855018,0.0119208950438167,0.00463390606136095,"amiloride/fenofibrate",2
"183","MF","GO:0051861","glycolipid binding","2/16","135/22568",0.00403448152505391,0.0122135473848123,0.00474766626576058,"fluvastatin/pravastatin",2
"184","MF","GO:0019825","oxygen binding","3/16","471/22568",0.00413141872186173,0.0124584335437889,0.00484285873681697,"crizotinib/diltiazem/nicotine",3
"185","MF","GO:0008200","ion channel inhibitor activity","2/16","137/22568",0.00415193203167115,0.0124960279945452,0.00485747250135334,"fluphenazine/perphenazine",2
"186","MF","GO:0004985","opioid receptor activity","2/16","138/22568",0.00421125186751262,0.0125891706453265,0.00489367903554731,"amitriptyline/mirtazapine",2
"187","MF","GO:0019888","protein phosphatase regulator activity","2/16","140/22568",0.00433107810825797,0.0128977263703253,0.00501362122437492,"fluphenazine/perphenazine",2
"188","MF","GO:0099530","G protein-coupled receptor activity involved in regulation of postsynaptic membrane potential","2/16","142/22568",0.00445248298509672,0.0131834243581605,0.00512467812343178,"amitriptyline/mirtazapine",2
"189","MF","GO:0005003","ephrin receptor activity","2/16","151/22568",0.00501822969940355,0.0147182449918295,0.00572129562667449,"amitriptyline/crizotinib",2
"190","MF","GO:0019208","phosphatase regulator activity","2/16","152/22568",0.00508304223925842,0.0148942728256006,0.00578972139863894,"fluphenazine/perphenazine",2
"191","MF","GO:0016623","oxidoreductase activity, acting on the aldehyde or oxo group of donors, oxygen as acceptor","2/16","156/22568",0.00534617202859343,0.0155771203759955,0.00605515880003621,"nicotine/perphenazine",2
"192","MF","GO:0005217","intracellular ligand-gated ion channel activity","2/16","166/22568",0.00603097518068591,0.0174091160884855,0.00676729459229773,"amiloride/nicotine",2
"193","MF","GO:0043121","neurotrophin binding","2/16","174/22568",0.00660629894295991,0.0188076668348611,0.00731094108502583,"amitriptyline/crizotinib",2
"194","MF","GO:0008413","8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity","1/16","10/22568",0.00706851364982919,0.0198686003587054,0.0077233485652337,"crizotinib",1
"195","MF","GO:0035539","8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity","1/16","10/22568",0.00706851364982919,0.0198686003587054,0.0077233485652337,"crizotinib",1
"196","MF","GO:0016175","superoxide-generating NADPH oxidase activity","1/16","11/22568",0.0077727828129468,0.0213648348823122,0.00830496682482532,"fluvastatin",1
"197","MF","GO:0051371","muscle alpha-actinin binding","1/16","11/22568",0.0077727828129468,0.0213648348823122,0.00830496682482532,"amiloride",1
"198","MF","GO:0099604","ligand-gated calcium channel activity","2/16","198/22568",0.00847613321491706,0.0228941467965371,0.00889944297137224,"amiloride/nicotine",2
"199","MF","GO:0099626","voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels","2/16","198/22568",0.00847613321491706,0.0228941467965371,0.00889944297137224,"amitriptyline/bromocriptine",2
"200","MF","GO:0004435","phosphatidylinositol phospholipase C activity","2/16","205/22568",0.00906144866686994,0.0242002231808238,0.00940714270796924,"amitriptyline/imipramine",2
"201","MF","GO:0035254","glutamate receptor binding","2/16","206/22568",0.00914651682860953,0.0242455956600618,0.00942477995800686,"fluphenazine/perphenazine",2
"202","MF","GO:0070402","NADPH binding","2/16","206/22568",0.00914651682860953,0.0242455956600618,0.00942477995800686,"fluvastatin/pravastatin",2
"203","MF","GO:0099511","voltage-gated calcium channel activity involved in regulation of cytosolic calcium levels","2/16","206/22568",0.00914651682860953,0.0242455956600618,0.00942477995800686,"amitriptyline/bromocriptine",2
"204","MF","GO:0005229","intracellular calcium activated chloride channel activity","1/16","13/22568",0.0091799164508154,0.0242455956600618,0.00942477995800686,"fluoxetine",1
"205","MF","GO:0034899","trimethylamine monooxygenase activity","1/16","13/22568",0.0091799164508154,0.0242455956600618,0.00942477995800686,"nicotine",1
"206","MF","GO:0061778","intracellular chloride channel activity","1/16","13/22568",0.0091799164508154,0.0242455956600618,0.00942477995800686,"fluoxetine",1
"207","MF","GO:0099508","voltage-gated ion channel activity involved in regulation of presynaptic membrane potential","1/16","13/22568",0.0091799164508154,0.0242455956600618,0.00942477995800686,"amitriptyline",1
"208","MF","GO:0099077","histone-dependent DNA binding","1/16","14/22568",0.00988278150675803,0.025431581905543,0.00988579809728467,"paclitaxel",1
"209","MF","GO:0004629","phospholipase C activity","2/16","216/22568",0.0100169977055847,0.0256918207048275,0.00998695846695265,"amitriptyline/imipramine",2
"210","MF","GO:0016641","oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor","2/16","222/22568",0.0105564334418509,0.0268607567884817,0.0104413488448126,"amiloride/fenofibrate",2
"211","MF","GO:0015111","iodide transmembrane transporter activity","1/16","15/22568",0.0105851791078885,0.0268607567884817,0.0104413488448126,"fluoxetine",1
"212","MF","GO:0099609","microtubule lateral binding","1/16","15/22568",0.0105851791078885,0.0268607567884817,0.0104413488448126,"paclitaxel",1
"213","MF","GO:0005247","voltage-gated chloride channel activity","1/16","16/22568",0.0112871095443838,0.0280445475566801,0.0109015135552622,"fluoxetine",1
"214","MF","GO:0030229","very-low-density lipoprotein particle receptor activity","1/16","17/22568",0.0119885731062531,0.0291137670586569,0.0113171419718302,"fluvastatin",1
"215","MF","GO:0051022","Rho GDP-dissociation inhibitor binding","1/16","17/22568",0.0119885731062531,0.0291137670586569,0.0113171419718302,"fluvastatin",1
"216","MF","GO:0052597","diamine oxidase activity","1/16","17/22568",0.0119885731062531,0.0291137670586569,0.0113171419718302,"amiloride",1
"217","MF","GO:0052598","histamine oxidase activity","1/16","17/22568",0.0119885731062531,0.0291137670586569,0.0113171419718302,"amiloride",1
"218","MF","GO:0052599","methylputrescine oxidase activity","1/16","17/22568",0.0119885731062531,0.0291137670586569,0.0113171419718302,"amiloride",1
"219","MF","GO:0052600","propane-1,3-diamine oxidase activity","1/16","17/22568",0.0119885731062531,0.0291137670586569,0.0113171419718302,"amiloride",1
"220","MF","GO:0051537","2 iron, 2 sulfur cluster binding","2/16","239/22568",0.0121536370042888,0.0294915597932194,0.0114639980624336,"nicotine/perphenazine",2
"221","MF","GO:0016638","oxidoreductase activity, acting on the CH-NH2 group of donors","2/16","242/22568",0.0124459300061431,0.0300833140848875,0.0116940255720222,"amiloride/fenofibrate",2
"222","MF","GO:0051021","GDP-dissociation inhibitor binding","1/16","18/22568",0.0126895700833407,0.0303650267171466,0.0118035332783974,"fluvastatin",1
"223","MF","GO:0061575","cyclin-dependent protein serine/threonine kinase activator activity","1/16","18/22568",0.0126895700833407,0.0303650267171466,0.0118035332783974,"fluoxetine",1
"224","MF","GO:0086057","voltage-gated calcium channel activity involved in bundle of His cell action potential","1/16","19/22568",0.0133901007653218,0.0315551236548478,0.0122661493313825,"diltiazem",1
"225","MF","GO:0005008","hepatocyte growth factor-activated receptor activity","1/16","20/22568",0.0140901654417042,0.0328558962927426,0.0127717873886792,"crizotinib",1
"226","MF","GO:0005011","macrophage colony-stimulating factor receptor activity","1/16","20/22568",0.0140901654417042,0.0328558962927426,0.0127717873886792,"crizotinib",1
"227","MF","GO:0015651","quaternary ammonium group transmembrane transporter activity","1/16","21/22568",0.0147897644018309,0.0339519646948165,0.0131978525451434,"imipramine",1
"228","MF","GO:0003680","AT DNA binding","1/16","22/22568",0.0154888979348757,0.0352701737431994,0.0137102685069474,"paclitaxel",1
"229","MF","GO:0048763","calcium-induced calcium release activity","1/16","22/22568",0.0154888979348757,0.0352701737431994,0.0137102685069474,"amiloride",1
"230","MF","GO:0004796","thromboxane-A synthase activity","1/16","23/22568",0.016187566329848,0.0361802307766686,0.0140640270786047,"nicotine",1
"231","MF","GO:0019534","toxin transmembrane transporter activity","1/16","23/22568",0.016187566329848,0.0361802307766686,0.0140640270786047,"imipramine",1
"232","MF","GO:0036134","12-hydroxyheptadecatrienoic acid synthase activity","1/16","23/22568",0.016187566329848,0.0361802307766686,0.0140640270786047,"nicotine",1
"233","MF","GO:0043539","protein serine/threonine kinase activator activity","2/16","278/22568",0.0161914104248453,0.0361802307766686,0.0140640270786047,"fluphenazine/perphenazine",2
"234","MF","GO:0050664","oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor","1/16","24/22568",0.0168857698755891,0.0374890644986274,0.0145727986511423,"fluvastatin",1
"235","MF","GO:0004867","serine-type endopeptidase inhibitor activity","2/16","288/22568",0.017308041454526,0.0381809494018165,0.0148417490642504,"fenofibrate/fluvastatin",2
"236","MF","GO:0002162","dystroglycan binding","1/16","25/22568",0.0175835088607728,0.0384337639138355,0.0149400234551697,"paclitaxel",1
"237","MF","GO:0015349","thyroid hormone transmembrane transporter activity","1/16","25/22568",0.0175835088607728,0.0384337639138355,0.0149400234551697,"pravastatin",1
"238","MF","GO:0086087","voltage-gated potassium channel activity involved in bundle of His cell action potential repolarization","1/16","25/22568",0.0175835088607728,0.0384337639138355,0.0149400234551697,"diltiazem",1
"239","MF","GO:0086090","voltage-gated potassium channel activity involved in SA node cell action potential repolarization","1/16","25/22568",0.0175835088607728,0.0384337639138355,0.0149400234551697,"diltiazem",1
"240","MF","GO:0033613","activating transcription factor binding","2/16","292/22568",0.0177637585175935,0.038691608664548,0.0150402532071158,"fenofibrate/nicotine",2
"241","MF","GO:0004092","carnitine O-acetyltransferase activity","1/16","26/22568",0.0182807835739094,0.0392941963879326,0.0152744919025854,"fenofibrate",1
"242","MF","GO:0008308","voltage-gated anion channel activity","1/16","26/22568",0.0182807835739094,0.0392941963879326,0.0152744919025854,"fluoxetine",1
"243","MF","GO:0015279","store-operated calcium channel activity","1/16","26/22568",0.0182807835739094,0.0392941963879326,0.0152744919025854,"amiloride",1
"244","MF","GO:0032036","myosin heavy chain binding","1/16","26/22568",0.0182807835739094,0.0392941963879326,0.0152744919025854,"crizotinib",1
"245","MF","GO:0032050","clathrin heavy chain binding","1/16","28/22568",0.0196739413372394,0.041854288899634,0.0162696544439896,"fluvastatin",1
"246","MF","GO:0030235","nitric-oxide synthase regulator activity","2/16","312/22568",0.0201188115475148,0.0426255311504644,0.0165694527500534,"fluphenazine/perphenazine",2
"247","MF","GO:0005179","hormone activity","2/16","314/22568",0.020361240921045,0.0427202406056735,0.0166062683345333,"bromocriptine/diltiazem",2
"248","MF","GO:0008527","taste receptor activity","1/16","29/22568",0.0203698249636196,0.0427202406056735,0.0166062683345333,"amiloride",1
"249","MF","GO:0070539","linoleic acid binding","1/16","32/22568",0.0224546982752425,0.0458844031861205,0.0178362457906531,"fenofibrate",1
"250","MF","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding","1/16","33/22568",0.0231487311483164,0.0468403641346389,0.0182078481927783,"nicotine",1
"251","MF","GO:0034186","apolipoprotein A-I binding","1/16","35/22568",0.0245354112715926,0.0485453942974687,0.018870629768935,"pravastatin",1
"252","MF","GO:0004511","tyrosine 3-monooxygenase activity","1/16","36/22568",0.0252280590956578,0.0493440500951595,0.0191810843051303,"nicotine",1
"253","MF","GO:0030674","protein binding, bridging","2/16","355/22568",0.0256003051551702,0.0498523810733283,0.0193786833941463,"amiloride/paclitaxel",2
"254","MF","GO:0051536","iron-sulfur cluster binding","2/16","355/22568",0.0256003051551702,0.0498523810733283,0.0193786833941463,"nicotine/perphenazine",2
"255","MF","GO:0051540","metal cluster binding","2/16","355/22568",0.0256003051551702,0.0498523810733283,0.0193786833941463,"nicotine/perphenazine",2
