"","pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss"
"119","BRD-A43126523","HA1E","trt_cp","down",-0.469998278806941,2.30647891232025e-05,0.000124761495428982,-1.33533525217067,-92.8603302097278,2241,-1.38321057407096,100,31,NA,NA,"44142346"
"120","PHA-665752","HA1E","trt_cp","down",-0.469412489791496,2.31083075932463e-05,0.000124761495428982,-1.33367093815521,-81.7045961624275,2241,-1.02760974888037,100,31,"BMP2K; CAMKK1; CAMKK2; DDR1; GRK7; HIPK1; HIPK3; MAP3K19; MAP4K5; MET; SRPK1; TAOK3","c-Met inhibitor","10461815"
"121","olvanil","HA1E","trt_cp","down",-0.467629082711452,2.315182606329e-05,0.000124761495428982,-1.32860401248689,-85.0066934404284,2241,-0.818701949597265,100,31,"CNR1; GPR119; TRPV1","TRPV agonist","5808649"
"122","BRD-K40224283","HA1E","trt_cp","down",-0.465878297893242,2.32388630033776e-05,0.000124761495428982,-1.32362977153295,-93.0834448906738,2241,0.0147832306894131,100,31,NA,NA,"1409759"
"123","avicin-d","HA1E","trt_cp","down",-0.465542608360793,2.32388630033776e-05,0.000124761495428982,-1.32267602747329,-89.7813476126729,2241,-0.995342153844904,100,31,NA,NA,"73707595"
"124","wortmannin","HA1E","trt_cp","down",-0.465427691604181,2.32823814734214e-05,0.000124761495428982,-1.32234953181769,-83.6680053547523,2241,-1.34954719239677,100,31,"ATM; ATR; MTOR; MYLK; PI4KA; PI4KB; PIK3C2B; PIK3C3; PIK3CA; PIK3CD; PIK3CG; PIK3R1; PIK3R4; PLK1; PLK2; PLK3; PRKDC","PI3K inhibitor","312145"
"125","BRD-K60932973","HA1E","trt_cp","down",-0.464216846858765,2.33258999434652e-05,0.000124761495428982,-1.31890934119069,-80.3212851405622,2241,0.699686064253542,100,31,NA,NA,"10452020"
"126","BRD-K11533227","HA1E","trt_cp","down",-0.463746421567242,2.33258999434652e-05,0.000124761495428982,-1.31757279273166,-98.661311914324,2241,-0.465823580661424,100,31,NA,NA,"NotFound"
"127","daunorubicin","HA1E","trt_cp","down",-0.46303576892115,2.33694184135089e-05,0.000124761495428982,-1.31555372250702,-87.9071842927265,2241,-1.07273545505775,100,31,"ABCB1; ABCG2; DCXR; TOP2A; TOP2B","RNA synthesis inhibitor; Topoisomerase inhibitor","2958"
"128","D-64131","HA1E","trt_cp","down",-0.462993128256227,2.33694184135089e-05,0.000124761495428982,-1.31543257401432,-82.0615796519411,2241,0,100,31,NA,NA,"3921152"
"129","fenretinide","NKDBA","trt_cp","down",-0.461117041731056,2.34564553535965e-05,0.000124761495428982,-1.11373248357967,NA,229,-0.961901474034268,100,31,"CYP2C8; CYP3A5; RARA; RARG; RBP4","Apoptosis stimulant; Retinoid receptor agonist","5353342"
"130","SA-89705","NKDBA","trt_cp","down",-0.460113797940949,2.34999738236403e-05,0.000124761495428982,-1.11130935648422,NA,229,-1.05993962012394,100,31,NA,NA,"44487334"
"131","tyrphostin-AG-527","HA1E","trt_cp","down",-0.459395551213845,2.3543492293684e-05,0.000124761495428982,-1.30521132073806,-95.3145917001339,2241,-0.649072015405775,100,31,"EGFR","Protein tyrosine kinase inhibitor","5328772"
"132","hinokitiol","HA1E","trt_cp","down",-0.455071707304673,2.37175661738592e-05,0.000124761495428982,-1.29292663490589,-77.822400713967,2241,-1.19332214161992,100,31,"TYR","Tyrosinase inhibitor","3611"
"133","LY-165163","HA1E","trt_cp","down",-0.453894387202117,2.37610846439029e-05,0.000124761495428982,-1.28958169279244,-90.3168228469433,2241,-0.751983005961542,100,31,"HTR1D","Serotonin receptor antagonist","121930"
"134","lylamine","HA1E","trt_cp","down",-0.453804035010368,2.37610846439029e-05,0.000124761495428982,-1.28932498873161,-81.5707273538599,2241,-1.29132127132808,100,31,"CNR1","Cannabinoid receptor agonist","62034"
"135","ARP-101","NKDBA","trt_cp","down",-0.453259730594282,2.38046031139467e-05,0.000124761495428982,-1.0947547797547,NA,229,-1.20601122539988,100,31,NA,NA,"11292680"
"136","SA-1017940","NKDBA","trt_cp","down",-0.452689054766071,2.38046031139467e-05,0.000124761495428982,-1.09337643076746,NA,229,-1.53481570938623,100,31,NA,NA,"44507247"
"137","BMY-45778","HA1E","trt_cp","down",-0.450820530245042,2.38916400540343e-05,0.000124761495428982,-1.28084840643801,-87.0147255689424,2241,-1.13710386279257,100,31,"PTGIR","IP1 prostacyclin receptor agonist","127861"
"138","BRD-K26510616","HA1E","trt_cp","down",-0.449543530059301,2.39351585240781e-05,0.000124761495428982,-1.27722025833207,-91.566265060241,2241,-1.24053341725506,100,31,NA,NA,"NotFound"
"139","KF-38789","HA1E","trt_cp","down",-0.449402506862775,2.39786769941218e-05,0.000124761495428982,-1.27681959038457,-84.1588576528335,2241,-0.850339833650818,100,31,"SELP","P-selectin inhibitor","5310849"
"140","AMG-9810","HA1E","trt_cp","down",-0.448468928417088,2.40221954641656e-05,0.000124761495428982,-1.27416715469405,-90.8522980812137,2241,-0.82400857652816,100,31,"TRPV1","TRPV antagonist","680502"
"141","berbamine","HA1E","trt_cp","down",-0.448304564533083,2.40221954641656e-05,0.000124761495428982,-1.27370017237009,-87.8179384203481,2241,-1.33358091346552,100,31,"CALM1","Calmodulin antagonist","275182"
"142","CGS-15943","NKDBA","trt_cp","down",-0.445115150607231,2.41527508742969e-05,0.000124761495428982,-1.07508323766066,NA,229,-1.04278101462298,100,31,"ADORA1; ADORA2A; ADORA2B; ADORA3","Adenosine receptor antagonist","2690"
"143","CB7950998","HA1E","trt_cp","down",-0.444482022291048,2.41962693443407e-05,0.000124761495428982,-1.26283975938803,-94.5113788487282,2241,-1.26283975938803,100,31,NA,NA,"NotFound"
"144","BRD-K27484191","HA1E","trt_cp","down",-0.442841010063517,2.42397878143845e-05,0.000124761495428982,-1.25817739874656,-81.7938420348059,2241,-0.982471750181432,100,31,NA,NA,"663290"
"145","ouabain","HA1E","trt_cp","down",-0.439987614803387,2.43703432245158e-05,0.000124761495428982,-1.25007047697463,-92.4141008478358,2241,-0.569395525429312,100,31,"ATP1A1; ATP1A2; ATP1A3; ATP1A4; ATP1B1; ATP1B2; ATP1B3; ATP1B4; FXYD2","ATPase inhibitor","439501"
"146","SKI-II","HA1E","trt_cp","down",-0.439700992633279,2.43703432245158e-05,0.000124761495428982,-1.24925614061415,-84.2034805890227,2241,-1.31593727092455,100,31,"SPHK1",NA,"753704"
"147","FIT","HA1E","trt_cp","down",-0.439270563549461,2.44138616945596e-05,0.000124761495428982,-1.24803322735021,-82.9986613119143,2241,-0.98583323251536,100,31,"OPRD1","Opioid receptor agonist","84008"
"148","TL-HRAS-61","HA1E","trt_cp","down",-0.438822130749641,2.44138616945596e-05,0.000124761495428982,-1.24675916284225,-79.3395805443998,2241,-1.08814695689144,100,31,NA,NA,"49766530"
"149","SA-427636","NKDBA","trt_cp","down",-0.438470694475986,2.44573801646034e-05,0.000124761495428982,-1.05903493330542,NA,229,-0.709553405314634,100,31,NA,NA,"44616599"
"150","chelidonine","HA1E","trt_cp","down",-0.438153651167166,2.44573801646034e-05,0.000124761495428982,-1.2448599125852,-83.3556448014279,2241,-0.991230601368065,100,31,NA,"Tubulin inhibitor","10147"
"151","sulconazole","HA1E","trt_cp","down",-0.437281977434643,2.45008986346472e-05,0.000124761495428982,-1.24238335742338,-92.7710843373494,2241,-1.2481983410301,100,31,NA,"Sterol demethylase inhibitor","65495"
"152","WR-216174","HA1E","trt_cp","down",-0.437019414586258,2.45008986346472e-05,0.000124761495428982,-1.24163737718649,-71.2628290941544,2241,-1.18371279079819,100,31,NA,"PFMRK inhibitor","10405323"
"153","cercosporin","HA1E","trt_cp","down",-0.43686255743365,2.45008986346472e-05,0.000124761495428982,-1.24119172260673,-85.809906291834,2241,-1.53144527343823,100,31,NA,"Photoactivated toxin","91617"
"154","scriptaid","HA1E","trt_cp","down",-0.435024910804772,2.45879355747347e-05,0.000124761495428982,-1.23597069428551,-84.9620705042392,2241,-1.25162757656322,100,31,"HDAC1; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9","HDAC inhibitor","5186"
"155","BRD-K78056905","HA1E","trt_cp","down",-0.433341166252134,2.46749725148223e-05,0.000124761495428982,-1.23118692473109,-87.6394466755912,2241,-0.0178992738144627,100,31,NA,NA,"1400246"
"156","BRD-K42867405","HA1E","trt_cp","down",-0.431094699741529,2.47620094549098e-05,0.000124761495428982,-1.22480437811401,-91.2539045069166,2241,-0.781848673890361,100,31,NA,NA,"2482839"
"157","vincristine","HA1E","trt_cp","down",-0.430897326316316,2.47620094549098e-05,0.000124761495428982,-1.22424361075717,-73.8955823293173,2241,0,100,31,"TUBA4A; TUBB","Tubulin inhibitor","6324671"
"158","BRD-K22321414","HA1E","trt_cp","down",-0.429997364188389,2.48055279249536e-05,0.000124761495428982,-1.22168668404226,-93.3065595716198,2241,-0.48070622136958,100,31,NA,NA,"6541041"
"159","NSC-95397","HA1E","trt_cp","down",-0.427848626104453,2.48925648650412e-05,0.000124761495428982,-1.21558179847025,-65.2387327086122,2241,-0.574734092720346,100,31,NA,NA,"262093"
"160","SA-1447005","NKDBA","trt_cp","down",-0.427704391232787,2.48925648650412e-05,0.000124761495428982,-1.03303116297196,NA,229,-0.967307284687071,100,31,NA,NA,"73707394"
"161","SA-1921617","NKDBA","trt_cp","down",-0.427517555094408,2.48925648650412e-05,0.000124761495428982,-1.03257989906803,NA,229,-1.03494081368359,100,31,NA,NA,"54666572"
"162","HDAC1-selective","HA1E","trt_cp","down",-0.426810540184728,2.4936083335085e-05,0.000124761495428982,-1.21263244144939,-96.5194109772423,2241,0,100,31,NA,"HDAC inhibitor","NotFound"
"163","avicin-g","HA1E","trt_cp","down",-0.426446158597468,2.49796018051287e-05,0.000124761495428982,-1.21159717898003,-83.3110218652387,2241,-1.13514114593303,100,31,NA,NA,"73707604"
"164","isoreserpine","HA1E","trt_cp","down",-0.42631640851631,2.49796018051287e-05,0.000124761495428982,-1.21122853963569,-66.3543061133423,2241,-0.66757432463608,100,31,"SIAH1; SLC18A1; SLC18A2","Vesicular monoamine transporter inhibitor","5701996"
"165","ABT-751","HA1E","trt_cp","down",-0.425583448826398,2.49796018051287e-05,0.000124761495428982,-1.20914609177047,-85.4975457385096,2241,0.875369233890167,100,31,"STMN4; TUBB","Tubulin inhibitor","3035714"
"166","avrainvillamide-analog-6","HA1E","trt_cp","down",-0.424962553886541,2.50231202751725e-05,0.000124761495428982,-1.20738203658458,-90.4953145917001,2241,-1.30334131931185,100,31,"NPM1","nucleophosmin inhibitor","73707611"
"167","ARP-101","HA1E","trt_cp","down",-0.424843793029695,2.50231202751725e-05,0.000124761495428982,-1.20704461926653,-80.5443998215083,2241,-1.20601122539988,100,31,NA,NA,"11292680"
"168","chloroxine","HA1E","trt_cp","down",-0.424011905034142,2.50666387452163e-05,0.000124761495428982,-1.20468110132102,-85.4082998661312,2241,-1.15491297294497,100,31,"OPRK1","Opioid receptor antagonist","2722"
"169","MT-21","HA1E","trt_cp","down",-0.423602238610937,2.50666387452163e-05,0.000124761495428982,-1.20351717787448,-70.1918786256136,2241,-0.911875623654068,100,31,"CYCS; SLC25A4","Caspase activator","4262"
"170","forskolin","NKDBA","trt_cp","down",-0.422965744408901,2.51101572152601e-05,0.000124761495428982,-1.02158594534096,NA,229,0.386806254060577,100,31,"ADCY1; ADCY2; ADCY4; ADCY5; ADCY6; ADCY7; GNAL; GNAS","Adenylyl cyclase activator","3413"
"171","D-64131","NKDBA","trt_cp","down",-0.422680518129723,2.51101572152601e-05,0.000124761495428982,-1.02089704047833,NA,229,0,100,31,NA,NA,"3921152"
"172","alprenolol","HA1E","trt_cp","down",-0.421513465658967,2.51536756853038e-05,0.000124761495428982,-1.19758266219152,-87.2378402498884,2241,-0.026130941647277,100,31,"ADCY10; ADRB1; ADRB2; ADRB3","Adrenergic receptor antagonist","2119"
"173","benzyl-quinazolin-4-yl-amine","HA1E","trt_cp","down",-0.421021752577942,2.51971941553476e-05,0.000124761495428982,-1.19618563194555,-87.2824631860776,2241,-1.23067822274885,100,31,"EGFR","EGFR inhibitor","6603129"
"174","actinomycin-d","HA1E","trt_cp","down",-0.419429321395298,2.52842310954352e-05,0.000124761495428982,-1.1916612973028,-91.2092815707273,2241,-1.1916612973028,100,31,NA,NA,"2019"
"175","GBR-13069","HA1E","trt_cp","down",-0.419138884904243,2.52842310954352e-05,0.000124761495428982,-1.19083612388726,-79.9643016510486,2241,-1.00922903937397,100,31,"SLC6A3","Dopamine uptake inhibitor","5974189"
"176","NNC-05-2090","HA1E","trt_cp","down",-0.418604000485682,2.52842310954352e-05,0.000124761495428982,-1.1893164374285,-80.053547523427,2241,-1.31373164166747,100,31,"SLC6A11; SLC6A12; SLC6A13","GABA uptake inhibitor; GAT inhibitor","9888030"
"177","KI-8751","HA1E","trt_cp","down",-0.418127230508182,2.5327749565479e-05,0.000124761495428982,-1.18796186276974,-68.2284694332887,2241,-0.82890445406239,100,31,"KDR","KIT inhibitor; PDGFR receptor inhibitor; VEGFR inhibitor","11317348"
"178","methoxychlor","HA1E","trt_cp","down",-0.418047096284224,2.5327749565479e-05,0.000124761495428982,-1.18773418948032,-92.0571173583222,2241,-1.18773418948032,100,31,NA,NA,"4115"
"179","dichlorobenzamil","HA1E","trt_cp","down",-0.416884898594826,2.53712680355227e-05,0.000124761495428982,-1.18443221239951,-63.3645693886658,2241,-1.22881888278343,100,31,NA,"Sodium/calcium exchange inhibitor","114771"
"180","caffeic-acid","HA1E","trt_cp","down",-0.414330744226682,2.55018234456541e-05,0.000124761495428982,-1.17717547866013,-75.2342704149933,2241,-1.12730310647566,100,31,"ALOX5; MIF; RELA; TNF","HIV integrase inhibitor; Lipoxygenase inhibitor; NFkB pathway inhibitor; Nitric oxide production inhibitor; PPAR receptor modulator; TNF production inhibitor; Tumor necrosis factor production inhibitor","689043"
"181","cymarin","HA1E","trt_cp","down",-0.414172465847712,2.55018234456541e-05,0.000124761495428982,-1.17672578616416,-87.8179384203481,2241,-0.806964689489111,100,31,"ATP1A1","ATPase inhibitor","441853"
"182","IC-261","HA1E","trt_cp","down",-0.410714085707776,2.56323788557854e-05,0.000124761495428982,-1.16690001206136,-65.417224453369,2241,0.815508620377872,100,31,NA,NA,"5288600"
"183","SB-225002","HA1E","trt_cp","down",-0.410217157041761,2.56758973258292e-05,0.000124761495428982,-1.16548816356006,-82.5524319500223,2241,0.932268738315989,100,31,"CXCR2","CC chemokine receptor antagonist","3854666"
"184","pimozide","HA1E","trt_cp","down",-0.409632865768394,2.56758973258292e-05,0.000124761495428982,-1.16382810485338,-78.1347612672914,2241,-1.10705510039468,100,31,"CACNA1I; CALM1; CALM2; CALM3; DRD3; HRH1; KCNA10; KCNH2","Dopamine receptor antagonist","16362"
"185","reserpine","HA1E","trt_cp","down",-0.409029152633743,2.5719415795873e-05,0.000124761495428982,-1.16211286574028,-81.4368585452923,2241,-0.764640584053351,100,31,"ABCG2; BIRC5; DBH; PNMT; SLC18A1; SLC18A2; TH","Vesicular monoamine transporter inhibitor","11908593"
"186","SA-96816","NKDBA","trt_cp","down",-0.407943462826015,2.57629342659167e-05,0.000124761495428982,-0.985302742895155,NA,229,-0.867499330725941,100,31,NA,NA,"44494782"
"187","cilostamide","HA1E","trt_cp","down",-0.407443655290324,2.58064527359605e-05,0.000124761495428982,-1.15760823116956,-64.6586345381526,2241,0,100,31,"PDE3A; PDE3B","Phosphodiesterase inhibitor","2753"
"188","BRD-K35832492","HA1E","trt_cp","down",-0.40711775701565,2.58064527359605e-05,0.000124761495428982,-1.15668230553448,-89.6921017402945,2241,-1.03101159650853,100,31,NA,NA,"NotFound"
"189","clomipramine","HA1E","trt_cp","down",-0.406902821862432,2.58064527359605e-05,0.000124761495428982,-1.15607164268748,-82.5078090138331,2241,-0.0264678876528265,100,31,"HTR2B; SLC6A2; SLC6A3; SLC6A4","Serotonin transporter inhibitor (SERT)","2801"
"190","cyclosporin-a","HA1E","trt_cp","down",-0.406838621749799,2.58064527359605e-05,0.000124761495428982,-1.15588924058632,-67.8268630075859,2241,-1.16328869039971,100,31,"ABCB11; CAMLG; CYP3A5; CYP3A7; FPR1; PPIA; PPID; PPIF; PPP3CA; PPP3R2; SLC10A1; SLCO1B1; SLCO1B3","Calcineurin inhibitor","16404350"
"191","bromocriptine","HA1E","trt_cp","down",-0.406471015742993,2.58499712060043e-05,0.000124761495428982,-1.15484481705983,-70.504239178938,2241,-0.879117709980823,100,31,"ADCY10; ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; DRD1; DRD3; DRD4; GH1; HTR1B; HTR1D; HTR2B; HTR6; HTR7; PRL; PRLR","Dopamine receptor agonist","31101"
"192","erythrosine","HA1E","trt_cp","down",-0.405826369198947,2.58499712060043e-05,0.000124761495428982,-1.15301328002178,-74.2079428826417,2241,-0.905906869497982,100,31,NA,"Coloring agent","12961638"
"193","altrenogest","HA1E","trt_cp","down",-0.405782999595908,2.58499712060043e-05,0.000124761495428982,-1.15289006050711,-85.586791610888,2241,-0.0269849980612873,100,31,"PGR","Progestogen hormone","10041070"
"194","EMF-sumo1-11","NKDBA","trt_cp","down",-0.405723847495291,2.58499712060043e-05,0.000124761495428982,-0.979941722869527,NA,229,-0.984732890838678,100,31,NA,NA,"659031"
"195","crizotinib","HA1E","trt_cp","down",-0.405327032526509,2.58934896760481e-05,0.000124761495428982,-1.15159459001487,-73.2708612226684,2241,-1.07832970541273,100,31,"ALK; AXL; CYP2B6; CYP3A5; EPHA2; EPHA6; EPHB6; IRAK1; IRAK3; LTK; MAP3K2; MAP4K1; MAP4K2; MAP4K3; MAP4K5; MERTK; MET; MST1R; NTRK2; NTRK3; NUDT1; PLK4; ROS1; SLK; STK10; TEK; TIE1","ALK inhibitor","11626560"
"196","tosyl-phenylalanyl-chloromethyl-ketone","HA1E","trt_cp","down",-0.404255875797021,2.59370081460919e-05,0.000124761495428982,-1.14855127388802,-86.5238732708612,2241,0.0223266699501599,100,31,NA,"Chymotrypsin inhibitor","18609500"
"197","methotrexate","HA1E","trt_cp","down",-0.402716636264975,2.59805266161356e-05,0.000124761495428982,-1.14417806466288,-82.1062025881303,2241,-1.18633122409627,100,31,"ABCB1; ABCC2; ABCC3; ABCC4; ABCG2; AOX1; CRP; DHFR; FOLR1; FOLR2; FPGS; GGH; PDF; SLC19A1; SLC22A6; TYMS","Dihydrofolate reductase inhibitor","4112"
"198","carvedilol","HA1E","trt_cp","down",-0.402189020611064,2.60240450861794e-05,0.000124761495428982,-1.14267902984928,-81.8830879071843,2241,-0.731980326646368,100,31,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; ADRB1; ADRB2; ADRB3; CYP2E1; GJA1; HIF1A; KCNH2; KCNJ4; NDUFC2; NPPB; RYR2; SELE; VCAM1; VEGFA","Adrenergic receptor antagonist","2585"
"199","ivermectin","HA1E","trt_cp","down",-0.401963908769046,2.60240450861794e-05,0.000124761495428982,-1.14203945351064,-77.4654172244534,2241,-1.33949012695691,100,31,"CHRNA7; GABRB3; GLRA3; P2RX7","GABA receptor agonist","45114068"
"200","bufalin","HA1E","trt_cp","down",-0.401150649191385,2.60675635562232e-05,0.000124761495428982,-1.13972886168045,-82.5970548862115,2241,-0.751524935649181,100,31,"ATP1A1","ATPase inhibitor","9547215"
"201","BRD-K10436544","HA1E","trt_cp","down",-0.401074946702551,2.60675635562232e-05,0.000124761495428982,-1.13951377961191,-87.4163319946452,2241,-0.784810557017229,100,31,NA,NA,"NotFound"
"202","L-690488","HA1E","trt_cp","down",-0.400850922375634,2.60675635562232e-05,0.000124761495428982,-1.13887729306596,-84.7835787594824,2241,-1.33862384174178,100,31,"IMPA1","Inositol monophosphatase inhibitor","5132514"
"203","T-98475","HA1E","trt_cp","down",-0.400747660594684,2.60675635562232e-05,0.000124761495428982,-1.1385839109356,-75.9036144578313,2241,-1.15073817514765,100,31,"GNRH1; GNRHR","Gonadotropin releasing factor hormone receptor antagonist","9874838"
"204","mibefradil","HA1E","trt_cp","down",-0.400673980768068,2.60675635562232e-05,0.000124761495428982,-1.13837457555228,-77.822400713967,2241,-1.38981300422715,100,31,"ANO1; CACNA1C; CACNA1D; CACNA1F; CACNA1G; CACNA1H; CACNA1I; CACNA1S; CACNB1; CACNB2; CACNB3; CACNB4; CATSPER1; CATSPER2; CATSPER3; CATSPER4; CYP3A5; CYP3A7; SCN2A; SCN4A; SCN5A; SCN9A","T-type calcium channel blocker","5230270"
"205","BRD-K26767475","HA1E","trt_cp","down",-0.40031023623529,2.6111082026267e-05,0.000124761495428982,-1.13734112304978,-70.727353859884,2241,0.0245519320927023,100,31,NA,NA,"44142043"
"206","BIBX-1382","HA1E","trt_cp","down",-0.399203363517192,2.61546004963107e-05,0.000124761495428982,-1.13419633246907,-65.7295850066934,2241,-1.27246573667746,100,31,"EGFR; ERBB2","EGFR inhibitor; Tyrosine kinase inhibitor","6918508"
"207","azaperone","HA1E","trt_cp","down",-0.39822476990583,2.61981189663545e-05,0.000124761495428982,-1.13141600197484,-81.7045961624275,2241,0.0248377945455481,100,31,"DRD3","Dopamine receptor antagonist","15443"
"208","promazine","HA1E","trt_cp","down",-0.39790608259505,2.61981189663545e-05,0.000124761495428982,-1.13051056376434,-80.7228915662651,2241,-1.05429336377136,100,31,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; DRD3; DRD4; HRH1; PRNP","Dopamine receptor antagonist","4926"
"209","podophyllotoxin","HA1E","trt_cp","down",-0.397432620095343,2.62416374363983e-05,0.000124761495428982,-1.12916538614359,-67.9161088799643,2241,-0.283185208338619,100,31,"CASP3; IGF1R; STMN4; TOP2A; TUBA4A; TUBB","Microtubule inhibitor; Tubulin inhibitor","4865"
"210","GW-7647","HA1E","trt_cp","down",-0.397381588009523,2.62416374363983e-05,0.000124761495428982,-1.1290203963718,-75.5466309683177,2241,-0.480759435851042,100,31,"PPARA","PPAR receptor agonist","3392731"
"211","vitexin","HA1E","trt_cp","down",-0.396880289131417,2.62416374363983e-05,0.000124761495428982,-1.12759613144575,-58.4560464078536,2241,0.638130098336323,100,31,NA,"Antioxidant","6713958"
"212","tributyltin","HA1E","trt_cp","down",-0.395655089734658,2.62851559064421e-05,0.000124761495428982,-1.12411515711201,-88.5319053993753,2241,-1.12411515711201,100,31,"NCOA2",NA,"15096"
"213","leoidin","HA1E","trt_cp","down",-0.39503669571245,2.63286743764859e-05,0.000124761495428982,-1.1223582074064,-68.8085676037483,2241,-0.791539895467851,100,31,NA,NA,"3310692"
"214","vinblastine","HA1E","trt_cp","down",-0.394801310789516,2.63286743764859e-05,0.000124761495428982,-1.12168944371173,-64.524765729585,2241,-0.936649886633674,100,31,"ABCB1; ABCB4; ABCC2; JUN; STMN4; TUBA1A; TUBB; TUBD1; TUBE1; TUBG1","Microtubule inhibitor; Tubulin inhibitor","5667"
"215","thiothixene","HA1E","trt_cp","down",-0.394462751636959,2.63721928465296e-05,0.000124761495428982,-1.12072754663308,-73.4493529674253,2241,-0.024810038862175,100,31,"DRD1; HRH1","Dopamine receptor antagonist","6444849"
"216","BCL2-inhibitor","HA1E","trt_cp","down",-0.394392978026421,2.63721928465296e-05,0.000124761495428982,-1.1205293093926,-62.8290941543954,2241,-0.938402709294151,100,31,"BCL2","BCL inhibitor","NotFound"
"217","skatole","HA1E","trt_cp","down",-0.394136611292432,2.63721928465296e-05,0.000124761495428982,-1.11980093324141,-66.6666666666667,2241,-0.769889662911595,100,31,"F2","Thrombin inhibitor","6736"
"218","nortriptyline","HA1E","trt_cp","down",-0.393552816858585,2.63721928465296e-05,0.000124761495428982,-1.11814228612995,-69.9687639446676,2241,-1.13910081125112,100,31,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; ADRB1; ADRB2; ADRB3; CHRM1; CHRM4; CHRM5; HRH1; HTR6; KCNJ10; PGRMC1; PIK3CD; SIGMAR1; SLC6A2; SLC6A4","Tricyclic antidepressant","441358"
"219","cytochalasin-b","HA1E","trt_cp","down",-0.393400815860499,2.64157113165734e-05,0.000124761495428982,-1.11771042860991,-61.3565372601517,2241,-1.28288895732794,100,31,"ACTB","Microtubule inhibitor","5311281"
"220","hydroxyl","HA1E","trt_cp","down",-0.393055618430987,2.64157113165734e-05,0.000124761495428982,-1.11672967119574,-66.9790272199911,2241,-0.792754604349901,100,31,NA,NA,"73707605"
"221","BVT-948","HA1E","trt_cp","down",-0.392991223520133,2.64157113165734e-05,0.000124761495428982,-1.11654671564377,-62.3828647925033,2241,-1.34570530958013,100,31,"PTPN1; PTPN11; PTPN2","Tyrosine phosphatase inhibitor","6604934"
"222","SA-1925246","NKDBA","trt_cp","down",-0.392286374428957,2.64592297866172e-05,0.000124761495428982,-0.947486296379495,NA,229,-0.634815818574262,100,31,NA,NA,"60185177"
"223","butein","HA1E","trt_cp","down",-0.391573932661349,2.64592297866172e-05,0.000124761495428982,-1.11251998079887,-74.6987951807229,2241,-0.905327416131428,100,31,"ACE; CXCL8; IL6; SIRT1; SRD5A1; SRD5A2; TNF","EGFR inhibitor; SRC inhibitor","5281222"
"224","HDACi1,2+3_mix","HA1E","trt_cp","down",-0.39113189008678,2.6502748256661e-05,0.000124761495428982,-1.11126407187452,-78.4024988844266,2241,-1.09445920124237,100,31,NA,NA,"NotFound"
"225","CP-94253","HA1E","trt_cp","down",-0.390393844094552,2.65462667267047e-05,0.000124761495428982,-1.10916717306535,-61.5350290049085,2241,0.774632154093359,100,31,"HTR1B","Serotonin receptor agonist","4029677"
"226","fasudil","HA1E","trt_cp","down",-0.39030318620313,2.65462667267047e-05,0.000124761495428982,-1.10890960046612,-60.1517179830433,2241,0.931528667325799,100,31,"CDC42BPB; MYLK3; PKIA; PRKACA; PRKG1; PRKX; ROCK1; ROCK2","Rho associated kinase inhibitor","3547"
"227","erythromycin-estolate","HA1E","trt_cp","down",-0.389960227236951,2.65462667267047e-05,0.000124761495428982,-1.10793520286035,-81.3476126729139,2241,-0.0215983871306268,100,31,NA,NA,"441371"
"228","BRD-K23673040","HA1E","trt_cp","down",-0.389351620565956,2.65897851967485e-05,0.000124761495428982,-1.10620606048019,-85.4529228023204,2241,-1.2731093881869,100,31,NA,NA,"690299"
"229","BRD-K74292317","HA1E","trt_cp","down",-0.388462190231215,2.66333036667923e-05,0.000124761495428982,-1.10367905616149,-78.6256135653726,2241,-1.09570992441749,100,31,NA,NA,"3235398"
"230","BRD-K82092559","HA1E","trt_cp","down",-0.388226052529144,2.66333036667923e-05,0.000124761495428982,-1.10300815370895,-81.9277108433735,2241,-0.851823372334796,100,31,NA,NA,"44493436"
"231","SA-1472655","NKDBA","trt_cp","down",-0.388032678837815,2.66333036667923e-05,0.000124761495428982,-0.937212377772345,NA,229,-1.08322473145904,100,31,NA,NA,"54654429"
"232","PD-407824","HA1E","trt_cp","down",-0.387132200654752,2.66768221368361e-05,0.000124761495428982,-1.09990035728842,-57.1619812583668,2241,-1.50819853304823,100,31,NA,NA,"4369491"
"233","BL003-049-HDAC3","HA1E","trt_cp","down",-0.387130129553975,2.66768221368361e-05,0.000124761495428982,-1.09989447298203,-84.0696117804551,2241,-1.20553737074022,100,31,NA,NA,"NotFound"
"234","penitrem-a","HA1E","trt_cp","down",-0.386802185066018,2.66768221368361e-05,0.000124761495428982,-1.09896273374963,-58.5006693440428,2241,-0.643852710973669,100,31,"KCNMA1","Potassium channel blocker","4732"
