"","pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss"
"117","nicardipine","HA1E","trt_cp","down",-0.274739345904629,0.00432997897318083,0.0517390831231145,-1.06395826249989,-85.0513163766176,2241,0,106,100,"ADORA3; ADRA1A; ADRA1B; ADRA1D; CACNA1C; CACNA1D; CACNA2D1; CACNB2; CALM1; CALM2; CALM3; CHRM1; CHRM4; CHRM5; PDE1A; PDE1B","Calcium channel blocker","4474"
"118","SA-247636","NKDBA","trt_cp","down",-0.273767774979088,0.00468130358184425,0.0550637285403723,-0.926059283773647,NA,229,-0.931367525304015,106,100,NA,NA,"44507299"
"119","butoconazole","HA1E","trt_cp","down",-0.27348460057807,0.00506602861626627,0.0585254929836935,-1.05909912354718,-76.5283355644801,2241,-0.973635143419026,106,100,"CYP51A1","Bacterial cell wall synthesis inhibitor","47472"
"120","BRD-K87657228","HA1E","trt_cp","down",-0.273218700272496,0.00506602861626627,0.0585254929836935,-1.05806939543822,-82.0169567157519,2241,-0.0134750580441667,106,100,NA,NA,"44229067"
"121","CCCP","HA1E","trt_cp","down",-0.272904567731946,0.00506602861626627,0.0585254929836935,-1.05685288270708,-70.281124497992,2241,-1.35129740952206,106,100,NA,"Mitochondrial oxidative phosphorylation uncoupler","2603"
"122","BRD-A24054354","HA1E","trt_cp","down",-0.270757273772541,0.00591107026757636,0.0662882247966665,-1.04853725123972,-72.1999107541276,2241,-0.473284649484279,106,100,NA,NA,"3516032"
"123","penitrem-a","HA1E","trt_cp","down",-0.270530016259279,0.00591107026757636,0.0662882247966665,-1.04765717158403,-50.9593931280678,2241,0,106,100,"KCNMA1","Potassium channel blocker","4732"
"124","SB-216763","HA1E","trt_cp","down",-0.269990239185529,0.00637667437857474,0.0701403656634229,-1.04556682563946,-71.7090584560464,2241,0,106,100,"CDK2; GSK3A; GSK3B","Glycogen synthase kinase inhibitor","176158"
"125","BRD-K63181962","HA1E","trt_cp","down",-0.269961558449223,0.00637667437857474,0.0701403656634229,-1.04545575634115,-80.3659080767515,2241,-0.747097636744761,106,100,NA,NA,"44142057"
"126","SA-427636","NKDBA","trt_cp","down",-0.269919520964957,0.00637667437857474,0.0701403656634229,-0.913042005328885,NA,229,-0.611738143570353,106,100,NA,NA,"44616599"
"127","triflupromazine","HA1E","trt_cp","down",-0.269278865607088,0.0068820108527231,0.0742417114431321,-1.04281195340224,-61.5796519410977,2241,0,106,100,"CHRM1; CHRNA7; DRD1; HTR2B","Dopamine receptor antagonist","5568"
"128","resorcinol","HA1E","trt_cp","down",-0.268979008067652,0.0068820108527231,0.0742417114431321,-1.04165072217922,-78.2240071396698,2241,0,106,100,"CA12; CA14; INS-IGF2; PNMT; TPO","Phosphodiesterase inhibitor","5054"
"129","SA-427604","NKDBA","trt_cp","down",-0.267983655681281,0.007416722294151,0.0786984275571469,-0.906493659680023,NA,229,-0.607350751985616,106,100,NA,NA,"44620034"
"130","albendazole","HA1E","trt_cp","down",-0.26758658726178,0.007416722294151,0.0786984275571469,-1.03625841982658,-74.6987951807229,2241,0.0421936702017483,106,100,"CYP1A2; CYP2J2; TUBA1A; TUBB; TUBB4B","Anthelmintic; Tubulin inhibitor","2082"
"131","riboflavin","HA1E","trt_cp","down",-0.267421709742375,0.00798516054986283,0.0833256217596495,-1.03561991354167,-76.3944667559125,2241,-0.0222086279812552,106,100,"ACP1; ACP5; ACP6; ACPP; ACPT; BLVRB; ENPP1; FLAD1; RFK; SLC52A3","Vitamin B","493570"
"132","cyclosporin-a","HA1E","trt_cp","down",-0.267404907269764,0.00798516054986283,0.0833256217596495,-1.03555484412285,-51.9857206604195,2241,-0.0414221937649141,106,100,"ABCB11; CAMLG; CYP3A5; CYP3A7; FPR1; PPIA; PPID; PPIF; PPP3CA; PPP3R2; SLC10A1; SLCO1B1; SLCO1B3","Calcineurin inhibitor","16404350"
"133","YM-298198","HA1E","trt_cp","down",-0.267387403907919,0.00798516054986283,0.0833256217596495,-1.03548706043357,-74.8772869254797,2241,0,106,100,"GRM1","Glutamate receptor antagonist","9819432"
"134","BRD-K13842623","HA1E","trt_cp","down",-0.267032700346347,0.00798516054986283,0.0833256217596495,-1.03411343197191,-69.2101740294511,2241,0,106,100,NA,NA,"44142063"
"135","promazine","HA1E","trt_cp","down",-0.266841570752402,0.00798516054986283,0.0833256217596495,-1.03337326164786,-68.3177153056671,2241,-0.325205599003471,106,100,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; DRD3; DRD4; HRH1; PRNP","Dopamine receptor antagonist","4926"
"136","BMY-7378","HA1E","trt_cp","down",-0.266675418792401,0.00798516054986283,0.0833256217596495,-1.03272981995191,-73.18161535029,2241,0,106,100,"ADRA1A; ADRA1B; ADRA1D","Adrenergic receptor antagonist; Serotonin receptor antagonist","2419"
"137","isonicotinohydroxamic-acid","HA1E","trt_cp","down",-0.266563365836867,0.00798516054986283,0.0833256217596495,-1.03229588258671,-85.2298081213744,2241,0,106,100,NA,NA,"72967"
"138","ISOX","HA1E","trt_cp","down",-0.265866006578402,0.0085973783864387,0.0882710279551334,-1.0295952823413,-78.4024988844266,2241,-0.914207894841123,106,100,"HDAC6","HDAC inhibitor","24951314"
"139","fisetinidol","HA1E","trt_cp","down",-0.265748199988123,0.0085973783864387,0.0882710279551334,-1.02913906339424,-61.9812583668005,2241,0.896259356009843,106,100,NA,NA,"442397"
"140","imipramine","HA1E","trt_cp","down",-0.265265636462376,0.00925109108420132,0.0936026292086208,-1.02727028319202,-76.1267291387773,2241,0,106,100,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine reuptake inhibitor; Serotonin reuptake inhibitor","3696"
"141","isogedunin","HA1E","trt_cp","down",-0.264750202020011,0.00925109108420132,0.0936026292086208,-1.02527420675846,-62.0258813029897,2241,0.0170929006519581,106,100,NA,"HSP inhibitor","6708584"
"142","graveoline","HA1E","trt_cp","down",-0.264517137531581,0.00925109108420132,0.0936026292086208,-1.02437163895425,-81.2583668005355,2241,-0.0218145152012766,106,100,NA,NA,"353825"
"143","BRD-K26510616","HA1E","trt_cp","down",-0.263816554291418,0.00993996670575931,0.099046207703789,-1.02165855348597,-58.768406961178,2241,-0.923405053147095,106,100,NA,NA,"NotFound"
"144","BRD-K78056905","HA1E","trt_cp","down",-0.263779164397622,0.00993996670575931,0.099046207703789,-1.02151375701968,-70.281124497992,2241,-0.0175376986060341,106,100,NA,NA,"1400246"
"145","SA-1456195","NKDBA","trt_cp","down",-0.263369440124441,0.0106730570928818,0.104359789736271,-0.890885405004794,NA,229,-0.596893221353212,106,100,NA,NA,"54657953"
"146","GW-4064","HA1E","trt_cp","down",-0.263289193008923,0.0106730570928818,0.104359789736271,-1.01961628905535,-77.5546630968318,2241,-0.340862254729915,106,100,"NR1H4","FXR agonist","9893571"
"147","clomipramine","HA1E","trt_cp","down",-0.263264382240448,0.0106730570928818,0.104359789736271,-1.01952020663209,-68.7193217313699,2241,0,106,100,"HTR2B; SLC6A2; SLC6A3; SLC6A4","Serotonin transporter inhibitor (SERT)","2801"
"148","hippeastrine","HA1E","trt_cp","down",-0.2627588999207,0.0106730570928818,0.104359789736271,-1.01756267088536,-67.6929941990183,2241,0,106,100,NA,"Plant alkaloid","441594"
"149","BRD-K27484191","HA1E","trt_cp","down",-0.262006560794173,0.0114617205662501,0.109942565297974,-1.01464915506827,-49.4868362338242,2241,-0.927818386806537,106,100,NA,NA,"663290"
"150","brompheniramine","HA1E","trt_cp","down",-0.261192979066659,0.0122900293658284,0.115975480397538,-1.01149847055907,-77.7777777777778,2241,-0.0242331589077966,106,100,"CHRM1; CHRM4; CHRM5; HRH1","Histamine receptor antagonist","6834"
"151","tebuthiuron","HA1E","trt_cp","down",-0.259342071483923,0.0141064467869857,0.12942221372384,-1.00433062785605,-73.6724676483713,2241,0,106,100,NA,"Photosynthesis inhibitor","5383"
"152","BRD-K69304050","HA1E","trt_cp","down",-0.258480090138448,0.0150961655919563,0.136325287078786,-1.00099251051571,-66.1311914323962,2241,-0.0104097100780441,106,100,NA,NA,"25243777"
"153","tipifarnib","HA1E","trt_cp","down",-0.258164882718908,0.0150961655919563,0.136325287078786,-0.999771835197739,-82.1954484605087,2241,0,106,100,"CHURC1-FNTB; FNTA; FNTB; RP11-598P20.5","Farnesyltransferase inhibitor","9935249"
"154","SA-1925246","NKDBA","trt_cp","down",-0.257467330576341,0.0161436769251451,0.143667470327646,-0.87092066174279,NA,229,-0.583516843367669,106,100,NA,NA,"60185177"
"155","tubastatin-a","HA1E","trt_cp","down",-0.257319128561043,0.0161436769251451,0.143667470327646,-0.996496559421925,-72.6907630522088,2241,-0.98840481369337,106,100,"HDAC6","HDAC inhibitor","49850262"
"156","pimozide","HA1E","trt_cp","down",-0.256748456271158,0.0161436769251451,0.143667470327646,-0.994286568362932,-57.1173583221776,2241,-0.983482017370557,106,100,"CACNA1I; CALM1; CALM2; CALM3; DRD3; HRH1; KCNA10; KCNH2","Dopamine receptor antagonist","16362"
"157","cetirizine","HA1E","trt_cp","down",-0.256099170305772,0.0172592511454823,0.150906800921192,-0.991772137219759,-57.7420794288264,2241,0,106,100,"HRH1; IL8","Histamine receptor antagonist","2678"
"158","desipramine","HA1E","trt_cp","down",-0.255750482479917,0.0172592511454823,0.150906800921192,-0.990421805354733,-64.9263721552878,2241,-0.710037185941116,106,100,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; ADRB1; ADRB2; CHRM1; CHRM4; CHRM5; HRH1; SLC22A3; SLC6A2; SLC6A4; SMPD1; TH","Tricyclic antidepressant","2995"
"159","L-168049","HA1E","trt_cp","down",-0.255561122935175,0.0172592511454823,0.150906800921192,-0.989688489740442,-73.7617135207497,2241,-0.996449330220157,106,100,"GCGR","Glucagon receptor antagonist","5311276"
"160","BAY-59-3074","HA1E","trt_cp","down",-0.25523360081152,0.0184415609396317,0.158589141942686,-0.98842012437957,-72.7800089245872,2241,0,106,100,"CNR1; CNR2","Cannabinoid receptor partial agonist","10479060"
"161","LY-344864","HA1E","trt_cp","down",-0.254979934255825,0.0184415609396317,0.158589141942686,-0.987437772809347,-73.6724676483713,2241,0.0154763305618764,106,100,"HTR1B; HTR1D; HTR1E; HTR1F; HTR2B; HTR7","Serotonin receptor agonist","5311097"
"162","papaverine","HA1E","trt_cp","down",-0.254171709862966,0.019688430384091,0.166660804334368,-0.984307835166434,-70.4596162427488,2241,-0.0292727541952553,106,100,"PDE10A; PDE4B; PDE5A","Phosphodiesterase inhibitor","6084"
"163","ABT-737","HA1E","trt_cp","down",-0.253787744601479,0.019688430384091,0.166660804334368,-0.982820887561141,-64.1677822400714,2241,0,106,100,"BAD; BCL2; BCL2L1; BCL2L2","BCL inhibitor","11228183"
"164","SKF-81297","HA1E","trt_cp","down",-0.253135101368572,0.0210093900237998,0.175387380187783,-0.98029345503112,-67.7822400713967,2241,0,106,100,"DRD1","Dopamine receptor agonist","11957706"
"165","niclosamide","NKDBA","trt_cp","down",-0.253108307343512,0.0210093900237998,0.175387380187783,-0.856175632188984,NA,229,-1.10225499687337,106,100,"STAT3","DNA replication inhibitor; STAT inhibitor","4477"
"166","caffeic-acid","HA1E","trt_cp","down",-0.252756155186173,0.0210093900237998,0.175387380187783,-0.978825944360311,-50.2454261490406,2241,-0.808283561269913,106,100,"ALOX5; MIF; RELA; TNF","HIV integrase inhibitor; Lipoxygenase inhibitor; NFkB pathway inhibitor; Nitric oxide production inhibitor; PPAR receptor modulator; TNF production inhibitor; Tumor necrosis factor production inhibitor","689043"
"167","oxibendazole","HA1E","trt_cp","down",-0.252729756025317,0.0210093900237998,0.175387380187783,-0.978723710713278,-59.2146363230701,2241,0,106,100,"TUBB; TUBB4B","Tubulin inhibitor","4622"
"168","L-741742","HA1E","trt_cp","down",-0.251370813933149,0.0238390479829864,0.193218216773566,-0.973461058352872,-65.3726015171798,2241,0,106,100,"DRD3; DRD4; SCN1A; SCN3A","Dopamine receptor antagonist","133008"
"169","BRD-K83194053","HA1E","trt_cp","down",-0.251220556923487,0.0238390479829864,0.193218216773566,-0.972879171596164,-60.5979473449353,2241,-0.973528471388324,106,100,NA,NA,"23631972"
"170","H-9","HA1E","trt_cp","down",-0.251135516549272,0.0238390479829864,0.193218216773566,-0.972549843416053,-43.3734939759036,2241,0,106,100,"PRKACA","PKA inhibitor","24113957"
"171","SA-97110","NKDBA","trt_cp","down",-0.250864154856726,0.0238390479829864,0.193218216773566,-0.848584460274209,NA,229,-0.56855158838372,106,100,NA,NA,"44498015"
"172","7b-cis","HA1E","trt_cp","down",-0.250494338311381,0.0253670249846935,0.202812630514366,-0.970066810337214,-58.8130298973672,2241,-1.26467597934648,106,100,"XPO1","Exportin antagonist","44589607"
"173","clemastine","HA1E","trt_cp","down",-0.248777195234736,0.0269838449429949,0.212741392726072,-0.963416985361197,-62.2043730477465,2241,-0.0217366480035172,106,100,"HRH1","Histamine receptor antagonist","26987"
"174","SA-1919875","NKDBA","trt_cp","down",-0.24866894145004,0.0269838449429949,0.212741392726072,-0.841158831909874,NA,229,-0.563576417379616,106,100,NA,NA,"54666573"
"175","SA-1462246","NKDBA","trt_cp","down",-0.248303518628625,0.0286771268531633,0.223105813723375,-0.839922736111894,NA,229,-0.816590806458359,106,100,NA,NA,"54655268"
"176","BML-190","HA1E","trt_cp","down",-0.247427056010208,0.0304563795009032,0.23393838815703,-0.958188423071615,-71.619812583668,2241,0,106,100,"CNR2","Cannabinoid receptor inverse agonist","2415"
"177","bisindolylmaleimide","HA1E","trt_cp","down",-0.244384722745738,0.0363066327065934,0.267389040491059,-0.946406653688157,-54.0829986613119,2241,-1.02469878861697,106,100,"CCND1; CDK4; LRRK2; PIM1; PRKCA; PRKCB; PRKCI; PRKCZ","CDK inhibitor","NotFound"
"178","clobenpropit","HA1E","trt_cp","down",-0.2443108172891,0.0363066327065934,0.267389040491059,-0.946120446698125,-53.8152610441767,2241,0,106,100,"HRH1; HRH2; HRH3; HRH4","Histamine receptor antagonist","2790"
"179","BRD-K71835137","HA1E","trt_cp","down",-0.243935256357027,0.0363066327065934,0.267389040491059,-0.944666045780648,-71.1289602855868,2241,-0.0183165681864418,106,100,NA,NA,"2778741"
"180","purvalanol-b","HA1E","trt_cp","down",-0.243534804605626,0.0363066327065934,0.267389040491059,-0.943115252434204,-58.1883087907184,2241,0,106,100,"CDK2; CDK4; CDK5; MAPK3; SRPK2","Tyrosine kinase inhibitor","448991"
"181","O-2050","HA1E","trt_cp","down",-0.242704779754872,0.0384308997848403,0.279672277199069,-0.939900890126058,-50.0669344042838,2241,-0.781108923283142,106,100,"CNR1","Cannabinoid receptor antagonist","16102146"
"182","SD-169","HA1E","trt_cp","down",-0.242307369092655,0.0406627445210355,0.29225791166855,-0.938361873731158,-63.9000446229362,2241,0.0154003291977524,106,100,"MAPK14","p38 MAPK inhibitor","14973220"
"183","YK-4279","HA1E","trt_cp","down",-0.241999349010583,0.0406627445210355,0.29225791166855,-0.937169032166156,-61.9812583668005,2241,0.682477831259643,106,100,"DHX9; EWSR1; FLI1","Apoptosis stimulant; EWS-FLI1 inhibitor","44632017"
"184","GW-6471","HA1E","trt_cp","down",-0.24190443448634,0.0406627445210355,0.29225791166855,-0.936801465256631,-63.186077643909,2241,0,106,100,"PPARA","PPAR receptor antagonist","44634742"
"185","methylergometrine","HA1E","trt_cp","down",-0.241699467790474,0.0406627445210355,0.29225791166855,-0.936007709237134,-62.0258813029897,2241,0,106,100,"DRD1; HTR1E; HTR1F; HTR2B","Dopamine receptor antagonist; Serotonin receptor antagonist","4140"
"186","JAS07-008","HA1E","trt_cp","down",-0.241349614760021,0.0429869136914285,0.305191813008387,-0.934652864989451,-61.0441767068273,2241,0,106,100,NA,NA,"24747183"
"187","fillalbin","HA1E","trt_cp","down",-0.241228957231204,0.0429869136914285,0.305191813008387,-0.93418560547009,-71.173583221776,2241,0,106,100,NA,"Increases arterial blood pressure","933171"
"188","SA-97259","NKDBA","trt_cp","down",-0.241220961193517,0.0429869136914285,0.305191813008387,-0.815964956325201,NA,229,0,106,100,NA,NA,"44500706"
"189","tyrphostin-AG-18","HA1E","trt_cp","down",-0.240442198291255,0.0454072586806183,0.314451408995329,-0.931138795148844,-52.1195894689871,2241,0,106,100,"EGFR","EGFR inhibitor; Tyrosine kinase inhibitor","NotFound"
"190","REV-5901","HA1E","trt_cp","down",-0.238727180052509,0.0479388803977101,0.314451408995329,-0.924497198840735,-67.8268630075859,2241,-0.0223319154686737,106,100,"ALOX5","Leukotriene receptor antagonist; Lipoxygenase inhibitor","5059"
"191","RHC-80267","HA1E","trt_cp","down",-0.238633410992665,0.0479388803977101,0.314451408995329,-0.924134067867781,-57.429718875502,2241,0,106,100,"DAGLA; DAGLB; LIPC; LIPE; LIPG","Triacylglycerol lipase inhibitor","5063"
"192","SA-1473648","NKDBA","trt_cp","down",-0.238243673597222,0.0505539052626407,0.314451408995329,-0.805893848360708,NA,229,-0.539948878401674,106,100,NA,NA,"54656096"
"193","monoethylhexylphthalate","HA1E","trt_cp","down",-0.238185248218051,0.0505539052626407,0.314451408995329,-0.922398508348899,-40.9638554216867,2241,-0.922398508348899,106,100,NA,NA,"20393"
"194","BRD-K21640605","HA1E","trt_cp","down",-0.237939053514912,0.0505539052626407,0.314451408995329,-0.921445092347541,-61.5350290049085,2241,0,106,100,NA,NA,"665093"
"195","BRD-K98025142","HA1E","trt_cp","down",-0.237609732720284,0.0505539052626407,0.314451408995329,-0.920169761435968,-71.1289602855868,2241,-0.0173623419084855,106,100,NA,NA,"701237"
"196","phosphodiesterase-V-inhibitor-II","HA1E","trt_cp","down",-0.237508409288574,0.0505539052626407,0.314451408995329,-0.919777375329064,-60.1963409192325,2241,0,106,100,"PDE5A","Phosphodiesterase inhibitor","11003969"
"197","GBR-13069","HA1E","trt_cp","down",-0.2370111581881,0.0532625383566355,0.314451408995329,-0.917851715882128,-51.896474788041,2241,0,106,100,"SLC6A3","Dopamine uptake inhibitor","5974189"
"198","eliprodil","HA1E","trt_cp","down",-0.236873186891077,0.0532625383566355,0.314451408995329,-0.91731740689565,-68.3177153056671,2241,-0.0125859681752064,106,100,"GRIN1; GRIN2B","Glutamate receptor antagonist","60703"
"199","olvanil","HA1E","trt_cp","down",-0.236348473460934,0.0560728741151226,0.314451408995329,-0.915285396563799,-38.2418563141455,2241,0,106,100,"CNR1; GPR119; TRPV1","TRPV agonist","5808649"
"200","BRD-K46285453","HA1E","trt_cp","down",-0.235857364590075,0.0560728741151226,0.314451408995329,-0.913383523574992,-68.2730923694779,2241,-0.0163840377368835,106,100,NA,NA,"807820"
"201","SA-440772","NKDBA","trt_cp","down",-0.23563239555541,0.0560728741151226,0.314451408995329,-0.797060820904067,NA,229,-0.534030750005725,106,100,NA,NA,"44495084"
"202","SA-90030","NKDBA","trt_cp","down",-0.235381653324395,0.0589969453950692,0.314451408995329,-0.796212648868903,NA,229,-0.783874191941706,106,100,NA,NA,"44484225"
"203","BRD-K83589469","HA1E","trt_cp","down",-0.235260738286352,0.0589969453950692,0.314451408995329,-0.911073022749635,-67.6483712628291,2241,0,106,100,NA,NA,"20969430"
"204","hexylresorcinol","HA1E","trt_cp","down",-0.235213725994266,0.0589969453950692,0.314451408995329,-0.910890962490158,-65.9526996876394,2241,-0.0182178192498032,106,100,"TGM2; TOP1; TYR","Local anesthetic","3610"
"205","SA-432137","NKDBA","trt_cp","down",-0.2346372698461,0.0589969453950692,0.314451408995329,-0.793694663577116,NA,229,-0.531775424596667,106,100,NA,NA,"44491516"
"206","rimcazole","HA1E","trt_cp","down",-0.234593575271948,0.0589969453950692,0.314451408995329,-0.908489360772601,-55.1093261936635,2241,0,106,100,"SIGMAR1","Sigma receptor antagonist","5072"
"207","linoleic-acid","HA1E","trt_cp","down",-0.234545352253238,0.0589969453950692,0.314451408995329,-0.908302611841427,-74.2525658188309,2241,0.80831002112203,106,100,"FABP4; FFAR1; FFAR4; HNF4A; KCNB1; PPARG; TRPM8","Oxidative stress inducer","5280450"
"208","rizatriptan","HA1E","trt_cp","down",-0.23419263240013,0.0620255045215908,0.314451408995329,-0.906936665508454,-52.1195894689871,2241,0,106,100,"HTR1B; HTR1D; HTR1E; HTR1F","Serotonin receptor agonist","5078"
"209","BRD-K18761689","HA1E","trt_cp","down",-0.23411056608689,0.0620255045215908,0.314451408995329,-0.906618854705791,-53.9491298527443,2241,-0.702868361927932,106,100,NA,NA,"24747340"
"210","LY-165163","HA1E","trt_cp","down",-0.233154342970137,0.0651635561187426,0.314451408995329,-0.902915775765593,-42.6149040606872,2241,0,106,100,"HTR1D","Serotonin receptor antagonist","121930"
"211","BMY-45778","HA1E","trt_cp","down",-0.233147682987676,0.0651635561187426,0.314451408995329,-0.902889984252756,-50.2454261490406,2241,-0.0180577996850551,106,100,"PTGIR","IP1 prostacyclin receptor agonist","127861"
"212","PSH-024","HA1E","trt_cp","down",-0.232525412231696,0.0651635561187426,0.314451408995329,-0.900480172472222,-65.0156180276662,2241,-0.666010218259052,106,100,NA,NA,"24747169"
"213","BRD-K27630941","HA1E","trt_cp","down",-0.231904272945575,0.0684082279675016,0.314451408995329,-0.898074742432867,-58.1883087907184,2241,-0.840947130024283,106,100,NA,NA,"24747182"
"214","rimexolone","HA1E","trt_cp","down",-0.231697737891577,0.0684082279675016,0.314451408995329,-0.89727491277442,-46.7202141900937,2241,-0.0233013231697485,106,100,"NR3C1; SERPINA6","Glucocorticoid receptor agonist","73707479"
"215","flavokavain-b","HA1E","trt_cp","down",-0.231321739706553,0.0717489885981173,0.314451408995329,-0.895818818546912,-48.1927710843373,2241,-0.667678835227614,106,100,"HIF1A","Antineoplastic","5356121"
"216","INCA-6","HA1E","trt_cp","down",-0.230869124279731,0.0717489885981173,0.314451408995329,-0.894066015643793,-52.4319500223115,2241,0,106,100,"NFATC1","Calcineurin inhibitor","230748"
"217","SA-94315","NKDBA","trt_cp","down",-0.230625238618037,0.0717489885981173,0.314451408995329,-0.780123384905545,NA,229,0,106,100,"CASP3","Caspase inhibitor","44488016"
"218","BRD-K40224283","HA1E","trt_cp","down",-0.229558009060135,0.0751865778245804,0.314451408995329,-0.888988578095175,-49.1744756804998,2241,-0.0133808345860663,106,100,NA,NA,"1409759"
"219","BRD-K24426149","HA1E","trt_cp","down",-0.229475311351879,0.0787549835719951,0.314451408995329,-0.888668322146038,-60.9995537706381,2241,0,106,100,NA,NA,"2120347"
"220","fenbendazole","HA1E","trt_cp","down",-0.228166116721999,0.0823824874017293,0.314451408995329,-0.883598322291829,-28.6479250334672,2241,0.946706626225534,106,100,"CYP2D6; CYP2J2; CYP3A4; TUBB","Tubulin inhibitor","3334"
"221","BRD-K87964538","HA1E","trt_cp","down",-0.227801190178036,0.0823824874017293,0.314451408995329,-0.882185104209153,-59.7501115573405,2241,-0.0176437020841831,106,100,NA,NA,"665518"
"222","methotrexate","HA1E","trt_cp","down",-0.227130316342148,0.0861386100696779,0.314451408995329,-0.879587071668757,-49.0852298081214,2241,-1.13083688523989,106,100,"ABCB1; ABCC2; ABCC3; ABCC4; ABCG2; AOX1; CRP; DHFR; FOLR1; FOLR2; FPGS; GGH; PDF; SLC19A1; SLC22A6; TYMS","Dihydrofolate reductase inhibitor","4112"
"223","BRD-K25522720","HA1E","trt_cp","down",-0.226953439083077,0.0861386100696779,0.314451408995329,-0.878902095075332,-49.3083444890674,2241,0,106,100,NA,NA,"1400698"
"224","metixene","HA1E","trt_cp","down",-0.226920624905467,0.0861386100696779,0.314451408995329,-0.878775018572037,-61.7135207496653,2241,-0.0175755003714408,106,100,"CHRM1; CHRM4; CHRM5","Acetylcholine receptor antagonist","4167"
"225","CI-966","HA1E","trt_cp","down",-0.226446229765334,0.0899925622582848,0.314451408995329,-0.876937871339368,-58.991521642124,2241,0,106,100,"SLC6A1","GAT inhibitor","198692"
"226","arvanil","HA1E","trt_cp","down",-0.225940415439422,0.0899925622582848,0.314451408995329,-0.874979049862332,-45.2922802320393,2241,0,106,100,"CNR1; TRPV1","TRPV agonist","6449767"
"227","guanabenz","HA1E","trt_cp","down",-0.225485252507076,0.0939448009114856,0.314451408995329,-0.87321638146455,-66.1311914323962,2241,0,106,100,"ADRA2B; ADRA2C","Adrenergic receptor agonist","3517"
"228","ICI-118551","HA1E","trt_cp","down",-0.224379579371933,0.0979692802249592,0.314451408995329,-0.868934540929892,-56.9388665774208,2241,-0.0173786908185979,106,100,NA,"Adrenergic receptor antagonist","5484725"
"229","exemestane","HA1E","trt_cp","down",-0.223967011654745,0.0979692802249592,0.314451408995329,-0.867336827176526,-52.2980812137439,2241,-0.0260201048152956,106,100,"CYP19A1","Aromatase inhibitor","60198"
"230","SA-89705","NKDBA","trt_cp","down",-0.22394019398553,0.0979692802249592,0.314451408995329,-0.757510249941625,NA,229,-0.507531867460889,106,100,NA,NA,"44487334"
"231","brazilin","HA1E","trt_cp","down",-0.223373544511158,0.102095114055165,0.314451408995329,-0.865038560545429,-47.5680499776885,2241,0,106,100,NA,"Nitric oxide production inhibitor","73384"
"232","XE-991","HA1E","trt_cp","down",-0.222863612652778,0.102095114055165,0.314451408995329,-0.863063793472121,-40.1160196340919,2241,0,106,100,"KCNQ1; KCNQ2; KCNQ3; KCNQ4; KCNQ5","Potassium channel blocker","656732"
"233","chlorprothixene","HA1E","trt_cp","down",-0.222485187592506,0.106317232500342,0.314451408995329,-0.861598300903928,-35.5198572066042,2241,-0.766233503356429,106,100,"CHRM1; CHRM4; CHRM5; DRD1; DRD3; HRH1; HTR2B","Dopamine receptor antagonist","667467"
"234","lovastatin","HA1E","trt_cp","down",-0.222302788212997,0.106317232500342,0.314451408995329,-0.860891939293201,-35.921463632307,2241,0,106,100,"APOA1; APOB; CYP2C9; CYP3A5; HDAC2; HMGCR; ITGAL; LDLR; LMNA; NR1I2; RAF1; RASD1; RHOA; RHOB","HMGCR inhibitor","3565209"
"235","toltrazuril","HA1E","trt_cp","down",-0.222009404986158,0.106317232500342,0.314451408995329,-0.859755780556101,-50.8701472556894,2241,0,106,100,NA,"Antiprotozoal","68591"
"236","nicotine","HA1E","trt_cp","down",-0.221692966337782,0.106317232500342,0.314451408995329,-0.85853033716937,-55.5555555555556,2241,-0.0171706067433874,106,100,"AOX1; CHAT; CHRNA1; CHRNA10; CHRNA2; CHRNA3; CHRNA4; CHRNA5; CHRNA6; CHRNA7; CHRNA9; CHRNB2; CHRNB3; CHRNB4; CHRND; CHRNE; CYP19A1; CYP2A6; CYP2B6; CYP2E1; CYP2U1; FMO1; FMO2; FMO3; FMO4; FMO5; FMO6P; FOS; INMT; PNMT; TBXAS1; TH; TRPA1; UGT1A4; UGT2B10; UGT2B11","Acetylcholine receptor agonist","89594"
"237","tyrphostin-B44","HA1E","trt_cp","down",-0.221471591562832,0.110622188353248,0.314451408995329,-0.857673039063262,-47.3449352967425,2241,0.82368792574106,106,100,NA,"EGFR inhibitor","23919058"
"238","MRS-1845","HA1E","trt_cp","down",-0.221447363029218,0.110622188353248,0.314451408995329,-0.857579211408393,-57.5189647478804,2241,0,106,100,"ORAI1","Calcium channel blocker","5202074"
