"","pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss","MOA","Target","Disease.Area","Indication","Phase"
"86","RS-79948","HA1E","trt_cp","down",-0.286843497430468,0.00159862923782317,0.0131026583294813,-1.00164044342266,-78.6256135653726,2241,0.0179935992299899,100,29,NA,"Adrenergic receptor antagonist","9908992","adrenergic receptor antagonist","ADRA2A","","","Preclinical"
"87","fipronil","HA1E","trt_cp","down",-0.286647662362039,0.00159862923782317,0.0131026583294813,-1.00095659900389,-77.6885319053994,2241,0,100,29,"GABRB3","Chloride channel blocker; GABA gated chloride channel blocker","3352","chloride channel blocker, GABA gated chloride channel blocker","","infectious disease","flea control","Launched"
"88","L-693403","HA1E","trt_cp","down",-0.285991773285401,0.00174604805509647,0.0141220317529063,-0.998666273333465,-64.2570281124498,2241,0,100,29,"SIGMAR1","Sigma receptor agonist; Sigma receptor antagonist","4687238","sigma receptor agonist, sigma receptor antagonist","DRD2, SIGMAR1","","","Preclinical"
"89","zolantidine","HA1E","trt_cp","down",-0.285176071390876,0.00190314973195451,0.0151842272711287,-0.995817890802042,-70.8165997322624,2241,-0.0298745367240611,100,29,NA,"Histamine receptor antagonist","23640915","histamine receptor antagonist","","","","Preclinical"
"90","talniflumate","HA1E","trt_cp","down",-0.284509333546352,0.00190314973195451,0.0151842272711287,-0.993489681878998,-66.5327978580991,2241,-0.824349416202183,100,29,"CLCA1; CLCNKA","Cyclooxygenase inhibitor","48229","cyclooxygenase inhibitor","CLCA1","neurology/psychiatry","pain relief","Launched"
"91","dicycloverine","HA1E","trt_cp","down",-0.283864032961492,0.00207102223014839,0.016336405356797,-0.991236330592492,-79.5180722891566,2241,0,100,29,"CHRM1","Acetylcholine receptor antagonist","3042","acetylcholine receptor antagonist","CHRM1, CHRM2, CHRM3","gastroenterology","irritable bowel syndrome","Launched"
"92","T-0156","HA1E","trt_cp","down",-0.28293353017139,0.00225214610247059,0.0175244880266066,-0.987987070157334,-58.322177599286,2241,0,100,29,"PDE5A","Phosphodiesterase inhibitor","5368","phosphodiesterase inhibitor","PDE5A","","","Preclinical"
"93","naproxen","HA1E","trt_cp","down",-0.282069797360842,0.00244839264313301,0.0188315200515181,-0.984970966522055,-73.4939759036145,2241,-0.607044773609475,100,29,"AKR1C2; AKR1C3; CYP2C9; LTF; PNLIP; TF","Cyclooxygenase inhibitor","1302","cyclooxygenase inhibitor","PTGS1, PTGS2","neurology/psychiatry, rheumatology, dental, otolaryngology, endocrinology","pain relief, rheumatoid arthritis, headache, toothache, backache, muscle pain, common cold, fever","Launched"
"94","picotamide","HA1E","trt_cp","down",-0.281421299328366,0.00266420073608011,0.0201640331072624,-0.982706449938527,-60.9549308344489,2241,0,100,29,"PPBP; TBXA2R; TBXAS1","Thromboxane receptor antagonist; Thromboxane synthase inhibitor","4814","thromboxane receptor antagonist, thromboxane synthase inhibitor","TBXA2R","hematology","thrombosis","Launched"
"95","PK-11195","HA1E","trt_cp","down",-0.281381504702051,0.00266420073608011,0.0201640331072624,-0.982567489468777,-47.6572958500669,2241,0,100,29,"NR1I2; NR1I3; TSPO","Benzodiazepine receptor antagonist","1345","benzodiazepine receptor antagonist","TSPO","","","Phase 1"
"96","CITCO","HA1E","trt_cp","down",-0.280000297721058,0.00289317316621545,0.0216122669093948,-0.977744396788298,-66.8897813476127,2241,0.0287914202778009,100,29,"NR1I3","CAR agonist","9600409","constitutive androstane receptor (CAR) agonist","NR1I3","","","Preclinical"
"97","RHC-80267","HA1E","trt_cp","down",-0.279271623241387,0.00313813863409187,0.0231264110115982,-0.975199908816749,-66.0865684962071,2241,0,100,29,"DAGLA; DAGLB; LIPC; LIPE; LIPG","Triacylglycerol lipase inhibitor","5063","triacylglycerol lipase inhibitor","DAGLA, DAGLB","","","Preclinical"
"98","indirubin-3-monoxime","HA1E","trt_cp","down",-0.279248183324478,0.00313813863409187,0.0231264110115982,-0.97511805802014,-68.8978134761267,2241,0.0275681270314282,100,29,NA,NA,"3707","CDK inhibitor, glycogen synthase kinase inhibitor","CDK1, CDK2, CDK5, CDK5R1, GSK3B","","","Preclinical"
"99","lovastatin","HA1E","trt_cp","down",-0.277005309652014,0.00369260746091965,0.0265691981327734,-0.967286076469392,-48.0589022757697,2241,-0.349706696544294,100,29,"APOA1; APOB; CYP2C9; CYP3A5; HDAC2; HMGCR; ITGAL; LDLR; LMNA; NR1I2; RAF1; RASD1; RHOA; RHOB","HMGCR inhibitor","3565209","HMGCR inhibitor","HDAC2, HMGCR, ITGAL, NR1I2","cardiology, endocrinology","coronary heart disease, myocardial infarction, hypercholesterolemia","Launched"
"100","benzoxiquine","HA1E","trt_cp","down",-0.276374786330275,0.00400060943265449,0.0283985182402023,-0.965084326507364,-64.8817492190986,2241,0,100,29,NA,"Anti-infective","6855","antiinfective drug","","","","Preclinical"
"101","atomoxetine","HA1E","trt_cp","down",-0.276110222118437,0.00400060943265449,0.0283985182402023,-0.96416048400498,-50.2454261490406,2241,0,100,29,"GRIN1; GRIN2A; GRIN2B; GRIN2C; GRIN2D; GRIN3A; GRIN3B; SLC6A2; SLC6A3; SLC6A4","Norepinephrine transporter inhibitor","54840","norepinephrine transporter inhibitor","GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry","attention-deficit/hyperactivity disorder (ADHD)","Launched"
"102","AM-281","HA1E","trt_cp","down",-0.273752107243059,0.00468130358184425,0.032389940892387,-0.955926087023441,-70.3703703703704,2241,-0.0191185217404688,100,29,"CNR1; CNR2; GPR55","Cannabinoid receptor antagonist","4302962","cannabinoid receptor antagonist","CNR1, CNR2, GPR55","","","Preclinical"
"103","ICI-89406","HA1E","trt_cp","down",-0.273560812499234,0.00468130358184425,0.032389940892387,-0.955258097148315,-50.2454261490406,2241,-0.0281333407356238,100,29,"ADRB1; ADRB2","Adrenergic receptor antagonist","123686","adrenergic receptor antagonist","ADRB1, ADRB2","","","Phase 1"
"104","SKF-81297","HA1E","trt_cp","down",-0.273388879627257,0.00506602861626627,0.0346450016501686,-0.954657717778839,-63.9000446229362,2241,0,100,29,"DRD1","Dopamine receptor agonist","11957706","dopamine receptor agonist","DRD1, DRD5","","","Preclinical"
"105","fluvastatin","HA1E","trt_cp","down",-0.27074422893527,0.00591107026757636,0.0394724128475355,-0.945422754757019,-48.8174921909862,2241,-0.941504514070097,100,29,"APOA1; APOB; APOE; CYBA; CYP2C8; CYP2C9; F3; HMGCR; ICAM1; LDLR; RHOA; SELP; SERPINE1","HMGCR inhibitor","1548972","HMGCR inhibitor","HMGCR","endocrinology, cardiology","hypercholesterolemia, congenital heart defects","Launched"
"106","phentolamine","HA1E","trt_cp","down",-0.269834688586263,0.00637667437857474,0.0420560344061109,-0.942246693920183,-63.2753235162874,2241,-0.0282674008176053,100,29,"ADCY10; ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C","Adrenergic receptor antagonist","66148","adrenergic receptor antagonist","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C","endocrinology, cardiology","pheochromocytoma, hypertension","Launched"
"107","EMD-386088","HA1E","trt_cp","down",-0.268273300498885,0.007416722294151,0.047857749192643,-0.936794419525935,-55.5109326193664,2241,0,100,29,"HTR6","Serotonin receptor agonist","10131112","serotonin receptor agonist","HTR6","","","Preclinical"
"108","trequinsin","HA1E","trt_cp","down",-0.267492058127485,0.00798516054986283,0.050861543760152,-0.934066367601038,-61.0887996430165,2241,-0.903268188601045,100,29,"PDE4A; PDE4B; PDE4C; PDE4D; PDE5A; PTGIR","Phosphodiesterase inhibitor","5537","phosphodiesterase inhibitor","PDE5A","","","Phase 1"
"109","haloperidol","HA1E","trt_cp","down",-0.2666711309625,0.00798516054986283,0.050861543760152,-0.931199738735753,-68.6300758589915,2241,-0.0129039177310302,100,29,"ADCY10; AKR1C1; APITD1-CORT; CYP3A7; DCXR; DRD1; DRD3; DRD4; FOS; GAD1; GRIN1; GRIN2B; HRH1; HTR1D; HTR2B; HTR7; KCNH1; MCHR1; PENK; SLC18A2; TH","Dopamine receptor antagonist; Psychoactive drug","3559","dopamine receptor antagonist","DRD1, DRD2, DRD3, DRD4, DRD5, GRIN2B, HRH1, HTR1A, HTR1D, HTR2A, HTR2B, HTR7, KCNH1","neurology/psychiatry","schizophrenia, Tourette's disorder","Launched"
"110","SJ-172550","HA1E","trt_cp","down",-0.266659078509815,0.00798516054986283,0.050861543760152,-0.931157652287358,-41.4993306559572,2241,0,100,29,"MDM4","MDM inhibitor","1317466","MDM inhibitor","MDM4","","","Preclinical"
"111","cromakalim","HA1E","trt_cp","down",-0.26548313057769,0.00925109108420132,0.0578662232020629,-0.927051312005197,-56.4480142793396,2241,0,100,29,"ABCC9; KCNJ5; KCNJ8","Potassium channel activator","71191","","KCNJ8","","","Phase 2"
"112","calpeptin","HA1E","trt_cp","down",-0.263931301719883,0.00993996670575931,0.0615054678779958,-0.921632417872422,-60.4194556001785,2241,0,100,29,NA,"Calpain inhibitor","2532","calpain inhibitor","","","","Preclinical"
"113","U-18666A","HA1E","trt_cp","down",-0.263729309710956,0.00993996670575931,0.0615054678779958,-0.920927073783391,-41.3654618473896,2241,0.748037332608256,100,29,NA,"Oxidosqualene cyclase inhibitor","415541","oxidosqualene cyclase inhibitor","","","","Preclinical"
"114","L-689560","HA1E","trt_cp","down",-0.262458105248602,0.0114617205662501,0.0695451320758637,-0.916488103359591,-69.2994199018295,2241,0,100,29,"GRIN1; GRIN2A; GRIN2B; GRIN2C; GRIN2D","Glutamate receptor antagonist","4267713","glutamate receptor antagonist","GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D","","","Preclinical"
"115","alfadolone-acetate","HA1E","trt_cp","down",-0.262411620419101,0.0114617205662501,0.0695451320758637,-0.916325781097974,-63.9446675591254,2241,0,100,29,NA,NA,"24733","benzodiazepine receptor agonist","","","","Phase 2"
"116","KN-93","HA1E","trt_cp","down",-0.26144533763455,0.0122900293658284,0.0738591067786073,-0.912951579048914,-51.0932619366354,2241,0.0254967512516043,100,29,"CAMK2A","Calcium-calmodulin dependent protein kinase inhibitor","5312122","calcium/calmodulin dependent protein kinase inhibitor","CAMK2A","","","Preclinical"
"117","ondansetron","HA1E","trt_cp","down",-0.260784601936514,0.0122900293658284,0.0738591067786073,-0.910644329264643,-54.5738509593931,2241,-0.911254122634055,100,29,"CYP2D6; CYP3A5; HTR1B; HTR3A; HTR3B; HTR3C; HTR3D; HTR3E; HTR4; OPRM1; SSTR1","Serotonin receptor antagonist","4595","serotonin receptor antagonist","HTR3A, HTR3B","gastroenterology","nausea, vomiting","Launched"
"118","wiskostatin","HA1E","trt_cp","down",-0.259217905043797,0.0141064467869857,0.0831976217328944,-0.9051735168377,-60.6425702811245,2241,0,100,29,"WAS; WASL","Neural Wiskott-Aldrich syndrome protein inhibitor","2775510","actin related protein inhibitor, neural Wiskott-Aldrich syndrome protein inhibitor","WASL","","","Preclinical"
"119","PETCM","HA1E","trt_cp","down",-0.258679181066638,0.0141064467869857,0.0831976217328944,-0.903292324730513,-62.1151271753681,2241,-0.0180658464946103,100,29,"CASP3","Caspase activator","224859","caspase activator","CASP3","","","Preclinical"
"120","zamifenacin","HA1E","trt_cp","down",-0.258148454872915,0.0150961655919563,0.0882308770118203,-0.901439060407707,-58.5006693440428,2241,-0.0180287812081542,100,29,"TNF","Acetylcholine receptor antagonist","3086618","acetylcholine receptor antagonist","CHRM3","","","Phase 3"
"121","NVP-AUY922","HA1E","trt_cp","down",-0.258007500138539,0.0150961655919563,0.0882308770118203,-0.900946854853434,-54.3507362784471,2241,-0.97032693737053,100,29,"HSP90AA1; HSP90AA2; HSP90AB1; HSP90B1; TRAP1","HSP inhibitor","10096043","HSP inhibitor","HSP90AA1, HSP90AB1","","","Phase 2"
"122","PIT","HA1E","trt_cp","down",-0.257921557698391,0.0150961655919563,0.0882308770118203,-0.900646748960742,-42.0348058902276,2241,0,100,29,"P2RY1","Purinergic receptor antagonist","124334","purinergic receptor antagonist","P2RY1","","","Preclinical"
"123","U-54494A","HA1E","trt_cp","down",-0.257874787244636,0.0150961655919563,0.0882308770118203,-0.900483429316207,-68.9870593485051,2241,0,100,29,NA,"Opioid receptor agonist","122015","opioid receptor agonist","OPRK1","","","Preclinical"
"124","flavoxate","HA1E","trt_cp","down",-0.256031465437854,0.0172592511454823,0.099021990716827,-0.894046659131576,-42.7487728692548,2241,0,100,29,"CHRM1","Acetylcholine receptor antagonist","3354","acetylcholine receptor antagonist","CHRM1, CHRM2","urology","urinary incontinence, interstitial cystitis (IC), urethritis, prostatitis","Launched"
"125","benzbromarone","HA1E","trt_cp","down",-0.253849292971338,0.019688430384091,0.110787499293656,-0.886426642583996,-55.1539491298527,2241,0,100,29,"ABCC1; CYP2C9; SLC22A12","Chloride channel blocker","2333","chloride channel blocker","ABCC1","rheumatology","gout","Launched"
"126","proxyfan","HA1E","trt_cp","down",-0.252776404325484,0.0210093900237998,0.117130599045705,-0.88268017920378,-42.9272646140116,2241,0,100,29,"HRH3","Histamine receptor modulator","6421522","histamine receptor modulator","HRH3","","","Preclinical"
"127","UCL-2077","HA1E","trt_cp","down",-0.251540867938002,0.0223870759892107,0.123715784531045,-0.878365759577369,-50.6916555109326,2241,0,100,29,NA,"Slow after hyperpolarization channel blocker","24868317","slow afterhyperpolarization channel blocker","","","","Preclinical"
"128","clomipramine","HA1E","trt_cp","down",-0.24858354472007,0.0269838449429949,0.145156218916104,-0.868038962679798,-47.3449352967425,2241,0,100,29,"HTR2B; SLC6A2; SLC6A3; SLC6A4","Serotonin transporter inhibitor (SERT)","2801","serotonin transporter (SERT) inhibitor","GSTP1, HTR2A, HTR2B, HTR2C, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry","obsessive compulsive disorder (OCD)","Launched"
"129","HA-1004","HA1E","trt_cp","down",-0.24842661842895,0.0286771268531633,0.152975744824605,-0.8674909853987,-38.9112003569835,2241,-0.686869188014759,100,29,NA,"Calcium channel blocker","3546","calcium channel blocker","","","","Phase 2"
"130","SKF-86002","HA1E","trt_cp","down",-0.247648834594194,0.0286771268531633,0.152975744824605,-0.864775010478193,-41.5439535921464,2241,0,100,29,"ALOX5; MAPK14","p38 MAPK inhibitor","5228","p38 MAPK inhibitor","ALOX5, MAPK14","","","Preclinical"
"131","UK-356618","HA1E","trt_cp","down",-0.246672054153461,0.0304563795009032,0.160861208636192,-0.861364151237713,-50.3792949576082,2241,0,100,29,"MMP13; MMP14; MMP2; MMP3; MMP9","Metalloproteinase inhibitor","10370504","metalloproteinase inhibitor","MMP13, MMP14, MMP2, MMP3, MMP9","","","Preclinical"
"132","loxapine","HA1E","trt_cp","down",-0.246341990844239,0.0323253672338734,0.169563357676051,-0.860211589780443,-30.2989736724676,2241,0,100,29,"ADRA1A; ADRA1B; ADRA2B; ADRA2C; ADRB1; CHRM1; CHRM4; CHRM5; DRD1; DRD3; DRD4; HRH1; HRH2; HRH4; HTR1B; HTR1D; HTR1E; HTR3A; HTR5A; HTR6; HTR7; SLC6A2; SLC6A3; SLC6A4","Dopamine receptor antagonist; Dopamine receptor ligand; Serotonin receptor antagonist","3964","dopamine receptor antagonist, serotonin receptor antagonist","ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, ADRB1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2C, HTR3A, HTR5A, HTR6, HTR7, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry","schizophrenia","Launched"
"133","trifluoperazine","HA1E","trt_cp","down",-0.245953787972866,0.0323253672338734,0.169563357676051,-0.858856008427881,-46.7202141900937,2241,0,100,29,"ABCG2; ADCY10; ADRA1A; ANXA7; CALM1; CALM2; CALM3; CALY; CAMK2A; DHCR24; DRD4; EBP; EBPL; HRH1; MYLK3; S100A4; SCN4A; SCN9A; SEC23IP; TNNC1","Dopamine receptor antagonist","5566","dopamine receptor antagonist","ADRA1A, CALM1, CALY, DRD2, DRD4, HRH1, HTR2A, HTR2C, S100A4, TNNC1","neurology/psychiatry","schizophrenia","Launched"
"134","NNC-711","HA1E","trt_cp","down",-0.244242125159595,0.0363066327065934,0.187535979843116,-0.852878983622952,-44.9352967425257,2241,0,100,29,"SIGMAR1; SLC6A1","GAT inhibitor","4515","GABA uptake inhibitor","SIGMAR1, SLC6A1","","","Preclinical"
"135","kenpaullone","HA1E","trt_cp","down",-0.244038983782171,0.0363066327065934,0.187535979843116,-0.852169626007447,-38.7327086122267,2241,0,100,29,"CCNB1; CDK1; CDK2; CDK5; CDK9; GSK3A; GSK3B; LCK; MAP4K2; MAP4K4; MAP4K5; MINK1; NUAK1","CDK inhibitor; Glycogen synthase kinase inhibitor","3820","CDK inhibitor, glycogen synthase kinase inhibitor","CCNB1, CDK1, CDK5, GSK3B","","","Preclinical"
"136","mefexamide","HA1E","trt_cp","down",-0.243912855240667,0.0363066327065934,0.187535979843116,-0.851729192637431,-39.2235609103079,2241,0,100,29,NA,"Psychoactive drug","4045","psychoactive drug","","","","Preclinical"
"137","gabazine","HA1E","trt_cp","down",-0.242713584699554,0.0384308997848403,0.19669567106717,-0.847541411190947,-37.7510040160643,2241,0.29715649996451,100,29,"GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRG2","GABA receptor antagonist","107895","GABA receptor antagonist","GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRG2","","","Preclinical"
"138","toltrazuril","HA1E","trt_cp","down",-0.242139947729596,0.0406627445210355,0.206303498256647,-0.845538304988089,-49.9776885319054,2241,0,100,29,NA,"Antiprotozoal","68591","antiprotozoal agent","","infectious disease","coccidiosis","Launched"
"139","CNQX","HA1E","trt_cp","down",-0.242126030171796,0.0406627445210355,0.206303498256647,-0.845489705703492,-64.301651048639,2241,0.0164347166168795,100,29,"GRIA1; GRIA3; GRIA4","Glutamate receptor antagonist","3721046","glutamate receptor antagonist","GRIA1, GRIA2, GRIA3, GRIA4","","","Phase 1"
"140","desmethylclozapine","HA1E","trt_cp","down",-0.240985092113738,0.0429869136914285,0.216707613602818,-0.841505617820629,-43.9535921463632,2241,-0.844623996900937,100,29,"CHRM1; DRD3","Acetylcholine receptor agonist","2820","acetylcholine receptor agonist","HTR2C","","","Phase 2"
"141","exemestane","HA1E","trt_cp","down",-0.240372004917976,0.0454072586806183,0.227511554723778,-0.839364753774135,-47.0771976796073,2241,0,100,29,"CYP19A1","Aromatase inhibitor","60198","aromatase inhibitor","CYP19A1","oncology","breast cancer","Launched"
"142","nomegestrol-acetate","HA1E","trt_cp","down",-0.239793965755304,0.0454072586806183,0.227511554723778,-0.837346275375978,-43.462739848282,2241,-0.0250200921817573,100,29,NA,NA,"91668","progesterone receptor agonist","PGR","endocrinology","contraceptive","Launched"
"143","nimodipine","HA1E","trt_cp","down",-0.23966853437305,0.0454072586806183,0.227511554723778,-0.836908276444627,-38.5988398036591,2241,0,100,29,"AHR; CACNA1C; CACNA1D; CACNA1F; CACNA1S; CACNB1; CACNB2; CACNB3; CACNB4; CFTR; NR3C2","Calcium channel blocker","4497","calcium channel blocker","CFTR, NR3C2","hematology","hemorrhage","Launched"
"144","DMeOB","HA1E","trt_cp","down",-0.239051167481929,0.0479388803977101,0.238583407792632,-0.834752467956318,-36.5015618027666,2241,0,100,29,NA,NA,"6891506","glutamate receptor modulator","GRM5","","","Preclinical"
"145","CGP-13501","HA1E","trt_cp","down",-0.239033243549988,0.0479388803977101,0.238583407792632,-0.834689878651354,-46.0954930834449,2241,0,100,29,"GABBR1","GABA receptor modulator","3519541","GABA receptor modulator","GABBR1","","","Preclinical"
"146","betamethasone-acetate","HA1E","trt_cp","down",-0.238603113143152,0.0479388803977101,0.238583407792632,-0.833187888837076,-45.5153949129853,2241,0,100,29,NA,NA,"443967","glucocorticoid receptor agonist","NR3C1","dermatology","corticosteroid-responsive dermatoses","Launched"
"147","zatebradine","HA1E","trt_cp","down",-0.238136880059834,0.0505539052626407,0.250027472045837,-0.831559830622417,-34.6273984828202,2241,0,100,29,"HCN1; HCN2; HCN3; HCN4","HCN channel blocker","65637","HCN channel blocker","HCN1, HCN2, HCN3, HCN4","","","Phase 3"
"148","mepacrine","HA1E","trt_cp","down",-0.233327350403761,0.0651635561187426,0.31119779538532,-0.8147652389356,-42.7041499330656,2241,0,100,29,"AKT1; MTOR; NFKB1; PLA2G1B; PLA2G2A; PLA2G2D; PLA2G4A; PLA2G6; PLCL1; TP53","Cytokine production inhibitor; NFkB pathway inhibitor; TP53 activator","237","cytokine production inhibitor, NFkB pathway inhibitor, TP53 activator","PLA2G1B","infectious disease","giardiasis","Launched"
"149","GW-6471","HA1E","trt_cp","down",-0.232354447837775,0.0684082279675016,0.314451408995329,-0.81136792100324,-44.6675591253904,2241,-0.024341037630097,100,29,"PPARA","PPAR receptor antagonist","44634742","PPAR receptor antagonist","PPARA","","","Preclinical"
"150","letrozole","HA1E","trt_cp","down",-0.231736710951011,0.0684082279675016,0.314451408995329,-0.809210820512136,-38.8665774207943,2241,-0.810514273684236,100,29,"CYP19A1","Aromatase inhibitor","3902","aromatase inhibitor","CYP19A1","oncology","breast cancer","Launched"
"151","erythromycin","HA1E","trt_cp","down",-0.229029127135586,0.0787549835719951,0.314451408995329,-0.799756098763934,-37.4386434627398,2241,0,100,29,"ABCB1; ALB; CYP3A4; CYP51A1; KCNH2; MLNR; SLC47A1","NFkB pathway inhibitor","3256","NFkB pathway inhibitor","MLNR","infectious disease","listeria, respiratory tract infections, skin infections, syphilis, amebiasis, pelvic inflammatory disease, chlamydia, diphtheria, erythrasma","Launched"
"152","GW-3965","HA1E","trt_cp","down",-0.225310922040428,0.0939448009114856,0.314451408995329,-0.786772347576919,-34.7612672913878,2241,0,100,29,"ABCA1; NR1H2; NR1H3","ABC transporter expression enhancer; LXR agonist","447905","LXR agonist","NR1H2, NR1H3","","","Preclinical"
"153","IRL-2500","HA1E","trt_cp","down",-0.225007668438567,0.0939448009114856,0.314451408995329,-0.785713404024221,-38.3757251227131,2241,-0.0235714021207265,100,29,"EDNRB; HBA2; HBB","Endothelin receptor antagonist","4574540","endothelin receptor antagonist","EDNRB","","","Preclinical"
"154","LFM-A13","HA1E","trt_cp","down",-0.222950151289821,0.102095114055165,0.314451408995329,-0.778528676436943,-37.6617581436859,2241,0,100,29,"BTK","BTK inhibitor","9906875","Bruton's tyrosine kinase (BTK) inhibitor","BTK","","","Preclinical"
"155","simvastatin","HA1E","trt_cp","down",-0.221930108789131,0.106317232500342,0.314451408995329,-0.774966748654533,-28.0232039268184,2241,-0.0387483374327265,100,29,"APOA1; APOE; COG2; CYP2C8; CYP3A4; CYP3A5; HMGCR; ITGAL; ITGB2; LDLR; PON1","HMGCR inhibitor","54454","HMGCR inhibitor","HMGCR, ITGB2","endocrinology, cardiology, neurology/psychiatry","hypercholesterolemia, coronary heart disease, myocardial infarction, stroke, hyperlipidemia","Launched"
"156","altanserin","HA1E","trt_cp","down",-0.219317157137367,0.119505026143938,0.314451408995329,-0.765842476797024,-36.9924141008478,2241,-0.0229752743039106,100,29,NA,"Serotonin receptor antagonist","3033677","serotonin receptor antagonist","HTR2A","","","Phase 2"
"157","digoxigenin","HA1E","trt_cp","down",-0.218679166041325,0.119505026143938,0.314451408995329,-0.763614649811004,-36.0999553770638,2241,-0.02290843949433,100,29,"ATP1A1","Steroid","15478","steroid","","","","Preclinical"
"158","ABT-737","HA1E","trt_cp","down",-0.218551152969007,0.119505026143938,0.314451408995329,-0.763167635771402,-35.6537260151718,2241,-0.0303131496845806,100,29,"BAD; BCL2; BCL2L1; BCL2L2","BCL inhibitor","11228183","BCL inhibitor","BCL2, BCL2L1, BCL2L2","","","Phase 1/Phase 2"
"159","SR-27897","HA1E","trt_cp","down",-0.217570042041024,0.124057253943633,0.314451408995329,-0.759741654726844,-38.3311021865239,2241,0,100,29,"CCKAR","CCK receptor antagonist","122077","CCK receptor antagonist","CCKAR","","","Phase 2"
"160","anandamide","HA1E","trt_cp","down",-0.217222818629423,0.128673606208937,0.314451408995329,-0.758529171212039,-41.3208389112004,2241,0,100,29,"CACNA1G; CACNA1H; CACNA1I; CNR1; CNR2; FAAH2; GLRA1; GPR119; GPR18; GPR55; KCNA2; KCND3; KCNK3; KCNK9; PLD1; PLD2; PLD3; TRPM8; TRPV1","Cannabinoid receptor agonist","5281969","cannabinoid receptor agonist","CACNA1G, CACNA1H, CACNA1I, CNR1, CNR2, GLRA1, GPR18, GPR55, KCNA2, KCNK3, KCNK9, TRPM8, TRPV1","","","Phase 2"
"161","DMP-543","HA1E","trt_cp","down",-0.215691106085498,0.133358826453085,0.314451408995329,-0.753180522051656,-26.9522534582776,2241,0,100,29,NA,"Acetylcholine release stimulant","9887884","acetylcholine release enhancer","","","","Phase 2"
"162","fluocinolone-acetonide","HA1E","trt_cp","down",-0.215289343679277,0.138118354484833,0.314451408995329,-0.751777591609367,-47.1218206157965,2241,-0.0150355518321873,100,29,NA,NA,"6215","glucocorticoid receptor agonist","NR3C1, SERPINA6","dermatology","seborrheic dermatitis","Launched"
"163","melperone","HA1E","trt_cp","down",-0.211732555356027,0.152643166083584,0.314451408995329,-0.739357498195452,-33.6903168228469,2241,0,100,29,NA,"Dopamine receptor antagonist; Serotonin receptor antagonist","15387","dopamine receptor antagonist, serotonin receptor antagonist","DRD2, HTR2A","neurology/psychiatry","psychosis","Launched"
"164","sildenafil","HA1E","trt_cp","down",-0.211066326179,0.157560361532301,0.314451408995329,-0.73703106550907,-36.4123159303882,2241,0,100,29,"C1S; PDE11A; PDE5A; PDE6C; PDE6G; PDE6H; SLCO1B1; SLCO1B3","Phosphodiesterase inhibitor","5212","phosphodiesterase inhibitor","PDE5A, PDE6G, PDE6H, SLCO1B1, SLCO1B3","urology","erectile dysfunction","Launched"
"165","CGP-53353","HA1E","trt_cp","down",-0.20939689171226,0.167478438447628,0.314451408995329,-0.731201499580227,-29.6742525658188,2241,-0.737235134442649,100,29,"EGFR; PRKCB","EGFR inhibitor; PKC inhibitor","6711154","EGFR inhibitor, PKC inhibitor","EGFR, PRKCB","","","Preclinical"
"166","atovaquone","HA1E","trt_cp","down",-0.205992153399094,0.182443918074043,0.314451408995329,-0.719312355763871,-36.2338241856314,2241,-0.0143862471152774,100,29,"DHODH","Mitochondrial electron transport inhibitor","44483269","mitochondrial electron transport inhibitor","","infectious disease","pneumonia","Launched"
"167","nitrendipine","HA1E","trt_cp","down",-0.194474645644202,0.239193591435287,0.314451408995329,-0.679093903269473,-31.0129406514949,2241,0,100,29,"CACNA1C; CACNA1D; CACNA1H; CACNA1S; CACNA2D1; CACNA2D2; CACNB2; CACNG1; KCNN4","Calcium channel blocker","4507","calcium channel blocker","CACNA1D, CACNA2D1, KCNN4","cardiology","hypertension","Launched"
"168","probucol","HA1E","trt_cp","down",-0.193626162817282,0.239193591435287,0.314451408995329,-0.676131051670587,-23.9178937974119,2241,0,100,29,"ABCA1; ABCB11; APOA1; APOA2; APOB; APOE; CES1; CETP; SCARB1; SELE; VCAM1","Atherogenesis inhibitor","4912","atherogenesis inhibitor","ABCA1, ABCB11, CES1","cardiology","coronary artery disease (CAD)","Launched"
"169","clemastine","HA1E","trt_cp","down",-0.186368645914459,0.269716053732951,0.314451408995329,-0.650788234023295,-31.9500223114681,2241,0,100,29,"HRH1","Histamine receptor antagonist","26987","histamine receptor antagonist","HRH1","allergy","allergic rhinitis, urticaria","Launched"
