"","pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss"
"126","PK-11195","HA1E","trt_cp","down",-0.241433115725059,0.0429869136914285,0.314451408995329,-0.982478727810959,-47.6572958500669,2241,0,100,100,"NR1I2; NR1I3; TSPO","Benzodiazepine receptor antagonist","1345"
"127","BRD-K25150581","HA1E","trt_cp","down",-0.240555936573031,0.0429869136914285,0.314451408995329,-0.978909168371033,-77.2423025435074,2241,0,100,100,NA,NA,"12179987"
"128","phenamil","HA1E","trt_cp","down",-0.240344339218463,0.0454072586806183,0.314451408995329,-0.978048102153588,-73.9402052655065,2241,0,100,100,"PKD2L1","TRPV antagonist","135403792"
"129","SA-419083","NKDBA","trt_cp","down",-0.240104763392475,0.0454072586806183,0.314451408995329,-1.14583064961263,NA,229,0,100,100,NA,NA,"44505047"
"130","BRD-K00640357","HA1E","trt_cp","down",-0.239126949324972,0.0479388803977101,0.314451408995329,-0.973094102076938,-53.3244087460955,2241,0,100,100,NA,NA,"2941340"
"131","diloxanide","HA1E","trt_cp","down",-0.238255394034041,0.0505539052626407,0.314451408995329,-0.969547428163217,-78.6702365015618,2241,0,100,100,NA,"Protein synthesis inhibitor","11367"
"132","bezafibrate","HA1E","trt_cp","down",-0.237831146669745,0.0505539052626407,0.314451408995329,-0.967821012093494,-72.5568942436412,2241,-0.358093774474592,100,100,"APOA1; APOA2; APOB; APOE; CETP; CRAT; HBE1; HBG1; HBG2; HSD11B1; LPL; NR1I2; PPARA; PPARD; PPARG; RXRA; RXRB; RXRG; SERPINE1; UCP3","PPAR receptor agonist","39042"
"133","PSH-024","HA1E","trt_cp","down",-0.237694669453863,0.0505539052626407,0.314451408995329,-0.967265636907982,-75.5466309683177,2241,-0.0193453127381597,100,100,NA,NA,"24747169"
"134","fluperlapine","HA1E","trt_cp","down",-0.237395640514377,0.0532625383566355,0.314451408995329,-0.966048779928098,-70.2365015618028,2241,0,100,100,"HTR6; HTR7","Serotonin receptor antagonist","49381"
"135","alfadolone-acetate","HA1E","trt_cp","down",-0.236731411991552,0.0532625383566355,0.314451408995329,-0.963345793669894,-68.2284694332887,2241,0,100,100,NA,NA,"24733"
"136","BRD-K22587354","HA1E","trt_cp","down",-0.236383716233515,0.0560728741151226,0.314451408995329,-0.961930893791739,-81.3476126729139,2241,0,100,100,NA,NA,"71576776"
"137","PETCM","HA1E","trt_cp","down",-0.23633588389191,0.0560728741151226,0.314451408995329,-0.961736246682177,-69.3440428380187,2241,-0.0192347249336436,100,100,"CASP3","Caspase activator","224859"
"138","ditolylguanidine","HA1E","trt_cp","down",-0.235488506830737,0.0589969453950692,0.314451408995329,-0.958287962735973,-53.4582775546631,2241,0,100,100,"GRIN1; GRIN2A; GRIN2B; SIGMAR1","Sigma receptor agonist","7333"
"139","ingenol","NKDBA","trt_cp","down",-0.235076007194157,0.0589969453950692,0.314451408995329,-1.1218323627813,NA,229,1.20695947122734,100,100,"PRKCE","PKC activator","5225086"
"140","quinethazone","HA1E","trt_cp","down",-0.235054561622736,0.0589969453950692,0.314451408995329,-0.956522082630355,-72.5568942436412,2241,-0.0191304416526071,100,100,"CA1; SLC12A1; SLC12A2; SLC12A3","Thiazide diuretic","6307"
"141","atomoxetine","HA1E","trt_cp","down",-0.233877738875792,0.0620255045215908,0.314451408995329,-0.951733164955145,-49.5760821062026,2241,0,100,100,"GRIN1; GRIN2A; GRIN2B; GRIN2C; GRIN2D; GRIN3A; GRIN3B; SLC6A2; SLC6A3; SLC6A4","Norepinephrine transporter inhibitor","54840"
"142","eicosadienoic-acid","HA1E","trt_cp","down",-0.233247953192276,0.0651635561187426,0.314451408995329,-0.949170339075702,-75.5466309683177,2241,-0.0189834067815141,100,100,NA,NA,"6439848"
"143","hyoscyamine","HA1E","trt_cp","down",-0.233120640157485,0.0651635561187426,0.314451408995329,-0.948652256259767,-46.1847389558233,2241,-0.275800877813528,100,100,"CHRM1; CHRM4","Acetylcholine receptor antagonist","154417"
"144","raloxifene","HA1E","trt_cp","down",-0.232961918945455,0.0651635561187426,0.314451408995329,-0.948006362203337,-70.3257474341812,2241,0,100,100,"ACVRL1; AOX1; BGLAP; EBP; ENG; ESR1; ESR2; PTGR1; RAC1; SERPINB9; SHBG; TFF1","Estrogen receptor antagonist; Selective estrogen receptor modulator (SERM)","5035"
"145","zolantidine","HA1E","trt_cp","down",-0.231643605568317,0.0684082279675016,0.314451408995329,-0.942641667945316,-62.2489959839357,2241,-0.0237854140071799,100,100,NA,"Histamine receptor antagonist","23640915"
"146","BRD-K28366444","HA1E","trt_cp","down",-0.23114230494631,0.0717489885981173,0.314451408995329,-0.940601694282707,-76.0374832663989,2241,0,100,100,NA,NA,"3234518"
"147","LFM-A13","HA1E","trt_cp","down",-0.230528325484782,0.0717489885981173,0.314451408995329,-0.938103189641152,-62.2489959839357,2241,0,100,100,"BTK","BTK inhibitor","9906875"
"148","KU-0063794","HA1E","trt_cp","down",-0.229660582794016,0.0751865778245804,0.314451408995329,-0.934572030577364,-61.2672913877733,2241,0,100,100,"MTOR","MTOR inhibitor","16736978"
"149","fluoxetine","HA1E","trt_cp","down",-0.228498220658972,0.0823824874017293,0.314451408995329,-0.92984195836559,-61.6242748772869,2241,0,100,100,"ANO1; CHRNA2; CHRNA3; CHRNB4; CKS1B; CYP2C9; HTR2B; KCNH2; SLC6A4","Selective serotonin reuptake inhibitor (SSRI)","3386"
"150","SR-27897","HA1E","trt_cp","down",-0.228396943049922,0.0823824874017293,0.314451408995329,-0.92942982311978,-59.8839803659081,2241,0,100,100,"CCKAR","CCK receptor antagonist","122077"
"151","luzindole","HA1E","trt_cp","down",-0.227573579571476,0.0823824874017293,0.314451408995329,-0.926079259132731,-63.2307005800982,2241,0,100,100,"MTNR1A; MTNR1B","Melatonin receptor antagonist","122162"
"152","BRD-K03552198","HA1E","trt_cp","down",-0.227415052797974,0.0861386100696779,0.314451408995329,-0.925434156317045,-61.7581436858545,2241,-0.0185086831263409,100,100,NA,NA,"1562008"
"153","carbamazepine","HA1E","trt_cp","down",-0.227180135667588,0.0861386100696779,0.314451408995329,-0.924478193491859,-57.1619812583668,2241,0,100,100,"ABCB1; CHRNA4; CHRNB2; CYP1A2; CYP2B6; CYP3A4; EPHX1; HDAC3; IMPA1; NR1I2; SCN10A; SCN11A; SCN1A; SCN3A; SCN4A; SCN5A; SCN7A; SCN8A; SHBG","Carboxamide antiepileptic","2554"
"154","BRD-K78883024","HA1E","trt_cp","down",-0.227135769140686,0.0861386100696779,0.314451408995329,-0.924297650036674,-69.7902721999107,2241,-0.0182937818522989,100,100,NA,NA,"56643192"
"155","benzanthrone","HA1E","trt_cp","down",-0.22693063015678,0.0861386100696779,0.314451408995329,-0.923462865266878,-55.86791610888,2241,-0.00923462865266879,100,100,NA,"Aromatic hydrocarbon derivative","6697"
"156","carbofuran","HA1E","trt_cp","down",-0.226327489314313,0.0899925622582848,0.314451408995329,-0.921008466889015,-52.6104417670683,2241,0,100,100,NA,"Cholinesterase inhibitor","2566"
"157","BRD-K73143528","HA1E","trt_cp","down",-0.22627111096113,0.0899925622582848,0.314451408995329,-0.920779042965353,-69.3440428380187,2241,-0.921363578054939,100,100,NA,NA,"2013455"
"158","BRD-K44878494","HA1E","trt_cp","down",-0.224714031778069,0.0939448009114856,0.314451408995329,-0.914442724228465,-62.2936189201249,2241,0,100,100,NA,NA,"24747232"
"159","mefexamide","HA1E","trt_cp","down",-0.224562186942667,0.0939448009114856,0.314451408995329,-0.913824812637245,-47.4341811691209,2241,0,100,100,NA,"Psychoactive drug","4045"
"160","XE-991","HA1E","trt_cp","down",-0.222852280336793,0.102095114055165,0.314451408995329,-0.90686658380534,-47.3895582329317,2241,0,100,100,"KCNQ1; KCNQ2; KCNQ3; KCNQ4; KCNQ5","Potassium channel blocker","656732"
"161","PD-98059","HA1E","trt_cp","down",-0.222267443232415,0.106317232500342,0.314451408995329,-0.904486669962284,-56.4926372155288,2241,-0.635103298384856,100,100,"AKT1; CHEK1; GSK3B; LCK; MAP2K1; MAP2K2; MAPK11; MAPK12; MAPK14; MAPK3; MAPK8; PRKCA; RAF1; ROCK1; RPS6KB1; SGK1","MAP kinase inhibitor; MEK inhibitor","4713"
"162","cortisone-acetate","HA1E","trt_cp","down",-0.221521301929923,0.106317232500342,0.314451408995329,-0.901450350957586,-58.8130298973672,2241,0,100,100,NA,NA,"5745"
"163","PJ-34","HA1E","trt_cp","down",-0.221448905697581,0.110622188353248,0.314451408995329,-0.901155744486407,-58.9022757697456,2241,0,100,100,"EEF2; PARP1; PARP15; PARP3","PARP inhibitor","4858"
"164","BRD-K25522720","HA1E","trt_cp","down",-0.221312952889517,0.110622188353248,0.314451408995329,-0.900602503306098,-51.896474788041,2241,0,100,100,NA,NA,"1400698"
"165","hydrastine-(1r,-9s)","HA1E","trt_cp","down",-0.221187531972095,0.110622188353248,0.314451408995329,-0.900092120200537,-51.673360107095,2241,0,100,100,NA,NA,"197834"
"166","Ro-04-6790","HA1E","trt_cp","down",-0.220272314153115,0.115029325573816,0.314451408995329,-0.896367767657759,-44.7121820615796,2241,0,100,100,"HTR6","Serotonin receptor antagonist","5312145"
"167","MAPP-D-erythro","HA1E","trt_cp","down",-0.22018991092725,0.115029325573816,0.314451408995329,-0.896032439108184,-55.86791610888,2241,0,100,100,NA,"Ceramidase inhibitor","124735"
"168","diphenidol","HA1E","trt_cp","down",-0.219944548668788,0.115029325573816,0.314451408995329,-0.895033971276532,-51.0486390004462,2241,0,100,100,"CHRM1; CHRM4","Acetylcholine receptor agonist","3055"
"169","SA-440772","NKDBA","trt_cp","down",-0.219433822841328,0.119505026143938,0.314451408995329,-1.04718455486144,NA,229,-0.701613651757167,100,100,NA,NA,"44495084"
"170","protein-tyrosine-phosphatase-inhibitor-IV","HA1E","trt_cp","down",-0.217828415668763,0.124057253943633,0.314451408995329,-0.886422660224609,-54.3953592146363,2241,0,100,100,"PTPN1; PTPN11","Tyrosine phosphatase inhibitor","6420094"
"171","benzbromarone","HA1E","trt_cp","down",-0.21781668364043,0.124057253943633,0.314451408995329,-0.886374918355245,-55.1539491298527,2241,0,100,100,"ABCC1; CYP2C9; SLC22A12","Chloride channel blocker","2333"
"172","temefos","HA1E","trt_cp","down",-0.21726311556792,0.128673606208937,0.314451408995329,-0.884122249519808,-46.1847389558233,2241,0,100,100,NA,"Cholinesterase inhibitor","5392"
"173","adipiodone","HA1E","trt_cp","down",-0.215295385542058,0.138118354484833,0.314451408995329,-0.876114843880038,-51.1825078090138,2241,0,100,100,"ALB","Contrast agent","3739"
"174","quercetagetin","HA1E","trt_cp","down",-0.213712530249826,0.14291145701622,0.314451408995329,-0.869673632825993,-46.7648371262829,2241,0,100,100,"MAPK8; PIM1","PIM inhibitor","386331"
"175","BRD-K70229243","HA1E","trt_cp","down",-0.211178164211303,0.157560361532301,0.314451408995329,-0.859360380172738,-47.7465417224453,2241,0.0174034099666089,100,100,NA,NA,"24747148"
"176","laudanosine","HA1E","trt_cp","down",-0.21108750994053,0.157560361532301,0.314451408995329,-0.858991475135196,-51.4056224899598,2241,0.018426168798218,100,100,NA,"Central nervous system agent","15548"
"177","iocetamic-acid","HA1E","trt_cp","down",-0.210212985592735,0.162510391666666,0.314451408995329,-0.855432719054527,-47.4788041053101,2241,0,100,100,NA,"Radiopaque medium","27648"
"178","GW-6471","HA1E","trt_cp","down",-0.210011488145973,0.162510391666666,0.314451408995329,-0.85461275301732,-49.3975903614458,2241,0,100,100,"PPARA","PPAR receptor antagonist","44634742"
"179","BRD-A84909344","HA1E","trt_cp","down",-0.209861984717628,0.162510391666666,0.314451408995329,-0.854004369458822,-44.578313253012,2241,0,100,100,NA,NA,"4879298"
"180","BRD-K43069600","HA1E","trt_cp","down",-0.209469099529293,0.167478438447628,0.314451408995329,-0.852405577433744,-57.1619812583668,2241,0,100,100,NA,NA,"2769158"
"181","DAPT-GSI-IX","HA1E","trt_cp","down",-0.209342893500756,0.167478438447628,0.314451408995329,-0.851891999426905,-49.5314591700134,2241,0,100,100,NA,"Gamma secretase inhibitor","NotFound"
"182","felodipine","HA1E","trt_cp","down",-0.208806172810899,0.167478438447628,0.314451408995329,-0.84970788868892,-39.8482820169567,2241,0,100,100,"CACNA1C; CACNA1D; CACNA1H; CACNA1S; CACNA2D1; CACNA2D2; CACNB2; CALM1; CALM2; CALM3; CFTR; NR3C2; PDE1A; PDE1B; TNNC1; TNNC2","Calcium channel blocker","3333"
"183","delcorine","HA1E","trt_cp","down",-0.208638335892642,0.167478438447628,0.314451408995329,-0.84902489952468,-36.5461847389558,2241,-0.766710616050724,100,100,NA,"Antiarrhythmic; Ganglionic blocker","441724"
"184","KN-93","HA1E","trt_cp","down",-0.208328709342933,0.172464501875189,0.314451408995329,-0.847764917033294,-42.9718875502008,2241,0,100,100,"CAMK2A","Calcium-calmodulin dependent protein kinase inhibitor","5312122"
"185","flumetasone","HA1E","trt_cp","down",-0.208205209323312,0.172464501875189,0.314451408995329,-0.847262350756098,-53.8598839803659,2241,0,100,100,"NR3C1; PLA2G1B","Glucocorticoid receptor agonist","5702178"
"186","BRD-A25829966","HA1E","trt_cp","down",-0.207796694637739,0.172464501875189,0.314451408995329,-0.845599956650101,-55.1093261936635,2241,-0.761586050054133,100,100,NA,NA,"44537690"
"187","vanoxerine","HA1E","trt_cp","down",-0.207720193308102,0.172464501875189,0.314451408995329,-0.845288645052301,-44.578313253012,2241,0,100,100,"MAOA; MAOB; SLC6A3","Dopamine uptake inhibitor","10238982"
"188","protopine","HA1E","trt_cp","down",-0.207345798126909,0.177460030569984,0.314451408995329,-0.84376509555822,-52.4319500223115,2241,0,100,100,"ACHE; SLC6A2; SLC6A4","Histamine receptor antagonist","4970"
"189","BRD-K99737413","HA1E","trt_cp","down",-0.206826469229275,0.177460030569984,0.314451408995329,-0.841651758317261,-62.0258813029897,2241,0,100,100,NA,NA,"44607577"
"190","PSB-36","HA1E","trt_cp","down",-0.206215889590089,0.182443918074043,0.314451408995329,-0.839167088783284,-48.7282463186078,2241,0.79820066258162,100,100,"ADORA1; ADORA2A; ADORA2B; ADORA3","Adenosine receptor antagonist","11689583"
"191","BRD-K05153001","HA1E","trt_cp","down",-0.206026564789769,0.182443918074043,0.314451408995329,-0.838396657649999,-37.4386434627398,2241,0.015171908533132,100,100,NA,NA,"665013"
"192","docosatrienoic-acid","HA1E","trt_cp","down",-0.203283019444907,0.197308543646131,0.314451408995329,-0.82723217869268,-37.8848728246319,2241,0,100,100,NA,"LTB4 inhibitor","5312557"
"193","xaliproden","HA1E","trt_cp","down",-0.202975749909325,0.197308543646131,0.314451408995329,-0.82598178774483,-45.2030343596609,2241,0,100,100,"MAPK3","Serotonin receptor agonist","128919"
"194","E-4031","HA1E","trt_cp","down",-0.202840894105193,0.197308543646131,0.314451408995329,-0.825433010670553,-53.9937527889335,2241,0,100,100,"KCNH1; KCNH2","Potassium channel blocker","3185"
"195","isonicotinohydroxamic-acid","HA1E","trt_cp","down",-0.200750737278633,0.207062555929394,0.314451408995329,-0.816927406069804,-56.8942436412316,2241,0,100,100,NA,NA,"72967"
"196","BRD-A56831909","HA1E","trt_cp","down",-0.199690889492598,0.211857943180458,0.314451408995329,-0.812614501846332,-44.355198572066,2241,0.013988897031386,100,100,NA,NA,"44142078"
"197","fipronil","HA1E","trt_cp","down",-0.199456859308159,0.216603675857202,0.314451408995329,-0.811662148325207,-49.665327978581,2241,0,100,100,"GABRB3","Chloride channel blocker; GABA gated chloride channel blocker","3352"
"198","BRD-K28112517","HA1E","trt_cp","down",-0.19937906006412,0.216603675857202,0.314451408995329,-0.811345555043962,-29.7634984381972,2241,0,100,100,NA,NA,"976135"
"199","auraptene","HA1E","trt_cp","down",-0.199356339643589,0.216603675857202,0.314451408995329,-0.811253097429804,-40.5622489959839,2241,0,100,100,"MAOB","Nitric oxide production inhibitor","1550607"
"200","BRD-K40224283","HA1E","trt_cp","down",-0.198786970250714,0.216603675857202,0.314451408995329,-0.808936127302961,-38.0187416331995,2241,-0.0161787225460592,100,100,NA,NA,"1409759"
"201","lavendustin-a","HA1E","trt_cp","down",-0.198743564082468,0.216603675857202,0.314451408995329,-0.808759491894726,-33.0209727800089,2241,0,100,100,"EGFR; LCK","EGFR inhibitor","3894"
"202","WAY-213613","HA1E","trt_cp","down",-0.19784320838339,0.221300384977442,0.314451408995329,-0.805095618696754,-39.4020526550647,2241,-0.0241528685609025,100,100,"SLC1A2","Glutamate inhibitor","24868316"
"203","CNQX","HA1E","trt_cp","down",-0.197707002804434,0.221300384977442,0.314451408995329,-0.804541348900206,-58.1883087907184,2241,0,100,100,"GRIA1; GRIA3; GRIA4","Glutamate receptor antagonist","3721046"
"204","BRD-K69304050","HA1E","trt_cp","down",-0.196360937198999,0.230417743803198,0.314451408995329,-0.799063720781103,-39.9821508255243,2241,0,100,100,NA,NA,"25243777"
"205","RS-102895","HA1E","trt_cp","down",-0.196267866789329,0.230417743803198,0.314451408995329,-0.798684983599937,-44.9352967425257,2241,-0.803438154372072,100,100,"CCR2","CCR antagonist","10000456"
"206","FR-122047","HA1E","trt_cp","down",-0.195875345959942,0.230417743803198,0.314451408995329,-0.797087674283288,-40.1160196340919,2241,0,100,100,NA,"Cyclooxygenase inhibitor","196841"
"207","progesterone","HA1E","trt_cp","down",-0.195655046267212,0.230417743803198,0.314451408995329,-0.796191195102291,-39.9821508255243,2241,0,100,100,"AKR1C1; AKR1C2; AKR1D1; APOD; AR; CATSPER1; CATSPER2; CATSPER3; CATSPER4; CATSPERB; CATSPERD; CATSPERG; CGA; CYP11B1; CYP17A1; CYP21A2; ESR1; GNAI1; GNAS; GNGT1; HRAS; HSD3B1; HSD3B2; HVCN1; KCNU1; LHB; NR1I2; NR3C1; NR3C2; OPRK1; ORM1; PAQR5; PGR; SERPINA6; SHBG; SRD5A1; SRD5A3; TRPC5","Progesterone receptor agonist","5994"
"208","SA-96816","NKDBA","trt_cp","down",-0.195588157527339,0.230417743803198,0.314451408995329,-0.93338800292669,NA,229,-0.625369961960883,100,100,NA,NA,"44494782"
"209","ingenol","HA1E","trt_cp","down",-0.195148101911514,0.234854473583397,0.314451408995329,-0.794128255044704,-36.1892012494422,2241,1.20695947122734,100,100,"PRKCE","PKC activator","5225086"
"210","altanserin","HA1E","trt_cp","down",-0.194840913003531,0.234854473583397,0.314451408995329,-0.79287819219974,-38.9558232931727,2241,0,100,100,NA,"Serotonin receptor antagonist","3033677"
"211","strychnine","HA1E","trt_cp","down",-0.194836563769261,0.234854473583397,0.314451408995329,-0.792860493591411,-42.0348058902276,2241,0,100,100,"CHRM1; CHRM4; CHRM5; CHRNA10; CHRNA9; GLRA1; GLRA2; GLRA3; GLRB","Acetylcholine receptor antagonist","441071"
"212","SA-84869","NKDBA","trt_cp","down",-0.193195550834843,0.243428264959072,0.314451408995329,-0.921969978386093,NA,229,-0.885587379178842,100,100,NA,NA,"44492693"
"213","PSH-013","HA1E","trt_cp","down",-0.192782705642766,0.243428264959072,0.314451408995329,-0.78450260153852,-46.4970995091477,2241,0,100,100,NA,NA,"6572379"
"214","SA-97378","NKDBA","trt_cp","down",-0.192651773093295,0.243428264959072,0.314451408995329,-0.91937495613814,NA,229,-0.615981220612554,100,100,NA,NA,"44494796"
"215","ABT-737","HA1E","trt_cp","down",-0.192411579950117,0.247559321005682,0.314451408995329,-0.782992356776627,-37.6171352074967,2241,0,100,100,"BAD; BCL2; BCL2L1; BCL2L2","BCL inhibitor","11228183"
"216","IBC-293","HA1E","trt_cp","down",-0.192335683759765,0.247559321005682,0.314451408995329,-0.782683507709593,-41.677822400714,2241,0,100,100,"HCAR3","Hydroxycarboxylic acid receptor agonist","2736690"
"217","HA-1004","HA1E","trt_cp","down",-0.189886679328078,0.255458510817974,0.314451408995329,-0.772717622328782,-30.6559571619813,2241,0,100,100,NA,"Calcium channel blocker","3546"
"218","sildenafil","HA1E","trt_cp","down",-0.189560983110039,0.255458510817974,0.314451408995329,-0.771392246540997,-40.6068719321731,2241,0,100,100,"C1S; PDE11A; PDE5A; PDE6C; PDE6G; PDE6H; SLCO1B1; SLCO1B3","Phosphodiesterase inhibitor","5212"
"219","nitrendipine","HA1E","trt_cp","down",-0.189127135379652,0.259216548298604,0.314451408995329,-0.76962676310707,-40.2052655064703,2241,0,100,100,"CACNA1C; CACNA1D; CACNA1H; CACNA1S; CACNA2D1; CACNA2D2; CACNB2; CACNG1; KCNN4","Calcium channel blocker","4507"
"220","WAY-170523","HA1E","trt_cp","down",-0.187586673585114,0.262838438245703,0.314451408995329,-0.763358066538275,-24.5426149040607,2241,0,100,100,"MMP13","Metalloproteinase inhibitor","9830392"
"221","papaverine","HA1E","trt_cp","down",-0.186946397920987,0.266346135727406,0.314451408995329,-0.760752553131173,-38.9112003569835,2241,0,100,100,"PDE10A; PDE4B; PDE5A","Phosphodiesterase inhibitor","6084"
"222","BRD-K85051645","HA1E","trt_cp","down",-0.18669633755056,0.266346135727406,0.314451408995329,-0.759734966981589,-39.2681838464971,2241,-0.0151946993396318,100,100,NA,NA,"56643193"
"223","bepridil","HA1E","trt_cp","down",-0.183743984286031,0.276019334211797,0.314451408995329,-0.747720773026994,-35.1182507809014,2241,-0.75275025803151,100,100,"ATP1A1; CACNA1A; CACNA1C; CACNA1H; CACNA2D2; CALM1; CALM2; CALM3; KCNH2; KCNQ1; KCNQ4; MYLK3; PDE1A; PDE1B; SCN5A; TNNC1","Calcium channel blocker; L-type calcium channel blocker","2351"
"224","xylazine","HA1E","trt_cp","down",-0.183386639593714,0.278941338364417,0.314451408995329,-0.746266608143095,-51.7179830432842,2241,-0.749499025844008,100,100,"ADRA2B; ADRA2C","Adrenergic receptor agonist","5707"
"225","kynuramine","HA1E","trt_cp","down",-0.182810367750813,0.278941338364417,0.314451408995329,-0.743921549448944,-33.8688085676037,2241,0,100,100,NA,"Aryl hydrocarbon receptor activator","4990100"
"226","BRD-K98297262","HA1E","trt_cp","down",-0.182555211611398,0.278941338364417,0.314451408995329,-0.742883226771076,-39.9375278893351,2241,-0.0148576645354215,100,100,NA,NA,"NotFound"
"227","BRD-K73610817","HA1E","trt_cp","down",-0.18094549156127,0.28437205175965,0.314451408995329,-0.736332693294207,-31.5484158857653,2241,-0.0147266538658842,100,100,NA,NA,"3426979"
"228","RS-67506","HA1E","trt_cp","down",-0.180751541552886,0.28437205175965,0.314451408995329,-0.735543440515343,-37.9741186970103,2241,-0.0180248748719993,100,100,"HTR4","Serotonin receptor partial agonist","133076"
"229","PQ-401","HA1E","trt_cp","down",-0.17919555914226,0.289220836173458,0.314451408995329,-0.729211584942436,-27.3092369477912,2241,0,100,100,"IGF1R","IGF-1 inhibitor; IGF-1R inhibitor","9549305"
"230","SA-1458163","NKDBA","trt_cp","down",-0.178414591350515,0.29140998929054,0.314451408995329,-0.851432117460189,NA,229,-0.570459518698327,100,100,NA,NA,"54658692"
"231","BRD-A72069525","HA1E","trt_cp","down",-0.178043525121153,0.29140998929054,0.314451408995329,-0.724523541564239,-37.5725122713075,2241,-0.0144904708312848,100,100,NA,NA,"551940"
"232","BAY-59-3074","HA1E","trt_cp","down",-0.177908429870065,0.29140998929054,0.314451408995329,-0.723973790093638,-33.8241856314145,2241,-0.72454179794425,100,100,"CNR1; CNR2","Cannabinoid receptor partial agonist","10479060"
"233","tyrphostin-AG-556","HA1E","trt_cp","down",-0.177226529089173,0.293479118467241,0.314451408995329,-0.72119888902138,-25.4796965640339,2241,0.0255375905210124,100,100,"EGFR","EGFR inhibitor","2059"
"234","SR-142948","HA1E","trt_cp","down",-0.177215722750632,0.293479118467241,0.314451408995329,-0.721154914118807,-32.2623828647925,2241,0,100,100,"NTSR1","Neurotensin receptor antagonist","5311451"
"235","LY-294002","NKDBA","trt_cp","down",-0.176408150756859,0.295424807503664,0.314451408995329,-0.841856959115329,NA,229,0,100,100,"AKT1; CHEK1; GSK3B; LCK; MAPK11; MAPK12; MAPK14; MAPK8; MTOR; PDE2A; PIK3CA; PIK3CB; PIK3CD; PIK3CG; PIM1; PLK1; PRKCA; PRKDC; ROCK1; RPS6KB1; SGK1","DNA dependent protein kinase inhibitor; MTOR inhibitor; Phosphodiesterase inhibitor; PI3K inhibitor; PLK inhibitor","3973"
"236","BRL-50481","HA1E","trt_cp","down",-0.170960746891169,0.303193659498174,0.314451408995329,-0.695701153534064,-31.1914323962517,2241,0,100,100,"PDE7A; PDE7B","Phosphodiesterase inhibitor","2921148"
"237","VEGF-receptor-2-kinase-inhibitor-IV","HA1E","trt_cp","down",-0.161221683387015,0.311275953273174,0.314451408995329,-0.656069379355547,-39.7590361445783,2241,-0.660325214494691,100,100,"KDR","VEGFR inhibitor","5329468"
"238","BRD-K22210218","HA1E","trt_cp","down",-0.160028339858411,0.311697103267023,0.314451408995329,-0.651213232640533,-31.3699241410085,2241,0.0157542094896391,100,100,NA,NA,"44142116"
"239","BRD-K63770300","HA1E","trt_cp","down",-0.150702852305001,0.313791081490119,0.314451408995329,-0.613264448687777,-27.5769745649264,2241,-0.0122652889737555,100,100,NA,NA,"56643207"
