"","pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss","MOA","Target","Disease.Area","Indication","Phase","concept_codes","concept_ids","latest_xml_id","latest_zip_id","X.x","rowid","concept_name","concept_code","pred0","pred1","X.y"
"219","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372941,"constipation",10010774,0,5.35340356826782,NA
"220","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372942,"convulsion",10010904,1.11546993255615,2.8062469959259,NA
"221","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372943,"convulsions",10010914,0,5.10074520111084,NA
"222","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372948,"delusion",10012239,1.1814432144165,2.55575203895569,NA
"223","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372949,"delusions",10012260,0,5.25651836395264,NA
"224","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372951,"diarrhea",10012727,0,5.40246725082398,NA
"225","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372953,"disorientation",10013395,0,5.02715349197388,NA
"226","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372954,"dizziness",10013573,0,5.13017797470093,NA
"227","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372955,"drowsiness",10013649,0,5.20558261871338,NA
"228","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372956,"drug fever",10013697,0,4.65672540664673,NA
"229","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372957,"dry mouth",10013781,0,4.9608907699585,NA
"230","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372963,"emotional instability",10014554,0,4.80110502243042,NA
"231","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372964,"eosinophilia",10014950,0,5.04213237762451,NA
"232","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372965,"epigastric distress",10015016,0,5.2540431022644,NA
"233","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372966,"extrapyramidal symptoms",10015835,0,5.29329299926758,NA
"234","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372969,"falling",10016177,1.31137430667877,2.6538553237915,NA
"235","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372970,"fatigue",10016256,0,3.98951363563538,NA
"236","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372975,"flushing",10016825,0,5.18543529510498,NA
"237","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372976,"galactorrhea",10017592,0,3.89126205444336,NA
"238","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372985,"headache",10019211,0,5.18347930908203,NA
"239","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372986,"heart block",10019252,0,3.88126254081726,NA
"240","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372988,"hypertension",10020772,0,5.19897937774658,NA
"241","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372989,"hypomania",10021030,0,5.388108253479,NA
"242","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372993,"impotence",10021550,0,5.11096715927124,NA
"243","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372994,"incoordination",10021649,0.156377851963043,4.48179244995117,NA
"244","imipramine","HA1E","trt_cp","down",-0.493015842755209,2.20638643121956e-05,7.66921192607174e-05,-1.25243294168344,-93.3958054439982,2241,-0.989175004750308,37,29,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine
reuptake inhibitor;
Serotonin reuptake
inhibitor","3696","norepinephrine reputake
inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched","5691","778268","6ffba715-ce4a-4bc9-aef3-a08c590c32fc","20220402_a5f60cf1-6f14-40a3-a794-9d69b28088d8",NA,372996,"insomnia",10022437,0,4.69388771057129,NA
