"","pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss","MOA","Target","Disease.Area","Indication","Phase"
"64","fenbendazole","HA1E","trt_cp","down",-0.368619059144622,2.74601545976241e-05,0.000124761495428982,-1.04730175937514,-44.2213297634984,2241,0.0263327004475226,100,31,"CYP2D6; CYP2J2; CYP3A4; TUBB","Tubulin inhibitor","3334","tubulin polymerization inhibitor","TUBB","infectious disease","gastrointestinal parasites, gastrointestinal roundworms","Launched"
"65","isoxsuprine","HA1E","trt_cp","down",-0.367226357765676,2.75471915377116e-05,0.000124761495428982,-1.04334488691217,-78.0008924587238,2241,0.912863737047925,100,31,"ADRB2","Adrenergic receptor agonist","3783","adrenergic receptor agonist","ADRB2","rheumatology, cardiology","Raynaud's disease, arteriosclerosis, Buerger's disease","Launched"
"66","artesunate","HA1E","trt_cp","down",-0.365901672740515,2.75907100077554e-05,0.000124761495428982,-1.039581259061,-67.7376171352075,2241,-1.14294087521209,100,31,NA,"DNA synthesis inhibitor","73707396","DNA synthesis inhibitor","","infectious disease","malaria","Launched"
"67","nimesulide","HA1E","trt_cp","down",-0.36547559779335,2.76342284777992e-05,0.000124761495428982,-1.0383707165491,-52.9228023203927,2241,1.01493270078857,100,31,"EPX; LPO; LTF; MPO; PLA2G2E; TF; TNFRSF10A; TNFRSF10B","Cyclooxygenase inhibitor","4495","cyclooxygenase inhibitor","LTF, PLA2G2E, PTGS1, PTGS2","rheumatology, obstetrics/gynecology","osteoarthritis, menstrual pain","Launched"
"68","paclitaxel","HA1E","trt_cp","down",-0.364563214541065,2.76342284777992e-05,0.000124761495428982,-1.03577849956618,-54.9754573850959,2241,-1.00293973618305,100,31,"ABCB1; BCL2; CYP2C8; KIF11; KIF1A; KIF1B; KIF1C; KIF5B; MAP2; MAP4; MAPT; NDC80; NR1I2; NUF2; TLR4; TUBB; TUBB1","Tubulin inhibitor","4666","tubulin polymerization inhibitor","BCL2, MAP2, MAP4, MAPT, NR1I2, TLR4, TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8","oncology","ovarian cancer, breast cancer, non-small cell lung cancer (NSCLC)","Launched"
"69","mebendazole","HA1E","trt_cp","down",-0.364415592489383,2.77212654178868e-05,0.000124761495428982,-1.03535908328638,-58.5006693440428,2241,0,100,31,"TUBA1A; TUBB; TUBB4B","Tubulin inhibitor","4030","tubulin polymerization inhibitor","TUBA1A, TUBB, TUBB4B","infectious disease","pinworm, whipworm, hookworm, ascariasis","Launched"
"70","digitoxin","HA1E","trt_cp","down",-0.362149493462911,2.78083023579743e-05,0.000124761495428982,-1.02892075776179,-75.1004016064257,2241,-0.647124153884222,100,31,"ATP1A1","ATPase inhibitor","441207","ATPase inhibitor","ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B1, ATP1B2, ATP1B3, FXYD2","cardiology","congestive heart failure, cardiac arrythmia","Launched"
"71","chlorprothixene","HA1E","trt_cp","down",-0.361319936862897,2.78518208280181e-05,0.000124761495428982,-1.02656386365894,-58.5006693440428,2241,-1.12548311472518,100,31,"CHRM1; CHRM4; CHRM5; DRD1; DRD3; HRH1; HTR2B","Dopamine receptor antagonist","667467","dopamine receptor antagonist","CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, HRH1, HTR2A, HTR2B, HTR2C","neurology/psychiatry","schizophrenia, bipolar disorder","Launched"
"72","amperozide","HA1E","trt_cp","down",-0.359785725254034,2.78953392980619e-05,0.000124761495428982,-1.02220493951393,-59.2146363230701,2241,-0.973672209966633,100,31,"FAAH","Dopamine receptor antagonist","73333","dopamine receptor antagonist","FAAH, HTR2A","neurology/psychiatry","psychosis","Launched"
"73","clofarabine","HA1E","trt_cp","down",-0.357024133167326,2.80258947081932e-05,0.000124761495428982,-1.01435884425831,-63.0075858991522,2241,-1.55838203946296,100,31,"DCK; POLA1; RRM1; RRM2; SLC22A8","Ribonucleoside reductase inhibitor","119182","ribonucleotide reductase inhibitor","POLA1, POLD1, POLE, RRM1, RRM2, RRM2B","hematologic malignancy","acute lymphoblastic leukemia (ALL)","Launched"
"74","paroxetine","HA1E","trt_cp","down",-0.356747363951191,2.80258947081932e-05,0.000124761495428982,-1.01357250161051,-48.9067380633646,2241,-1.15756245926976,100,31,"ADRBK1; CHRM1; CHRM4; CHRM5; CYP2B6; GNG2; GNG4; GRK1; SLC6A2; SLC6A4","Selective serotonin reuptake inhibitor (SSRI)","9951025","selective serotonin reuptake inhibitor (SSRI)","CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HTR2A, SLC6A2, SLC6A4","neurology/psychiatry","depression, obsessive compulsive disorder (OCD), generalized anxiety disorder (GAD), panic disorders, posttraumatic stress disorder, social anxiety disorder","Launched"
"75","estradiol-cypionate","HA1E","trt_cp","down",-0.354035983596647,2.83958017035653e-05,0.000124761495428982,-1.00586906537951,-74.7880410531013,2241,-0.560743376951498,100,31,"ESR1","Estrogen receptor agonist","9403","estrogen receptor agonist","ESR1","endocrinology","hypoestrogenism, menopause","Launched"
"76","cefixime","HA1E","trt_cp","down",-0.353983718122383,2.83958017035653e-05,0.000124761495428982,-1.00572057136708,-52.7889335118251,2241,-0.621132034824374,100,31,NA,"Bacterial cell wall synthesis inhibitor","6321411","bacterial cell wall synthesis inhibitor","","infectious disease, otolaryngology, pulmonary","urinary tract infections, otitis, pharyngitis, tonsillitis, gonorrhea, bronchitis","Launched"
"77","fluspirilene","HA1E","trt_cp","down",-0.35254487280373,2.85481163487185e-05,0.000124761495428982,-1.00163259708493,-69.9687639446676,2241,-0.654662897546322,100,31,"CACNG1; HRH1; HTR1D; HTR1E","Dopamine receptor antagonist","3396","dopamine receptor antagonist","CACNG1, DRD2, HRH1, HTR1A, HTR1D, HTR1E, HTR2A","neurology/psychiatry","schizophrenia","Launched"
"78","carbenoxolone","HA1E","trt_cp","down",-0.352436353335803,2.8656912523828e-05,0.000124761495428982,-1.00132427708121,-55.5109326193664,2241,0.777211521006128,100,31,"GJA1; GJA10; GJA3; GJA4; GJA5; GJA8; GJA9; GJB1; GJB2; GJB3; GJB4; GJB5; GJB6; GJB7; GJC1; GJC2; GJC3; GJD2; GJD3; GJD4; GJE1; HSD11B1; PANX1; PANX2; PANX3","11-beta-HSD1 inhibitor","636403","11-beta hydroxysteroid dehydrogenase inhibitor","GJA1, GJA10, GJA3, GJA4, GJA5, GJA8, GJA9, GJB1, GJB2, GJB3, GJB4, GJB5, GJB6, GJB7, GJC1, GJC2, GJC3, GJD2, GJD3, GJD4, GJE1, HSD11B1, PANX1, PANX2, PANX3","gastroenterology, dental","peptic ulcer disease (PUD), mouth inflammation","Launched"
"79","tranilast","HA1E","trt_cp","down",-0.350599197760657,2.88745048740469e-05,0.000124761495428982,-0.996104643916933,-49.1744756804998,2241,0.0209173987274155,100,31,"HPGDS; HRH1; IDO1; IFNG; IL10; IL2; IL4; SLC22A12; STS; TGFB1; TNF; TRPV2","Angiogenesis inhibitor","5282230","angiogenesis inhibitor","HPGDS, HRH1","pulmonary","asthma","Launched"
"80","meclofenamic-acid","HA1E","trt_cp","down",-0.350185285883848,2.9048578754222e-05,0.000124761495428982,-0.994928658503118,-51.004016064257,2241,0.944668511847331,100,31,"ALOX5; CNR1; KCNQ2; KCNQ3","Cyclooxygenase inhibitor; Prostanoid receptor antagonist","23663959","cyclooxygenase inhibitor, prostanoid receptor antagonist","ALOX5, CNR1, KCNQ2, KCNQ3, PTGS1, PTGS2","rheumatology, neurology/psychiatry, endocrinology","joint pain, muscle pain, rheumatoid arthritis, primary dysmenorrhea (PD)","Launched"
"81","formoterol","HA1E","trt_cp","down",-0.349468257480614,2.9440244984616e-05,0.000124761495428982,-0.992891473800919,-47.2110664881749,2241,0.0279433544961389,100,31,"ADRB1; ADRB2; ADRB3","Adrenergic receptor agonist","23581795","adrenergic receptor agonist","ADRB2","pulmonary","asthma, chronic obstructive pulmonary disease (COPD), bronchospasm","Launched"
"82","xylazine","HA1E","trt_cp","down",-0.347139233200211,2.99407073901195e-05,0.000124761495428982,-0.986274368239005,-81.9277108433735,2241,0.755006445683752,100,31,"ADRA2B; ADRA2C","Adrenergic receptor agonist","5707","adrenergic receptor agonist","ADRA2A, ADRA2B, ADRA2C","neurology/psychiatry","anesthetic","Launched"
"83","fulvestrant","HA1E","trt_cp","down",-0.345040074694044,3.03976513255791e-05,0.000124761495428982,-0.980310345646636,-78.2240071396698,2241,-0.848243053602441,100,31,"CCND1; EPHX2; ESR1; ESR2; ESRRA; GPER1; RB1","Estrogen receptor antagonist","73707501","estrogen receptor antagonist","ESR1, ESR2, GPER1","oncology","breast cancer","Launched"
"84","oxymetazoline","HA1E","trt_cp","down",-0.344647168351854,3.03976513255791e-05,0.000124761495428982,-0.979194040091518,-45.9616242748773,2241,0.0317291182418836,100,31,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; HTR1B; HTR1D; HTR1E; NISCH","Adrenergic receptor agonist","4636","adrenergic receptor agonist","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, HTR1B, HTR1D, HTR2C","otolaryngology","nasal congestion","Launched"
"85","vinpocetine","HA1E","trt_cp","down",-0.343910967477545,3.07457990859294e-05,0.000124951710540588,-0.977102383537715,-71.5751896474788,2241,0,100,31,"PDE1A; PDE1C; SCN10A","Phosphodiesterase inhibitor; Sodium channel blocker","5673","phosphodiesterase inhibitor, sodium channel blocker","PDE1A, PDE1C","neurology/psychiatry","stroke, senile dementia","Launched"
"86","diltiazem","HA1E","trt_cp","down",-0.343575993407663,3.07457990859294e-05,0.000124951710540588,-0.976150672213979,-67.7376171352075,2241,-0.854205944036297,100,31,"CACNA1C; CACNA1S; CACNA2D1; CACNG1; CYP3A5; CYP3A7; EDN1; HTR3A; KCNA5","Calcium channel blocker","39186","calcium channel blocker","CACNA1C, CACNA1S, CACNA2D1, CACNG1, HTR3A, KCNA5","cardiology","hypertension, angina pectoris","Launched"
"87","maprotiline","HA1E","trt_cp","down",-0.34347143280574,3.13550576665423e-05,0.000126355053500843,-0.975853599939394,-61.7581436858545,2241,-0.83163669750594,100,31,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; CHRM1; CHRM4; CHRM5; HRH1; HTR7; SLC6A2","Norepinephrine reuptake inhibitor; Tricyclic antidepressant","4011","norepinephrine reputake inhibitor, tricyclic antidepressant","SLC6A2","neurology/psychiatry","depression, dysthymic disorder","Launched"
"88","pizotifen","HA1E","trt_cp","down",-0.34081291140281,3.25082971227024e-05,0.000128159157808262,-0.968300343878555,-59.4377510040161,2241,-0.796641777007801,100,31,"ADRA1B; ADRA1D; ADRA2B; ADRA2C; HTR1B; HTR1D; HTR2B","Serotonin receptor antagonist","27400","serotonin receptor antagonist","HTR1A, HTR2A, HTR2C","neurology/psychiatry","migraine headache","Launched"
"89","riluzole","HA1E","trt_cp","down",-0.338196554188184,3.52499607354604e-05,0.000134827065797654,-0.96086688256923,-47.0325747434181,2241,0,100,31,"BDNF; GDNF; KCND3; KCNK10; KCNK2; KCNK4; KCNN4; MAP2; NGF; SCN5A; SLC7A11","Glutamate inhibitor","5070","glutamate inhibitor","KCNK10, KCNK2, KCNK4, KCNN4, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A, SLC7A11","neurology/psychiatry","amyotrophic lateral sclerosis (ALS)","Launched"
"90","fludroxycortide","HA1E","trt_cp","down",-0.337630441691739,3.52499607354604e-05,0.000134827065797654,-0.959258472480757,-64.6586345381526,2241,-0.961137044411789,100,31,"NR3C1; SERPINA6","Glucocorticoid receptor agonist","5702172","glucocorticoid receptor agonist","NR3C1, SERPINA6","infectious disease, dermatology","skin infections, psoriasis","Launched"
"91","brompheniramine","HA1E","trt_cp","down",-0.333922048332135,4.07115287259546e-05,0.000149555476748998,-0.948722373509149,-71.2628290941544,2241,-1.08118363980004,100,31,"CHRM1; CHRM4; CHRM5; HRH1","Histamine receptor antagonist","6834","histamine receptor antagonist","HRH1","allergy, otolaryngology","allergic rhinitis, common cold","Launched"
"92","digoxin","HA1E","trt_cp","down",-0.333634395274834,4.07115287259546e-05,0.000149555476748998,-0.9479051082443,-62.3828647925033,2241,-0.232855069249597,100,31,"ABCB1; ABCG2; ATP1A1; RORC; SLCO1B3; SLCO4C1","ATPase inhibitor","30322","ATPase inhibitor","ATP1A1","cardiology","congestive heart failure, atrial fibrillation (AF)","Launched"
"93","hexylresorcinol","HA1E","trt_cp","down",-0.333524978929583,4.07115287259546e-05,0.000149555476748998,-0.947594240078255,-72.1552878179384,2241,-0.796189325229481,100,31,"TGM2; TOP1; TYR","Local anesthetic","3610","local anesthetic","TYR","infectious disease","skin infections, first-aid antiseptic","Launched"
"94","homatropine","HA1E","trt_cp","down",-0.333026312720669,4.20388420622898e-05,0.000152831028068554,-0.946177454958274,-59.4823739402053,2241,-0.615419626400036,100,31,"CES1; CHRM1; CHRM4; CHRM5","Acetylcholine receptor antagonist","688024","acetylcholine receptor antagonist","CHRM1","ophthalmology","uveal tract inflammation, pupil dilation","Launched"
"95","prednisone","HA1E","trt_cp","down",-0.330984432331391,4.57814304860547e-05,0.000163475634764346,-0.940376168044118,-65.5957161981258,2241,0.843124821461613,100,31,"HSD11B1; NR3C1; SERPINA6","Glucocorticoid receptor agonist","5865","glucocorticoid receptor agonist","HSD11B1, NR3C1","endocrinology, rheumatology, infectious disease, dermatology, ophthalmology, hematology, gastroenterology, neurology/psychiatry","congenital adrenal hyperplasia, hypercalcemia, rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis, bursitis, osteoarthritis, epicondylitis, dermatomyositis, psoriasis, mycosis, conjunctivitis, anemia, ulcerative colitis, enteritis, multiple sclerosis, meningitis","Launched"
"96","norethindrone","HA1E","trt_cp","down",-0.328001671081013,5.31360519234533e-05,0.000184351532703776,-0.931901698187444,-62.8290941543954,2241,0.895426423815604,100,31,"PGR","Progesterone receptor agonist; Progestogen hormone","6230","progesterone receptor agonist","PGR","obstetrics/gynecology","endometriosis","Launched"
"97","exemestane","HA1E","trt_cp","down",-0.326524148424463,5.60082709463426e-05,0.000192471105930616,-0.927703835816158,-60.8656849620705,2241,-0.0251373829037772,100,31,"CYP19A1","Aromatase inhibitor","60198","aromatase inhibitor","CYP19A1","oncology","breast cancer","Launched"
"98","hexylcaine","HA1E","trt_cp","down",-0.325384669844573,6.28841892132596e-05,0.000211854394801302,-0.924466407116031,-41.231593038822,2241,-0.0229897308025011,100,31,"SCN10A; SCN5A","Sodium channel blocker","10770","sodium channel blocker","SCN5A","neurology/psychiatry","local anesthetic","Launched"
"99","butoconazole","HA1E","trt_cp","down",-0.324664482778711,6.28841892132596e-05,0.000211854394801302,-0.922420248181909,-58.4114234716644,2241,-0.0264344244318217,100,31,"CYP51A1","Bacterial cell wall synthesis inhibitor","47472","bacterial cell wall synthesis inhibitor","","infectious disease","vulvovaginal candidiasis","Launched"
"100","perphenazine","HA1E","trt_cp","down",-0.323071290406244,7.19577902173874e-05,0.00023826588423015,-0.91789375088527,-51.7179830432842,2241,-1.35059137650162,100,31,"AOX1; CALM1; CALM2; CALM3; DRD1; HRH1; HTR6; HTR7","Dopamine receptor antagonist","4748","dopamine receptor antagonist","CALM1, DRD1, DRD2, HRH1, HTR2A, HTR2C, HTR6, HTR7","neurology/psychiatry, gastroenterology","schizophrenia, nausea, vomiting","Launched"
"101","amiloride","HA1E","trt_cp","down",-0.322606825513375,7.19577902173874e-05,0.00023826588423015,-0.916574136808347,-46.4078536367693,2241,0.845368570376083,100,31,"ADCY10; AOC1; ASIC1; ASIC2; ASIC3; ASIC4; PKD2; PKD2L1; PLAT; PLAU; SCNN1A; SCNN1B; SCNN1D; SCNN1G; SLC9A1; SLC9A2; SLC9A3; TRPC7; TRPV2","Sodium channel blocker","16231","sodium channel blocker","AOC1, ASIC1, ASIC2, ASIC3, PKD2, PKD2L1, PLAU, SCNN1A, SCNN1B, SCNN1D, SCNN1G, SLC9A1, TRPC7, TRPV2","cardiology","hypertension, congestive heart failure","Launched"
"102","resveratrol","HA1E","trt_cp","down",-0.321769777558317,7.74193582078816e-05,0.00025389881009073,-0.914195958647814,-56.2248995983936,2241,1.07385634590079,100,31,"AHR; AKT1; ALOX15; ALOX5; APOA1; APP; ATP5A1; ATP5B; ATP5C1; BACE1; CBR1; CLEC14A; CSNK2A1; ITGA5; ITGB3; KHSRP; MAOA; MAT2B; MTNR1A; MTNR1B; NQO2; NR1I2; NR1I3; PI4K2B; PPARA; PPARG; SCN5A; SIRT1; SIRT5; SLC2A1; SNCA; SULT1B1; TXNRD1; TXNRD2; YARS","Cytochrome P450 inhibitor; SIRT activator","445154","cytochrome P450 inhibitor, SIRT activator","CSNK2A1, NQO2, PTGS1, PTGS2","","","Launched"
"103","ethisterone","HA1E","trt_cp","down",-0.321522459721536,7.74193582078816e-05,0.00025389881009073,-0.913493291764048,-65.863453815261,2241,0.786968420893494,100,31,"TYR","Progestogen hormone","5284557","progestogen hormone","TYR","endocrinology","amenorrhea","Launched"
"104","dienestrol","HA1E","trt_cp","down",-0.320524818054176,8.28591669633538e-05,0.000269012778309282,-0.910658842900021,-44.3998215082552,2241,-0.824041447957066,100,31,"ESR1; SHBG","Estrogen receptor agonist","667476","estrogen receptor agonist","ESR1","endocrinology","menopause","Launched"
"105","resorcinol","HA1E","trt_cp","down",-0.319021482108746,9.60452633866187e-05,0.000306092657711196,-0.906387641122678,-64.5693886657742,2241,0.811400069202864,100,31,"CA12; CA14; INS-IGF2; PNMT; TPO","Phosphodiesterase inhibitor","5054","phosphodiesterase inhibitor","CA12, CA14, CA2, PTGS1","dermatology","acne vulgaris (AV), eczema, psoriasis, seborrheic dermatitis","Launched"
"106","mephentermine","HA1E","trt_cp","down",-0.318869830378573,9.60452633866187e-05,0.000306092657711196,-0.9059567759249,-38.7773315484159,2241,0.576751664348806,100,31,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; ADRB1; ADRB2; ADRB3","Adrenergic receptor agonist","3677","adrenergic receptor agonist","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3","cardiology","hypotension","Launched"
"107","verteporfin","HA1E","trt_cp","down",-0.31844808444837,0.000103269329413886,0.00032644416718562,-0.904758532796246,-46.8540829986613,2241,0.0287124418974819,100,31,NA,"Photosensitizing agent","11980942","photosensitizing agent","","ophthalmology","macular degeneration","Launched"
"108","benzbromarone","HA1E","trt_cp","down",-0.317726354543508,0.000103269329413886,0.00032644416718562,-0.902707990426273,-56.537260151718,2241,0.0180535119962216,100,31,"ABCC1; CYP2C9; SLC22A12","Chloride channel blocker","2333","chloride channel blocker","ABCC1","rheumatology","gout","Launched"
"109","eplerenone","HA1E","trt_cp","down",-0.317278067032599,0.00011184246801251,0.000350387378824931,-0.901434338705794,-42.7487728692548,2241,0.957414959968841,100,31,"CYP3A5; NR3C2","Cytochrome P450 inhibitor","21865526","cytochrome P450 inhibitor","NR3C2","cardiology","congestive heart failure, hypertension","Launched"
"110","medrysone","HA1E","trt_cp","down",-0.315755687646175,0.000121808197652535,0.000378358738176405,-0.897109031670564,-39.2235609103079,2241,-0.904581318937037,100,31,"NR3C1","Glucocorticoid receptor agonist","5702081","glucocorticoid receptor agonist","NR3C1","ophthalmology","conjunctivitis, episcleritis","Launched"
"111","fluoxetine","HA1E","trt_cp","down",-0.314258658897893,0.000142914655623768,0.000436455735901507,-0.8928557495816,-56.2248995983936,2241,-0.899192203721016,100,31,"ANO1; CHRNA2; CHRNA3; CHRNB4; CKS1B; CYP2C9; HTR2B; KCNH2; SLC6A4","Selective serotonin reuptake inhibitor (SSRI)","3386","selective serotonin reuptake inhibitor (SSRI)","ANO1, HTR2B, SLC6A4","neurology/psychiatry","depression, obsessive compulsive disorder (OCD), bulimia nervosa, panic disorders, bipolar disorder","Launched"
"112","toremifene","HA1E","trt_cp","down",-0.313914868459125,0.000142914655623768,0.000436455735901507,-0.891878989638112,-53.3690316822847,2241,-0.856594399491299,100,31,"CYP3A5; ESR1; SHBG","Estrogen receptor antagonist; Selective estrogen receptor modulator (SERM)","3005573","estrogen receptor antagonist, selective estrogen receptor modulator (SERM)","ESR1","oncology","breast cancer","Launched"
"113","tripelennamine","HA1E","trt_cp","down",-0.313869276068245,0.000142914655623768,0.000436455735901507,-0.89174945485146,-32.2623828647925,2241,-0.0187847702955845,100,31,"GSR; HRH1","Histamine receptor antagonist","9066","histamine receptor antagonist","HRH1","pulmonary, allergy","asthma, allergic rhinitis, urticaria","Launched"
"114","fenofibrate","HA1E","trt_cp","down",-0.312758279553131,0.000155447974996376,0.000470356013888165,-0.888592947947995,-41.8563141454708,2241,0.776435493556961,100,31,"ABCD2; ABCD3; ABCD4; APOA1; APOB; APOC3; APOE; CCL2; CETP; CRAT; CRP; CYP2C8; CYP2C9; LPL; MMP25; NR1I2; PPARA; PPARD; PPARG; SERPINE1; SREBF2; VCAM1","PPAR receptor agonist","3339","PPAR receptor agonist","MMP25, PPARA","endocrinology","hypercholesterolemia, hypertriglyceridemia","Launched"
"115","amantadine","HA1E","trt_cp","down",-0.310930699828066,0.000182864611123956,0.000543543500990398,-0.883400521202888,-44.0874609549308,2241,-0.0265020156360865,100,31,"CHRNA3; CHRNA4; CHRNA7; GRIN1; GRIN2A; GRIN2B; GRIN2C; GRIN2D; GRIN3A","Glutamate receptor antagonist","2130","glutamate receptor antagonist","DRD2, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A","infectious disease, neurology/psychiatry","influenza A virus infection, Parkinson's Disease","Launched"
"116","dilazep","HA1E","trt_cp","down",-0.308177808921816,0.000240221954641656,0.00069405508283113,-0.875579147299505,-50.557786702365,2241,-0.874943092370604,100,31,"CACNA1C; SLC29A1","Adenosine reuptake inhibitor","3074","adenosine reuptake inhibitor","SLC29A1","cardiology","coronary heart disease","Launched"
"117","meloxicam","HA1E","trt_cp","down",-0.306471686851172,0.000288462178685184,0.000821094325404542,-0.870731799876827,-41.90093708166,2241,-0.770434963369535,100,31,"CYP2C9","Cyclooxygenase inhibitor","54677470","cyclooxygenase inhibitor","PTGS1, PTGS2","rheumatology","osteoarthritis, rheumatoid arthritis","Launched"
"118","oxprenolol","HA1E","trt_cp","down",-0.306194984488035,0.000288462178685184,0.000821094325404542,-0.869945647168368,-62.4721106648817,2241,1.08205943325402,100,31,"ADRB1; ADRB2; ADRB3","Adrenergic receptor antagonist","4631","adrenergic receptor antagonist","ADRB1","cardiology","angina pectoris, hypertension, cardiac arrythmia","Launched"
"119","mometasone","HA1E","trt_cp","down",-0.305715798543936,0.000288462178685184,0.000821094325404542,-0.868584208387943,-55.86791610888,2241,-0.947265187872914,100,31,"NR3C1; PGR","Glucocorticoid receptor agonist; Immunosuppressant","441336","glucocorticoid receptor agonist","NR3C1","dermatology","corticosteroid-responsive dermatoses","Launched"
"120","methotrexate","NKDBA","trt_cp","down",-0.305709384303474,0.000288462178685184,0.000821094325404542,-0.738377550644728,NA,229,-1.18633122409627,100,31,"ABCB1; ABCC2; ABCC3; ABCC4; ABCG2; AOX1; CRP; DHFR; FOLR1; FOLR2; FPGS; GGH; PDF; SLC19A1; SLC22A6; TYMS","Dihydrofolate reductase inhibitor","4112","dihydrofolate reductase inhibitor","DHFR","oncology, hematologic malignancy, dermatology, rheumatology","gestational choriocarcinoma, hydatidiform mole, acute lymphoblastic leukemia (ALL), psoriasis, rheumatoid arthritis","Launched"
"121","sildenafil","HA1E","trt_cp","down",-0.305708919127054,0.000288462178685184,0.000821094325404542,-0.868564662937905,-53.1905399375279,2241,0.725296627174879,100,31,"C1S; PDE11A; PDE5A; PDE6C; PDE6G; PDE6H; SLCO1B1; SLCO1B3","Phosphodiesterase inhibitor","5212","phosphodiesterase inhibitor","PDE5A, PDE6G, PDE6H, SLCO1B1, SLCO1B3","urology","erectile dysfunction","Launched"
"122","cilostazol","HA1E","trt_cp","down",-0.304579877873178,0.000316770943448662,0.000894911506554786,-0.865356888238638,-70.4149933065596,2241,0.904850886339308,100,31,"CYP3A5; PDE3A; PDE3B","Phosphodiesterase inhibitor","2754","phosphodiesterase inhibitor","PDE3A, PDE3B","cardiology","claudication","Launched"
"123","ketoprofen","HA1E","trt_cp","down",-0.304279909093968,0.000347690816414767,0.000973703787882816,-0.864504632169857,-37.037037037037,2241,-0.0203588857265219,100,31,"CXCR1; SLC5A8","Cyclooxygenase inhibitor","3825","cyclooxygenase inhibitor","PTGS1, PTGS2, SLC5A8","rheumatology","rheumatoid arthritis, osteoarthritis","Launched"
"124","terconazole","HA1E","trt_cp","down",-0.301954237258619,0.000416711109904199,0.00115031089420695,-0.857897051404657,-35.029004908523,2241,0,100,31,"CYP51A1","Sterol demethylase inhibitor","441383","sterol demethylase inhibitor","","infectious disease","vulvovaginal candidiasis","Launched"
"125","biotin","HA1E","trt_cp","down",-0.301542987281553,0.000416711109904199,0.00115031089420695,-0.856728628845272,-54.0829986613119,2241,-0.0172871531630759,100,31,"ACACA; ACACB; HLCS; MCCC1; MCCC2; PC; PCCA; PCCB; SLC5A6","Vitamin B","6604653","vitamin B","ACACA, ACACB, HLCS, MCCC1, MCCC2, PC, PCCA, PCCB, SLC5A6","","","Launched"
"126","calcifediol","HA1E","trt_cp","down",-0.299808459434067,0.000502137866600136,0.0013627168889498,-0.851800576371338,-53.3690316822847,2241,-0.886401444174443,100,31,"VDR","Vitamin D receptor agonist","46705323","vitamin D receptor agonist","VDR","endocrinology","hyperparathyroidism","Launched"
"127","ascorbic-acid","HA1E","trt_cp","down",-0.299774354126608,0.000502137866600136,0.0013627168889498,-0.851703678103004,-73.0031236055332,2241,-0.00851703678103005,100,31,"AKR1B1","Antioxidant","5176753","antioxidant","SLC23A1, SLC23A2","endocrinology","scurvy","Launched"
"128","ezetimibe","HA1E","trt_cp","down",-0.29752743141539,0.000602317384640913,0.00160846636809564,-0.845319835351901,-42.2579205711736,2241,-0.851323713998656,100,31,"ANPEP; APOB; CRP; NPC1L1; SOAT1","Cholesterol inhibitor; Niemann-Pick C1-like 1 protein antagonist","150311","cholesterol inhibitor, Niemann-Pick C1-like 1 protein antagonist","ANPEP, NPC1L1, SOAT1","endocrinology, metabolism","hyperlipidemia, hypercholesterolemia, sitosterolemia","Launched"
"129","praziquantel","HA1E","trt_cp","down",-0.297310358261111,0.000660088153624029,0.00175013045565949,-0.844703098124811,-38.1526104417671,2241,-0.0211436351731934,100,31,NA,"Anthelmintic","4891","anthelmintic agent","","infectious disease","gastrointestinal parasites, cystic hydatid disease, schistosomiasis","Launched"
"130","fluvoxamine","HA1E","trt_cp","down",-0.294959161866864,0.000789512083534225,0.00205895002331738,-0.83802299827852,-36.3230700580098,2241,-0.633228506385849,100,31,"CYP2C9; CYP46A1; KCNH2; SLC6A4","Selective serotonin reuptake inhibitor (SSRI)","5361192","selective serotonin reuptake inhibitor (SSRI)","SLC6A4","neurology/psychiatry","obsessive compulsive disorder (OCD)","Launched"
"131","iocetamic-acid","HA1E","trt_cp","down",-0.292605918820836,0.000944242003774879,0.0024291080119502,-0.83133708358908,-43.3734939759036,2241,-0.725957942612387,100,31,NA,"Radiopaque medium","27648","radiopaque medium","","radiology","contrast agent","Launched"
