"","Gene.stable.ID","baseMean","log2FoldChange","lfcSE","pvalue","padj","Gene.name","Gene.stable.ID.1","Gene.stable.ID.version","Gene.name.1"
"151","ENSSSCG00000010896",235.994496323958,-1.36120119906201,0.476713191340243,0.00038522737654816,0.00886959120074252,"ASPM","ENSG00000066279","ENSG00000066279.19","ASPM"
"152","ENSSSCG00000010971",83.5660164477111,-3.67165380672699,0.517982759566657,1.0962096437576e-13,2.30800850439587e-10,"ARID3C","ENSG00000205143","ENSG00000205143.5","ARID3C"
"153","ENSSSCG00000011190",254.07680754424,-1.24212980123307,0.291091488680249,2.29841431148228e-06,0.000179209018825951,"METTL6","ENSG00000206562","ENSG00000206562.12","METTL6"
"154","ENSSSCG00000011395",1403.75001444072,-1.15804740434456,0.414029847298749,0.000557865741751688,0.0117455532671697,"RBM5","ENSG00000003756","ENSG00000003756.17","RBM5"
"155","ENSSSCG00000011432",238.529779532537,-1.36586427084233,0.465713484014437,0.000302763827260583,0.00752896556792754,"GLYCTK","ENSG00000168237","ENSG00000168237.18","GLYCTK"
"156","ENSSSCG00000011582",114.16616718411,-1.31177607164357,0.470854239016869,0.000485335885645938,0.0106196647772574,"CAND2","ENSG00000144712","ENSG00000144712.13","CAND2"
"157","ENSSSCG00000011610",435.144601363921,-1.04010803982263,0.400218845497441,0.00113819292643679,0.0192740105121097,"NUP210","ENSG00000132182","ENSG00000132182.13","NUP210"
"158","ENSSSCG00000011765",118.878738392792,-1.30468981578125,0.369257068109153,4.22928415451389e-05,0.00174598486805847,"USP13","ENSG00000058056","ENSG00000058056.10","USP13"
"159","ENSSSCG00000011782",303.238738537258,-1.22829945637396,0.562321784230177,0.00247393919437473,0.032791729250852,"ABCC5","ENSG00000114770","ENSG00000114770.17","ABCC5"
"160","ENSSSCG00000011855",227.676602816526,-2.11798659454838,0.468835416091985,4.93319075070384e-07,5.34165894486212e-05,"IQCG","ENSG00000114473","ENSG00000114473.14","IQCG"
"161","ENSSSCG00000011892",45.9169762003261,-1.68710837292304,0.489677101424474,4.39733026336563e-05,0.0017880903682514,"CFAP91","ENSG00000183833","ENSG00000183833.16","CFAP91"
"162","ENSSSCG00000012122",157.171044560329,-1.55976180366979,0.379473435171955,3.64513312634323e-06,0.00025577829666326,"TCEANC","ENSG00000176896","ENSG00000176896.9","TCEANC"
"163","ENSSSCG00000012264",506.821449259959,-1.27725268212725,0.334233019804906,1.44874730703164e-05,0.000745934700143629,"","ENSG00000147121","ENSG00000147121.16","KRBOX4"
"164","ENSSSCG00000012264",506.821449259959,-1.27725268212725,0.334233019804906,1.44874730703164e-05,0.000745934700143629,"","ENSG00000251192","ENSG00000251192.8","ZNF674"
"165","ENSSSCG00000012284",314.957846166336,-1.47808156033518,0.332206801946008,8.49532728697735e-07,8.20594658183842e-05,"ZNF182","ENSG00000147118","ENSG00000147118.12","ZNF182"
"166","ENSSSCG00000012307",132.979211022203,-1.17792963855584,0.400245048455014,0.00035190176099752,0.00834566516788736,"CCNB3","ENSG00000147082","ENSG00000147082.18","CCNB3"
"167","ENSSSCG00000012319",150.117442742824,-3.46564157288342,0.530079540247437,5.12892329907393e-12,4.04949864975633e-09,"","ENSG00000154545","ENSG00000154545.17","MAGED4"
"168","ENSSSCG00000012319",150.117442742824,-3.46564157288342,0.530079540247437,5.12892329907393e-12,4.04949864975633e-09,"","ENSG00000187243","ENSG00000187243.17","MAGED4B"
"169","ENSSSCG00000012508",341.18432779619,-1.3302051071715,0.325827674129786,4.78707888746852e-06,0.00031698938211571,"ARMCX6","ENSG00000198960","ENSG00000198960.11","ARMCX6"
"170","ENSSSCG00000012510",526.896108810551,-1.15728052342212,0.380224737319906,0.000264313442624012,0.00687977393445385,"ARMCX2","ENSG00000184867","ENSG00000184867.14","ARMCX2"
"171","ENSSSCG00000012676",134.005978278417,-2.13863570675875,0.629021535270425,4.67609297850088e-05,0.00187330414058379,"MBNL3","ENSG00000076770","ENSG00000076770.16","MBNL3"
"172","ENSSSCG00000012790",147.739204258326,-1.20626267515616,0.519515390696362,0.00183995674218578,0.026635095727791,"ARHGAP4","ENSG00000089820","ENSG00000089820.17","ARHGAP4"
"173","ENSSSCG00000012917",328.706278461903,-1.68467110186661,0.431237140961233,8.01843343992694e-06,0.000480826883712581,"ANKRD13D","ENSG00000172932","ENSG00000172932.16","ANKRD13D"
"174","ENSSSCG00000012964",11.8168412894903,-6.4767865985385,1.62627209594827,2.75222586173595e-07,3.47679519026897e-05,"TSGA10IP","ENSG00000175513","ENSG00000175513.10","TSGA10IP"
"175","ENSSSCG00000012975",82.7901804844465,-1.13600493264525,0.470741576232839,0.00159203935613789,0.0240378914417983,"SNX32","ENSG00000172803","ENSG00000172803.18","SNX32"
"176","ENSSSCG00000012993",319.946453204508,-1.08972035070018,0.438399738217897,0.00142768006082319,0.0225067466493666,"SLC25A45","ENSG00000162241","ENSG00000162241.13","SLC25A45"
"177","ENSSSCG00000012994",19.5260628685304,-1.93084388224157,0.828610994833855,0.00109236373211101,0.0186928021714308,"TIGD3","ENSG00000173825","ENSG00000173825.7","TIGD3"
"178","ENSSSCG00000013057",231.74937791044,-4.00275471737845,0.961615555920851,2.37105203090493e-06,0.000181165584409748,"","ENSG00000149742","ENSG00000149742.10","SLC22A9"
"179","ENSSSCG00000013440",47.8398257577108,-1.35711068849671,0.730424863003593,0.00410776148968512,0.0454661054135767,"ATP8B3","ENSG00000130270","ENSG00000130270.16","ATP8B3"
"180","ENSSSCG00000013497",228.30973406411,-1.3415213412945,0.420559014635768,0.000136150935657339,0.00429271893472697,"ANKRD24","ENSG00000089847","ENSG00000089847.13","ANKRD24"
"181","ENSSSCG00000013569",1325.34283345277,-1.14808480583561,0.321116952522215,4.27485371093173e-05,0.00176096093409664,"PEX11G","ENSG00000104883","ENSG00000104883.8","PEX11G"
"182","ENSSSCG00000013575",14.7245159028938,-1.78229550564895,0.922898128654434,0.00272172546807113,0.0348472810097837,"RETN","ENSG00000104918","ENSG00000104918.8","RETN"
"183","ENSSSCG00000013625",1925.2562173538,-1.02716686027917,0.345784960636985,0.000381420717098642,0.00881407459549044,"RGL3","ENSG00000205517","ENSG00000205517.13","RGL3"
"184","ENSSSCG00000013737",521.369801527423,-1.21972692348095,0.316588709673729,1.35298139932307e-05,0.000706271199332588,"RNASEH2A","ENSG00000104889","ENSG00000104889.7","RNASEH2A"
"185","ENSSSCG00000013839",59.2656489217608,-1.69795399948201,0.871668480241566,0.00275730565765485,0.0351181211715667,"RASAL3","ENSG00000105122","ENSG00000105122.13","RASAL3"
"186","ENSSSCG00000013859",83.3139499709904,-1.67232589512325,0.514691229283692,9.09368093762417e-05,0.00316757647218824,"C19orf44","ENSG00000105072","ENSG00000105072.9","C19orf44"
"187","ENSSSCG00000014028",826.3824698577,-1.21278181255502,0.269288501779745,8.02856043668418e-07,7.84191709869735e-05,"CLK4","ENSG00000113240","ENSG00000113240.14","CLK4"
"188","ENSSSCG00000014048",421.15995064832,-1.04973822246626,0.490391758645952,0.0034273309933657,0.0402133095933663,"HK3","ENSG00000160883","ENSG00000160883.11","HK3"
"189","ENSSSCG00000014062",257.533762886562,-1.07233963831511,0.38428603052145,0.000632620568222,0.0128621535914578,"","ENSG00000170085","ENSG00000170085.18","SIMC1"
"190","ENSSSCG00000014126",89.9360904005804,-1.11146722805487,0.480305863523548,0.00205847618424223,0.0287895745088538,"MSH3","ENSG00000113318","ENSG00000113318.11","MSH3"
"191","ENSSSCG00000014324",35.0424749687405,-1.77238923230799,0.676617532024543,0.000575524011779821,0.0120105776423082,"MYOT","ENSG00000120729","ENSG00000120729.10","MYOT"
"192","ENSSSCG00000014813",50.3177522814536,-1.40501776504638,0.565635614418508,0.00100907324887315,0.0175905510514235,"PHOX2A","ENSG00000165462","ENSG00000165462.5","PHOX2A"
"193","ENSSSCG00000014830",160.440819707627,-1.5679648119882,0.32381774914794,1.22137693550523e-07,1.76670775197622e-05,"COA4","ENSG00000181924","ENSG00000181924.7","COA4"
"194","ENSSSCG00000014834",13.3124088719714,-4.94819380114074,1.1609603919435,2.03304989007796e-06,0.000166771698558819,"UCP3","ENSG00000175564","ENSG00000175564.13","UCP3"
"195","ENSSSCG00000014860",97.9219428491653,-1.20228069003779,0.455946095751735,0.000820066449298708,0.0152947235706311,"MAP6","ENSG00000171533","ENSG00000171533.12","MAP6"
"196","ENSSSCG00000014884",264.310438204363,-1.28403739026771,0.37407574828706,6.21975210567938e-05,0.00239548948476664,"","ENSG00000149262","ENSG00000149262.19","INTS4"
"197","ENSSSCG00000014927",227.85843386046,-1.04959559938641,0.45628025076055,0.00238714665200091,0.0319449448508229,"NOX4","ENSG00000086991","ENSG00000086991.13","NOX4"
"198","ENSSSCG00000014929",12.020214513582,-6.62795811801981,1.58880539677889,1.03782909256813e-07,1.56273477765895e-05,"","ENSG00000255009","ENSG00000255009.4","UBTFL1"
"199","ENSSSCG00000014959",41.6929729580295,-1.34974579884048,0.53732973197243,0.000989491363489832,0.0173770823417691,"PIWIL4","ENSG00000134627","ENSG00000134627.12","PIWIL4"
"200","ENSSSCG00000015019",658.5412553718,-1.33526691459375,0.350043806983763,1.42383910963783e-05,0.000736090899688652,"POU2AF3","ENSG00000214290","ENSG00000214290.9","POU2AF3"
"201","ENSSSCG00000015039",19.6813087944583,-3.18059999338875,1.14983743184535,0.000330301401746109,0.00799764670052941,"BCO2","ENSG00000197580","ENSG00000197580.13","BCO2"
"202","ENSSSCG00000015266",506.688774476394,-1.08516244724907,0.378606381570395,0.000498749853813016,0.0108132848740307,"FMO4","ENSG00000076258","ENSG00000076258.10","FMO4"
"203","ENSSSCG00000015512",434.430770415338,-1.37549214584401,0.48060163653086,0.000375347136345412,0.00873765710885653,"PAPPA2","ENSG00000116183","ENSG00000116183.11","PAPPA2"
"204","ENSSSCG00000015549",209.942416719439,-1.49460770519769,0.32893652545063,5.41945485781329e-07,5.73424495490405e-05,"RNASEL","ENSG00000135828","ENSG00000135828.11","RNASEL"
"205","ENSSSCG00000015613",505.864556745606,-1.09456608643264,0.353797571426167,0.000242945258788476,0.00648390099828569,"C1orf74","ENSG00000162757","ENSG00000162757.4","C1orf74"
"206","ENSSSCG00000015718",62.7516723140997,-1.78107399918826,0.470306905476905,1.21810465931913e-05,0.000663271988202248,"C2orf76","ENSG00000186132","ENSG00000186132.15","C2orf76"
"207","ENSSSCG00000015930",6.3068492960398,-7.25844880516123,3.09630178467535,7.39417458210581e-05,0.00274729831679065,"DHRS9","ENSG00000073737","ENSG00000073737.17","DHRS9"
"208","ENSSSCG00000015951",223.323167002715,-1.1986055548573,0.414797837591341,0.00040784394383189,0.00933361701892571,"METAP1D","ENSG00000172878","ENSG00000172878.14","METAP1D"
"209","ENSSSCG00000015985",1731.52019830713,-1.64333025545146,0.353686321912305,3.14123183730352e-07,3.69709329720897e-05,"HOXD3","ENSG00000128652","ENSG00000128652.12","HOXD3"
"210","ENSSSCG00000016020",85.2572178549362,-1.88290927347983,0.561166363073425,5.81763655124594e-05,0.00225898350429425,"DUSP19","ENSG00000162999","ENSG00000162999.13","DUSP19"
"211","ENSSSCG00000016256",65.7808926223407,-2.51942739014883,0.53794714020084,2.09342646987812e-07,2.69852640664765e-05,"SPHKAP","ENSG00000153820","ENSG00000153820.13","SPHKAP"
"212","ENSSSCG00000016298",183.711674237515,-1.17857246767096,0.482047385242544,0.00140949988554805,0.0223316164977006,"INPP5D","ENSG00000168918","ENSG00000168918.14","INPP5D"
"213","ENSSSCG00000016313",116.252948553593,-1.10240568873169,0.524962368136474,0.00345542505038082,0.0404178081973248,"HJURP","ENSG00000123485","ENSG00000123485.12","HJURP"
"214","ENSSSCG00000016557",37.5166000525603,-1.64291743586188,0.749671385092263,0.00173567071788879,0.0255947271854277,"CPA1","ENSG00000091704","ENSG00000091704.10","CPA1"
"215","ENSSSCG00000016582",6.43943340166277,-3.76544085785764,1.57265702068653,0.000936290410566829,0.016712496838823,"GARIN1B","ENSG00000135248","ENSG00000135248.16","GARIN1B"
"216","ENSSSCG00000016619",118.885638111737,-1.17099980466075,0.419970894578154,0.000555869951762053,0.0117165514081637,"ING3","ENSG00000071243","ENSG00000071243.16","ING3"
"217","ENSSSCG00000016674",193.140985462111,-1.08132512851768,0.351880070435637,0.000262714916657653,0.00685700407127529,"MINDY4","ENSG00000106125","ENSG00000106125.14","MINDY4"
"218","ENSSSCG00000016742",99.082685890348,-1.87863018432268,0.510293523954613,1.76521505419458e-05,0.000871069272446174,"MYO1G","ENSG00000136286","ENSG00000136286.16","MYO1G"
"219","ENSSSCG00000016943",779.13783126787,-1.4004102067136,0.325091159793199,1.70994158800812e-06,0.000144650371210562,"ADAMTS6","ENSG00000049192","ENSG00000049192.15","ADAMTS6"
"220","ENSSSCG00000017120",295.277461823096,-1.54761370273304,0.565965297957902,0.000478650975587537,0.0105430610781449,"SLC6A19","ENSG00000174358","ENSG00000174358.16","SLC6A19"
"221","ENSSSCG00000017143",306.268417226857,-1.09851344726485,0.462025100409612,0.00184932786298429,0.0267095378625681,"CEP131","ENSG00000141577","ENSG00000141577.14","CEP131"
"222","ENSSSCG00000017398",750.80583991997,-1.20058447032231,0.337679297753419,4.34950240989901e-05,0.00177626554235294,"COASY","ENSG00000068120","ENSG00000068120.15","COASY"
"223","ENSSSCG00000017464",7.60881936093683,-3.53158420851273,1.49804923564238,0.000857851459145341,0.015799155034329,"KRT25","ENSG00000204897","ENSG00000204897.7","KRT25"
"224","ENSSSCG00000017471",60.6126121977304,-1.19622121198585,0.501696396733144,0.00158668034503874,0.0239952161677088,"CDC6","ENSG00000094804","ENSG00000094804.12","CDC6"
"225","ENSSSCG00000017539",2007.07098109432,-1.4013686205743,0.34350198624408,4.59662943244649e-06,0.000307779261891974,"HOXB6","ENSG00000108511","ENSG00000108511.10","HOXB6"
"226","ENSSSCG00000017563",74.3016354241809,-1.03926212336737,0.476673517134219,0.00317443581855414,0.0384360283231836,"MYCBPAP","ENSG00000136449","ENSG00000136449.16","MYCBPAP"
"227","ENSSSCG00000017723",80.426915577032,-1.67882453034107,0.501412310365125,6.28814659433867e-05,0.00241279622324603,"CCL2","ENSG00000108691","ENSG00000108691.10","CCL2"
"228","ENSSSCG00000017758",231.668053882643,-1.14640498538293,0.518751637638365,0.00257130478800434,0.0336721868886623,"SPAG5","ENSG00000076382","ENSG00000076382.17","SPAG5"
"229","ENSSSCG00000017781",97.5489270268427,-7.12070955983246,1.48391025221376,1.38900995951503e-07,1.97897366337221e-05,"","ENSG00000179761","ENSG00000179761.12","PIPOX"
"230","ENSSSCG00000017794",88.6911280134194,-1.16865529904701,0.576592133012205,0.00364219353149485,0.0419804897982336,"EFCAB5","ENSG00000176927","ENSG00000176927.16","EFCAB5"
"231","ENSSSCG00000017893",233.703839446358,-1.07176932730755,0.488978554719733,0.00296793228227376,0.0367335870072568,"PIMREG","ENSG00000129195","ENSG00000129195.16","PIMREG"
"232","ENSSSCG00000017915",278.903989608389,-1.65793991644202,0.438080401552655,1.32080710817831e-05,0.00069329567570279,"VMO1","ENSG00000182853","ENSG00000182853.12","VMO1"
"233","ENSSSCG00000018007",119.235879161849,-1.87958336057334,0.55450041551807,5.14377291711655e-05,0.00201799902704848,"MYH3","ENSG00000109063","ENSG00000109063.15","MYH3"
"234","ENSSSCG00000018009",235.12089246195,-1.27869663395016,0.430615993958629,0.000294408048122591,0.00737928320618383,"ADPRM","ENSG00000170222","ENSG00000170222.12","ADPRM"
"235","ENSSSCG00000018029",189.395456168487,-1.5855987466551,0.37888260235473,2.59459597494211e-06,0.000195876490554494,"ZNF286A","ENSG00000187607","ENSG00000187607.16","ZNF286A"
"236","ENSSSCG00000018065",72731.6566172594,-1.4786382277126,0.422831436474972,4.01329203226875e-05,0.00166771646314606,"ND1","ENSG00000198888","ENSG00000198888.2","MT-ND1"
"237","ENSSSCG00000018075",769888.069787048,-1.57324471190227,0.366422436396442,1.6276609063208e-06,0.000140833545725447,"COX1","ENSG00000198804","ENSG00000198804.2","MT-CO1"
"238","ENSSSCG00000018078",344666.092488974,-1.46484656649148,0.378729002275496,1.04318087007075e-05,0.000592060379054782,"COX2","ENSG00000198712","ENSG00000198712.1","MT-CO2"
"239","ENSSSCG00000018081",419385.163780312,-1.14174299111787,0.36456518602839,0.000201013764914331,0.0056597471491258,"ATP6","ENSG00000198899","ENSG00000198899.2","MT-ATP6"
"240","ENSSSCG00000018082",432208.775215057,-1.50547420495552,0.351330185928282,1.75466411334768e-06,0.000147773912372556,"COX3","ENSG00000198938","ENSG00000198938.2","MT-CO3"
"241","ENSSSCG00000018084",34593.9785036277,-1.07470649348986,0.345736548021423,0.00023726108109813,0.00635008506458823,"ND3","ENSG00000198840","ENSG00000198840.2","MT-ND3"
"242","ENSSSCG00000018086",10039.9808905595,-1.39353522717457,0.558100332669989,0.00100132363510873,0.0174876327757376,"ND4L","ENSG00000212907","ENSG00000212907.2","MT-ND4L"
"243","ENSSSCG00000018087",331289.090696387,-1.10816887383158,0.430575823448067,0.00109751088199473,0.0187357961287551,"ND4","ENSG00000198886","ENSG00000198886.2","MT-ND4"
"244","ENSSSCG00000018092",39841.1021251878,-1.11527904599362,0.376801727949396,0.000359940352723128,0.00845168493649386,"ND6","ENSG00000198695","ENSG00000198695.2","MT-ND6"
"245","ENSSSCG00000018094",258918.913898657,-1.19617621141077,0.388154473116318,0.000222370264308229,0.00606596490242386,"CYTB","ENSG00000198727","ENSG00000198727.2","MT-CYB"
"246","ENSSSCG00000020665",339.994382784427,-1.31290389334296,0.334602719954743,9.31733463343868e-06,0.000541577220763894,"TAF6L","ENSG00000162227","ENSG00000162227.8","TAF6L"
"247","ENSSSCG00000020678",555.228369847539,-1.33415054392294,0.393924591279133,7.07486305973158e-05,0.00266524016140862,"BANP","ENSG00000172530","ENSG00000172530.22","BANP"
"248","ENSSSCG00000021041",1014.06088584361,-2.17003996039582,0.38751596416721,1.82708910950627e-09,5.32638639015911e-07,"","ENSG00000162877","ENSG00000162877.13","PM20D1"
"249","ENSSSCG00000021138",525.449867868618,-2.14347458418617,0.364009232523907,3.30575819815544e-10,1.39201804659661e-07,"CEP250","ENSG00000126001","ENSG00000126001.17","CEP250"
"250","ENSSSCG00000021383",34.7704690406057,-2.7618031261947,0.559285647710018,5.78650390221214e-08,9.6182861792121e-06,"CGAS","ENSG00000164430","ENSG00000164430.17","CGAS"
"251","ENSSSCG00000021439",235.79956679815,-1.0795950095647,0.363403572571486,0.000364434851888974,0.00852552593635084,"CCDC66","ENSG00000180376","ENSG00000180376.17","CCDC66"
"252","ENSSSCG00000021651",79.2252796101266,-1.32442375634555,0.558153622702392,0.00143780643304083,0.0225724888978381,"SCN2B","ENSG00000149575","ENSG00000149575.9","SCN2B"
"253","ENSSSCG00000021702",85.0488299155654,-1.62313313324416,0.464266363224119,3.88498590992894e-05,0.00162151096932254,"XRRA1","ENSG00000166435","ENSG00000166435.17","XRRA1"
"254","ENSSSCG00000021971",559.022418698059,-1.90885992255755,0.530159550957167,2.472500041822e-05,0.00113716998282731,"DPEP1","ENSG00000015413","ENSG00000015413.10","DPEP1"
"255","ENSSSCG00000022011",206.579275069799,-1.44657454178819,0.374412661021036,1.07063559559866e-05,0.000603793866101162,"NMI","ENSG00000123609","ENSG00000123609.11","NMI"
"256","ENSSSCG00000022161",1479.02969655235,-1.33104077170643,0.325570046611214,4.65145593275661e-06,0.00031035365658382,"ZNF251","ENSG00000198169","ENSG00000198169.9","ZNF251"
"257","ENSSSCG00000022462",73.7758315439651,-1.56550440171234,0.501816154386928,0.000144750483768869,0.0044818250276737,"ZNF852","ENSG00000178917","ENSG00000178917.17","ZNF852"
"258","ENSSSCG00000022643",78.6464683895228,-1.99000990894694,0.417526402236141,1.51244516910596e-07,2.07676257314411e-05,"KATNAL2","ENSG00000167216","ENSG00000167216.19","KATNAL2"
"259","ENSSSCG00000022675",16.1749657990417,-3.14333897810992,1.42570186636353,0.00119096268263643,0.019744139871634,"NCR1","ENSG00000189430","ENSG00000189430.13","NCR1"
"260","ENSSSCG00000022866",2419.09461797992,-1.07479910939113,0.346412061773476,0.000245417587538244,0.00653148576722216,"NXF1","ENSG00000162231","ENSG00000162231.14","NXF1"
"261","ENSSSCG00000022999",194.356009302369,-1.84580910881377,0.354792075541635,1.7053622965226e-08,3.55108902822053e-06,"ZNF232","ENSG00000167840","ENSG00000167840.14","ZNF232"
"262","ENSSSCG00000023054",331.495867812907,-1.1357815390834,0.551580154654155,0.0035954470710542,0.0415427600911013,"IDO2","ENSG00000188676","ENSG00000188676.15","IDO2"
"263","ENSSSCG00000023084",27.8307233573332,-1.42262695029971,0.729994363110329,0.00324526050479898,0.0389205324717949,"ATP2B2","ENSG00000157087","ENSG00000157087.20","ATP2B2"
"264","ENSSSCG00000023121",380.375389466401,-1.35303082078799,0.417818666326786,0.000115557339579546,0.00386872089698377,"ABCA7","ENSG00000064687","ENSG00000064687.13","ABCA7"
"265","ENSSSCG00000023279",65.5156463853175,-1.41623691236595,0.695745973851241,0.00278947256722622,0.0353799971060038,"SH3TC2","ENSG00000169247","ENSG00000169247.14","SH3TC2"
"266","ENSSSCG00000023783",527.060827303215,-1.19177247198047,0.474293420530086,0.00117235522278048,0.0195633187798672,"","ENSG00000108826","ENSG00000108826.16","MRPL27"
"267","ENSSSCG00000023955",73.2326996368687,-1.96795248715856,0.509684254620118,8.58105205192889e-06,0.000504976258795033,"RAD51C","ENSG00000108384","ENSG00000108384.16","RAD51C"
"268","ENSSSCG00000023957",59.6813597374582,-1.54888163623436,0.493110872585921,0.000133689646129723,0.00424335863402364,"CFAP126","ENSG00000188931","ENSG00000188931.4","CFAP126"
"269","ENSSSCG00000024024",25.3882180524379,-3.90913662354871,1.04631391211096,1.24318306589079e-05,0.000669582746026092,"CX3CR1","ENSG00000168329","ENSG00000168329.14","CX3CR1"
"270","ENSSSCG00000024204",17.5569228952269,-3.20606996461783,0.865648390615825,1.47990542537232e-05,0.000755240871905339,"SCN1A","ENSG00000144285","ENSG00000144285.23","SCN1A"
"271","ENSSSCG00000024311",16.0868034404367,-1.97142181195157,1.13089086927752,0.00349750231620619,0.0408080982373629,"CCR2","ENSG00000121807","ENSG00000121807.7","CCR2"
"272","ENSSSCG00000024403",129.373070622484,-1.25875627703863,0.441953096654478,0.000424753424023076,0.00962757491843693,"PRRT1","ENSG00000204314","ENSG00000204314.12","PRRT1"
"273","ENSSSCG00000024428",6.72092616626117,-5.22156272460944,1.90695245928832,0.00012803456518442,0.00412606628516936,"CHRNA9","ENSG00000174343","ENSG00000174343.6","CHRNA9"
"274","ENSSSCG00000024476",125.762972549981,-2.85785755920678,1.17566351974236,0.00074735947167054,0.014290327576877,"CES3","ENSG00000172828","ENSG00000172828.13","CES3"
"275","ENSSSCG00000024549",62.9238537373314,-1.47896967766742,0.623747796078427,0.00126735983326414,0.0206316163922012,"LYL1","ENSG00000104903","ENSG00000104903.5","LYL1"
"276","ENSSSCG00000024604",226.262726476421,-1.1553852993816,0.460319904241659,0.00122986170793278,0.0201423072632828,"ATAT1","ENSG00000137343","ENSG00000137343.18","ATAT1"
"277","ENSSSCG00000024687",501.944653831648,-1.11543999083587,0.457167910474767,0.0015498303658128,0.0236344415341468,"FANCA","ENSG00000187741","ENSG00000187741.16","FANCA"
"278","ENSSSCG00000025303",1216.64203057347,-1.00197893121252,0.395953077509816,0.0014475594015445,0.0226880091810312,"FAM50A","ENSG00000071859","ENSG00000071859.15","FAM50A"
"279","ENSSSCG00000025335",129.240069346172,-1.54240328384628,0.4942950457789,0.000149786740279962,0.00457207024040319,"ZSCAN31","ENSG00000235109","ENSG00000235109.8","ZSCAN31"
"280","ENSSSCG00000025523",247.705880788755,-1.22812733477216,0.603245655855612,0.00337820858740357,0.0399316363499315,"COL2A1","ENSG00000139219","ENSG00000139219.19","COL2A1"
"281","ENSSSCG00000025537",364.96064827836,-1.22940471213758,0.323123986243103,1.61966903003093e-05,0.000818429558668162,"PTPN6","ENSG00000111679","ENSG00000111679.17","PTPN6"
"282","ENSSSCG00000025736",165.657860128715,-1.65110411830791,0.391414485014308,2.15407126403096e-06,0.000172144671751413,"RECQL4","ENSG00000160957","ENSG00000160957.15","RECQL4"
"283","ENSSSCG00000025885",338.030920922621,-3.17627562923978,1.03294152623359,0.00012637613814393,0.00408652123155175,"","ENSG00000158764","ENSG00000158764.7","ITLN2"
"284","ENSSSCG00000025902",661.886733883694,-1.00218815126538,0.339103591041459,0.000429389810919056,0.00969786356031607,"ANAPC4","ENSG00000053900","ENSG00000053900.11","ANAPC4"
"285","ENSSSCG00000026113",72.5011793488152,-1.41881926281201,0.488139003206979,0.000312950276184313,0.00770142179664486,"ZBTB20","ENSG00000181722","ENSG00000181722.18","ZBTB20"
"286","ENSSSCG00000026184",114.326899144785,-2.10670579197341,0.456083773084405,3.05280266723183e-07,3.63821117870289e-05,"MPP4","ENSG00000082126","ENSG00000082126.18","MPP4"
"287","ENSSSCG00000026317",119.22645334097,-1.38634441896128,0.500483634795612,0.000484783248376748,0.0106196647772574,"SLC10A2","ENSG00000125255","ENSG00000125255.7","SLC10A2"
"288","ENSSSCG00000026386",120.034097691975,-1.26246862372821,0.614613501760601,0.00312312077288741,0.0380863195691988,"SLC30A2","ENSG00000158014","ENSG00000158014.15","SLC30A2"
"289","ENSSSCG00000026478",37.2129430134364,-2.22961708832843,0.98094127202306,0.00116761758228833,0.0195107456497193,"PADI2","ENSG00000117115","ENSG00000117115.13","PADI2"
"290","ENSSSCG00000026707",12.5147438406769,-5.69060243306021,1.38740648568321,1.67681339134058e-06,0.000142484022208577,"XCR1","ENSG00000173578","ENSG00000173578.9","XCR1"
"291","ENSSSCG00000027052",253.531895113727,-1.2036369300101,0.506697846457954,0.00163342658311606,0.0244484994656131,"PEX11A","ENSG00000166821","ENSG00000166821.9","PEX11A"
"292","ENSSSCG00000027197",1008.50733688654,-1.10537687990356,0.308795255297776,4.42214304404769e-05,0.00179049548165939,"DYRK1B","ENSG00000105204","ENSG00000105204.14","DYRK1B"
"293","ENSSSCG00000027300",32.5178643659241,-1.62727778503235,0.845786242108257,0.00296369346112441,0.0367323636099273,"TNP2","ENSG00000178279","ENSG00000178279.4","TNP2"
"294","ENSSSCG00000027351",46.1699495794303,-1.33453419638296,0.592301331890378,0.00189963579250462,0.0272080110598413,"ZNF454","ENSG00000178187","ENSG00000178187.8","ZNF454"
"295","ENSSSCG00000027372",396.092467359055,-2.36854799607356,0.406332501384773,4.64518091527207e-10,1.66078364459416e-07,"SAMD9","ENSG00000205413","ENSG00000205413.8","SAMD9"
"296","ENSSSCG00000027478",87.0543676003909,-1.22123079131234,0.529317647529905,0.00186459457979696,0.0268325915973714,"PPCDC","ENSG00000138621","ENSG00000138621.12","PPCDC"
"297","ENSSSCG00000027530",191.67674059122,-1.01168743072072,0.364646155143639,0.000719616469124706,0.0138859597489247,"TAF12","ENSG00000120656","ENSG00000120656.14","TAF12"
"298","ENSSSCG00000027617",38.4260595303975,-1.22776223069865,0.650165839265162,0.00445259623803457,0.0480068311737605,"SYNPR","ENSG00000163630","ENSG00000163630.11","SYNPR"
"299","ENSSSCG00000027767",105.22008084364,-1.28939154664756,0.398354353405996,0.000120600311882695,0.00396058112628283,"SHLD2","ENSG00000122376","ENSG00000122376.12","SHLD2"
"300","ENSSSCG00000027826",207.664225862225,-2.29089856744828,0.624006295209214,1.72541011243443e-05,0.000858131134396848,"GIMAP4","ENSG00000133574","ENSG00000133574.10","GIMAP4"
"301","ENSSSCG00000027849",10.6547034611866,-3.0797470025739,1.22389269843772,0.000649063731741177,0.0129821795979521,"CNR2","ENSG00000188822","ENSG00000188822.8","CNR2"
